,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
9695,Alexandre Bustillo,Julien Maury,Julien Maury,Alexandre Bustillo,Chloé Coulloud,Félix Moati,Jérémy Kapone,Chloé Coulloud,Félix Moati,Jérémy Kapone,"$5,000,000",NOT RATED,"Alexandre Bustillo, Julien Maury",Horror,,5.7,,5486,,0,0,1,0,2011-09-11,92.0,Livide,http://www.imdb.com/title/tt1727516/,2011
9696,Vidhu Vinod Chopra,Vikram Chandra,Vidhu Vinod Chopra,Sanjay Dutt,Hrithik Roshan,Preity Zinta,Sanjay Dutt,Hrithik Roshan,Preity Zinta,Sonali Kulkarni,,R,Vidhu Vinod Chopra,"Action, Drama, Thriller",,6.8,,5391,"INR 19,535,135 (India),",0,0,20,8,2000-10-26,154.0,Mission Kashmir,http://www.imdb.com/title/tt0248185/,2000
9697,Shunji Iwai,Shunji Iwai,Miho Nakayama,Etsushi Toyokawa,Bunjaku Han,Miho Nakayama,Etsushi Toyokawa,Bunjaku Han,Katsuyuki Shinohara,Miki Sakai,,PG,Shunji Iwai,"Drama, Romance",,8.0,,5498,,0,0,3,14,1995-03-25,117.0,Love Letter,http://www.imdb.com/title/tt0113703/,1995
9698,Aku Louhimies,Paavo Westerberg,Jari Olavi Rantala,Jasper Pääkkönen,Mikko Leppilampi,Pamela Tola,Jasper Pääkkönen,Mikko Leppilampi,Pamela Tola,Petteri Summanen,"€1,400,000",NR,Aku Louhimies,Drama,,7.5,,5244,,0,0,5,17,2005-01-14,130.0,Paha maa,http://www.imdb.com/title/tt0388318/,2005
9699,Uwe Boll,Michael Nachoff,Natassia Malthe,Brendan Fletcher,Michael Paré,Natassia Malthe,Brendan Fletcher,Michael Paré,Willam Belli,Annett Culp,"$10,000,000",R,Uwe Boll,"Action, Adventure, Fantasy, Horror",,3.0,,5315,,0,0,0,0,2011-05-02,79.0,BloodRayne: The Third Reich,http://www.imdb.com/title/tt1153546/,2011
9700,Andrey Zvyagintsev,William Saroyan,Artyom Melkumyan,Konstantin Lavronenko,Maria Bonnevie,Aleksandr Baluev,Konstantin Lavronenko,Maria Bonnevie,Aleksandr Baluev,Dmitriy Ulyanov,,NR,Andrey Zvyagintsev,Drama,,7.7,59.0,5657,,0,0,11,5,2007-05-18,157.0,Izgnanie,http://www.imdb.com/title/tt0488905/,2007
9701,Paolo Taviani,Vittorio Taviani,William Shakespeare,Paolo Taviani,Cosimo Rega,Salvatore Striano,Giovanni Arcuri,Cosimo Rega,Salvatore Striano,Giovanni Arcuri,,UNRATED,"Vittorio Taviani, Paolo Taviani",Drama,,7.3,77.0,5329,,0,0,19,16,2012-02-11,77.0,Cesare deve morire,http://www.imdb.com/title/tt2177511/,2012
9702,Dariush Mehrjui,Dariush Mehrjui,Vahidéa Mohammadi,Bahram Radan,Golshifteh Farahani,Masoud Rayegany,Bahram Radan,Golshifteh Farahani,Masoud Rayegany,Roya Taymourian,,NR,Dariush Mehrjui,"Drama, Musical, Romance",,7.6,,5581,,0,0,0,1,2007-02-01,107.0,Santoori,http://www.imdb.com/title/tt0385277/,2007
9703,Emir Kusturica,Emir Kusturica,Uros Milovanovic,Marija Petronijevic,Aleksandar Bercek,Uros Milovanovic,Marija Petronijevic,Aleksandar Bercek,Predrag 'Miki' Manojlovic,Ljiljana Blagojevic,,NR,Emir Kusturica,"Comedy, Romance",,7.0,,5406,,0,0,1,0,2007-05-26,137.0,Zavet,http://www.imdb.com/title/tt0479519/,2007
9704,Rupert Harvey,Rupert Harvey,Barry Opper,Don Keith Opper,Terrence Mann,Paul Whitthorne,Don Keith Opper,Terrence Mann,Paul Whitthorne,Anders Hove,,PG-13,Rupert Harvey,"Comedy, Horror, Sci-Fi, Thriller",,4.1,,5493,,0,0,0,0,1992-08-20,87.0,Critters 4,http://www.imdb.com/title/tt0101628/,1992
9705,Sajid,Farhad Samji,K. Subhash,Farhad Samji,Akshay Kumar,Jacqueline Fernandez,Nargis Fakhri,Akshay Kumar,Jacqueline Fernandez,Nargis Fakhri,,NOT RATED,"Sajid, Farhad Samji","Action, Comedy","$1,157,163,",5.2,,5856,,0,0,1,0,2016-06-02,140.0,Housefull 3,http://www.imdb.com/title/tt4559046/,2016
9706,Scott Marshall,David McHugh,Matthew Flanagan,Jessica Simpson,Luke Wilson,Rachael Leigh Cook,Jessica Simpson,Luke Wilson,Rachael Leigh Cook,Penelope Ann Miller,"$10,000,000",PG-13,Scott Marshall,"Comedy, Romance","€9,465,442,",3.9,,5220,,0,0,0,0,2007-12-21,93.0,Blonde Ambition,http://www.imdb.com/title/tt0887719/,2007
9707,Darrell Roodt,Ivan Milborrow,Darrell Roodt,Casper Van Dien,Erika Eleniak,Coolio,Casper Van Dien,Erika Eleniak,Coolio,Alexandra Kamp,,R,Darrell Roodt,"Horror, Sci-Fi",,2.1,,5406,,0,0,0,0,2004-08-01,86.0,Dracula 3000,http://www.imdb.com/title/tt0367677/,2004
9708,K.S. Adiyaman,K.S. Adiyaman,Arun Kumar,Shah Rukh Khan,Madhuri Dixit,Salman Khan,Shah Rukh Khan,Madhuri Dixit,Salman Khan,Atul Agnihotri,,NR,K.S. Adiyaman,"Drama, Romance","$404,000",5.4,,5428,,0,0,0,0,2002-05-24,174.0,Hum Tumhare Hain Sanam,http://www.imdb.com/title/tt0222024/,2002
9709,Steven Jacobson,Carol Heikkinen,Karen Bloch Morse,Kenny Wormald,Rachele Brooke Smith,Sarah Jayne Jensen,Kenny Wormald,Rachele Brooke Smith,Sarah Jayne Jensen,Nicole Muñoz,,PG-13,Steven Jacobson,"Drama, Music, Romance",,6.2,,5343,,0,0,0,0,2008-10-30,95.0,Center Stage: Turn It Up,http://www.imdb.com/title/tt1145144/,2008
9710,Randall Miller,Jody Savin,Randall Miller,Alan Rickman,Bryan Greenberg,Shawn Hatosy,Alan Rickman,Bryan Greenberg,Shawn Hatosy,Mary Steenburgen,"$4,000,000",R,Randall Miller,"Comedy, Crime, Drama, Thriller","$540,183,",6.4,28.0,5188,,0,0,0,0,2007-04-28,110.0,Nobel Son,http://www.imdb.com/title/tt0483756/,2007
9711,William Wyler,Jessamyn West,Michael Wilson,Gary Cooper,Dorothy McGuire,Anthony Perkins,Gary Cooper,Dorothy McGuire,Anthony Perkins,Richard Eyer,"$3,000,000",UNRATED,William Wyler,"Drama, Romance, War, Western","$8,000,000,",7.5,,5392,,6,0,4,5,1956-11-01,137.0,Friendly Persuasion,http://www.imdb.com/title/tt0049233/,1956
9712,Don Siegel,Ernest Hemingway,Gene L. Coon,Lee Marvin,Angie Dickinson,John Cassavetes,Lee Marvin,Angie Dickinson,John Cassavetes,Clu Gulager,,NOT RATED,Don Siegel,"Crime, Drama, Mystery, Thriller",,7.1,,5389,,0,0,1,0,1964-07-07,93.0,The Killers,http://www.imdb.com/title/tt0058262/,1964
9713,François Truffaut,François Truffaut,Jean-Louis Richard,Jean Desailly,Françoise Dorléac,Nelly Benedetti,Jean Desailly,Françoise Dorléac,Nelly Benedetti,Daniel Ceccaldi,,NOT RATED,Fran�ois Truffaut,"Drama, Romance",,7.6,78.0,5432,,0,0,1,1,1964-04-20,113.0,La peau douce,http://www.imdb.com/title/tt0058458/,1964
9714,Walter Hill,Peter Dexter,Thomas Babe,Jeff Bridges,Ellen Barkin,John Hurt,Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane,"$30,000,000",R,Walter Hill,"Action, Biography, Western","$2,167,808",5.9,,5421,,0,0,3,0,1995-12-01,98.0,Wild Bill,http://www.imdb.com/title/tt0114938/,1995
9715,Paul McGuigan,Barry Unsworth,Mark Mills,Willem Dafoe,Paul Bettany,Marián Aguilera,Paul Bettany,Marián Aguilera,Trevor Steedman,Simon McBurney,,R,Paul McGuigan,"Crime, Drama, Mystery","$256,620,",6.6,49.0,5245,,0,0,2,0,2003-08-06,112.0,The Reckoning,http://www.imdb.com/title/tt0258816/,2002
