,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1113,Savage Steve Holland,Savage Steve Holland,John Cusack,David Ogden Stiers,Kim Darby,John Cusack,David Ogden Stiers,Kim Darby,Demian Slade,Scooter Stevens,,Savage Steve Holland,10297601.0,7.2,51.0,36399,,0,0,0,0,1985-08-23,97.0,Better Off Dead...,1985-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,23614182.896949433,,
1114,Kevin Rodney Sullivan,William Rose,David Ronn,Ashton Kutcher,Bernie Mac,Zoe Saldana,Bernie Mac,Ashton Kutcher,Zoe Saldana,Judith Scott,,Kevin Rodney Sullivan,103075949.0,5.9,49.0,35921,,0,0,16,0,2005-03-25,105.0,Guess Who,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,130193170.52037327,,
1115,Steve Carr,Hugh Lofting,Larry Levin,Eddie Murphy,Cedric the Entertainer,Kristen Wilson,Eddie Murphy,Kristen Wilson,Raven-Symoné,Kyla Pratt,,Steve Carr,176104344.0,4.7,49.0,36802,,0,0,6,3,2001-06-19,87.0,Dr. Dolittle 2,2001-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,245328402.23244575,,
1116,Richard Brooks,Richard Brooks,James Poe,Elizabeth Taylor,Paul Newman,Burl Ives,Elizabeth Taylor,Paul Newman,Burl Ives,Jack Carson,,Richard Brooks,25472824.0,8.1,nan,37253,,6,0,10,2,1958-09-18,108.0,Cat on a Hot Tin Roof,1958-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,,217731077.93179685,,
1117,Rodman Flender,Terri Hughes,Ron Milbauer,Devon Sawa,Seth Green,Elden Henson,Devon Sawa,Seth Green,Elden Henson,Jessica Alba,,Rodman Flender,4002955.0,6.2,31.0,35604,,0,0,2,0,1999-04-30,92.0,Idle Hands,1999-01-01,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,5927689.67068888,,
1118,Stephen Kessler,Elisa Bell,Bob Ducsay,Chevy Chase,Beverly D'Angelo,Randy Quaid,Chevy Chase,Beverly D'Angelo,Randy Quaid,Ethan Embry,,Stephen Kessler,36429528.0,5.9,20.0,37006,,0,0,1,0,1997-02-14,93.0,Vegas Vacation,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,55981945.22084478,,
1119,Willard Huyck,Steve Gerber,Willard Huyck,Lea Thompson,Jeffrey Jones,Tim Robbins,Lea Thompson,Jeffrey Jones,Tim Robbins,Ed Gale,,Willard Huyck,21667000.0,4.6,28.0,36812,,0,0,4,5,1986-08-01,110.0,Howard the Duck,1986-01-01,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,48760683.262757,,
1120,Richard Donner,Edward Khmara,Michael Thomas,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Leo McKern,,Richard Donner,18432000.0,7.0,nan,36846,,2,0,5,5,1985-03-27,121.0,Ladyhawke,1985-01-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,42267768.886808865,,
1121,Rowdy Herrington,Rowdy Herrington,Marty Kaplan,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Bruce Willis,Sarah Jessica Parker,Dennis Farina,Tom Sizemore,,Rowdy Herrington,23798623.0,5.8,nan,35939,,0,0,0,0,1993-09-17,102.0,Striking Distance,1993-01-01,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,40637202.456128575,,
1122,Sidney J. Furie,Jerry Siegel,Joe Shuster,Christopher Reeve,Gene Hackman,Margot Kidder,Christopher Reeve,Gene Hackman,Jackie Cooper,Marc McClure,,Sidney J. Furie,15681020.0,3.7,22.0,36497,,0,0,6,2,1987-07-23,90.0,Superman IV: The Quest for Peace,1987-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,34041993.596303634,,
1123,Danny Pang,Oxide Chun Pang,Mark Wheaton,Todd Farmer,Dylan McDermott,Penelope Ann Miller,Kristen Stewart,Kristen Stewart,Dylan McDermott,Penelope Ann Miller,,Oxide Chun Pang Danny Pang,35374833.0,5.4,34.0,35300,,0,0,2,1,2007-02-02,90.0,The Messengers,2007-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,42084520.782319926,,
1124,Craig Brewer,Craig Brewer,Terrence Howard,Ludacris,Anthony Anderson,Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson,DJ Qualls,,Craig Brewer,22201636.0,7.4,68.0,35289,,0,1,46,25,2005-01-01,116.0,Hustle & Flow,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,28042442.583567753,,
1125,Derrick Borte,Randy T. Dinzler,Derrick Borte,Demi Moore,David Duchovny,Amber Heard,David Duchovny,Demi Moore,Amber Heard,Benjamin Hollingsworth,,Derrick Borte,1474508.0,6.5,55.0,35503,,0,0,1,0,2009-09-13,96.0,The Joneses,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1695350.5169364724,,
1126,Tom Putnam,Heidi Ferrer,Paris Hilton,Joel David Moore,Christine Lakin,Paris Hilton,Joel David Moore,Christine Lakin,Johann Urb,Adam Kulbersh,,Tom Putnam,1596232.0,1.9,7.0,34403,,0,0,4,4,2008-02-08,91.0,The Hottie & the Nottie,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,1828830.4680588027,,
1127,Ron Clements,Burny Mattinson,Peter Young,Vance Gerry,Vincent Price,Barrie Ingham,Val Bettin,Vincent Price,Barrie Ingham,Val Bettin,,Burny Mattinson Ron Clements David Michener John Musker,38600000.0,7.2,nan,37268,,0,0,3,1,1986-07-02,74.0,The Great Mouse Detective,1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980,,,86867696.21740067,,
1128,Joel Schumacher,Ross Klavan,Michael McGruther,Colin Farrell,Matthew Davis,Clifton Collins Jr.,Colin Farrell,Matthew Davis,Clifton Collins Jr.,Tom Guiry,,Joel Schumacher,139692.0,7.0,55.0,34964,,0,0,5,2,2000-09-13,101.0,Tigerland,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,200102.70585365855,,
1129,Woody Allen,Woody Allen,Marshall Brickman,Woody Allen,Diane Keaton,John Beck,Woody Allen,Diane Keaton,John Beck,Mary Gregory,,Woody Allen,18344729.0,7.3,77.0,35901,,0,0,2,2,1973-12-17,89.0,Sleeper,1973-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,101916125.17344595,,
1130,Dennis Dugan,Hank Nelken,Greg DePaul,Jason Biggs,Steve Zahn,Jack Black,Steve Zahn,Jack Black,Jason Biggs,Amanda Peet,,Dennis Dugan,19351569.0,5.9,22.0,35073,,0,0,0,0,2001-02-07,90.0,Saving Silverman,2001-01-01,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,26958389.529908065,,
1131,Brian De Palma,Daniel Lang,David Rabe,Michael J. Fox,Sean Penn,Don Harvey,Michael J. Fox,Sean Penn,Don Harvey,John C. Reilly,,Brian De Palma,18671317.0,7.1,nan,35944,,0,0,4,1,1989-08-18,113.0,Casualties of War,1989-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,37152205.634589344,,
1132,Mabrouk El Mechri,Mabrouk El Mechri,Frédéric Benudis,Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Jean-Claude Van Damme,Valérie Bodson,Hervé Sogne,Rock Chen,,Mabrouk El Mechri,470691.0,7.2,64.0,35030,,0,0,2,0,2008-06-04,97.0,JCVD,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,539278.7776720839,,
1133,Henry Hathaway,Charles Portis,Marguerite Roberts,John Wayne,Kim Darby,Glen Campbell,John Wayne,Glen Campbell,Kim Darby,Jeremy Slate,,Henry Hathaway,31132592.0,7.4,nan,36291,,0,1,7,5,1969-06-11,128.0,True Grit,1969-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,,,209344261.792253,,
1134,John Fawcett,Karen Walton,John Fawcett,Emily Perkins,Katharine Isabelle,Kris Lemche,Emily Perkins,Katharine Isabelle,Kris Lemche,Mimi Rogers,,John Fawcett,2554.0,6.8,70.0,35901,,0,0,4,8,2000-08-01,108.0,Ginger Snaps,2000-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,3658.4937630662025,,
1135,Patrick Read Johnson,John Hughes,Lara Flynn Boyle,Joe Mantegna,Joe Pantoliano,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Brian Haley,Cynthia Nixon,,Patrick Read Johnson,27371505.0,6.0,nan,37538,,0,0,0,0,1994-07-01,99.0,Baby's Day Out,1994-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,45550357.67815821,,
1136,Raja Gosnell,William Hanna,Joseph Barbera,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini,,Raja Gosnell,181466833.0,5.0,34.0,37784,,0,0,4,1,2004-03-20,93.0,Scooby-Doo 2: Monsters Unleashed,2004-01-01,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,236983546.65407103,,
1137,John Crowley,Jonathan Trigell,Mark O'Rowe,Andrew Garfield,Peter Mullan,Shaun Evans,Andrew Garfield,Peter Mullan,Siobhan Finneran,Alfie Owen,,John Crowley,106368.0,7.7,75.0,34716,,0,0,11,12,2007-09-08,102.0,Boy A,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,126543.24916738988,,
1138,Asghar Farhadi,Asghar Farhadi,Bérénice Bejo,Tahar Rahim,Ali Mosaffa,Bérénice Bejo,Ali Mosaffa,Tahar Rahim,Pauline Burlet,Elyes Aguis,,Asghar Farhadi,1330596.0,7.8,85.0,37895,,0,0,36,12,2013-05-17,130.0,Le pass�,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,1408915.2391272234,,
1139,John Carpenter,Bruce A. Evans,Raynold Gideon,Jeff Bridges,Karen Allen,Charles Martin Smith,Jeff Bridges,Karen Allen,Charles Martin Smith,Richard Jaeckel,,John Carpenter,28700000.0,7.0,71.0,36348,,1,0,5,1,1984-12-14,115.0,Starman,1984-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,68147604.38573644,,
1140,Peyton Reed,Eve Ahlert,Dennis Drake,Ewan McGregor,Renée Zellweger,David Hyde Pierce,Renée Zellweger,Ewan McGregor,Sarah Paulson,David Hyde Pierce,,Peyton Reed,14000000.0,6.3,52.0,35599,,0,0,8,4,2003-05-09,101.0,Down with Love,2003-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,18772544.51076286,,
1141,Duwayne Dunham,Sheila Burnford,Caroline Thompson,Michael J. Fox,Sally Field,Don Alder,Don Alder,Ed Bernard,Kevin Chevalia,Anne Christianson,,Duwayne Dunham,41833324.0,6.9,nan,36592,,0,0,0,0,1993-02-03,84.0,Homeward Bound: The Incredible Journey,1993-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,,,71432252.89970861,,
1142,Walter Salles,Jack Kerouac,Jose Rivera,Sam Riley,Garrett Hedlund,Kristen Stewart,Sam Riley,Garrett Hedlund,Kristen Stewart,Amy Adams,,Walter Salles,717753.0,6.1,56.0,36027,,0,0,4,2,2012-05-23,124.0,On the Road,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,771135.6640725073,,
1143,Phil Traill,Kim Barker,Sandra Bullock,Bradley Cooper,Thomas Haden Church,Sandra Bullock,Thomas Haden Church,Bradley Cooper,Ken Jeong,DJ Qualls,,Phil Traill,33860010.0,4.8,17.0,35381,,0,0,3,2,2009-09-04,99.0,All About Steve,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,38931348.936034344,,
1144,Phil Joanou,Jeff Maguire,Jac Flanders,Dwayne Johnson,Xzibit,L. Scott Caldwell,Dwayne Johnson,Xzibit,L. Scott Caldwell,Leon Rippy,,Phil Joanou,38432823.0,6.9,52.0,36376,,0,0,0,0,2006-09-05,125.0,Gridiron Gang,2006-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,47026676.111046806,,
1145,Hoyt Yeatman,Cormac Wibberley,Marianne Wibberley,Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,Will Arnett,Zach Galifianakis,Kelli Garner,,Hoyt Yeatman,292817841.0,5.1,41.0,36137,,0,0,1,1,2009-07-19,88.0,G-Force,2009-01-01,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,336674252.0946457,,
1146,Desmond Davis,Beverley Cross,Laurence Olivier,Harry Hamlin,Claire Bloom,Laurence Olivier,Claire Bloom,Maggie Smith,Ursula Andress,Jack Gwillim,,Desmond Davis,41092328.0,6.9,nan,35557,,0,0,6,2,1981-06-12,118.0,Clash of the Titans,1981-01-01,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,111478729.2321364,,
1147,Harald Zwart,Scott Neustadter,Michael H. Weber,Steve Martin,Jean Reno,Emily Mortimer,Steve Martin,Jean Reno,Emily Mortimer,Andy Garcia,,Harald Zwart,75871032.0,5.6,36.0,36495,,0,0,3,0,2009-01-24,92.0,The Pink Panther 2,2009-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,87234517.08753268,,
1148,Nikolaj Arcel,Bodil Steensen-Leth,Rasmus Heisterberg,Alicia Vikander,Mads Mikkelsen,Mikkel Boe Følsgaard,Alicia Vikander,Mads Mikkelsen,Mikkel Boe Følsgaard,Trine Dyrholm,,Nikolaj Arcel,14758997.0,7.6,73.0,38167,,1,0,36,21,2012-02-16,137.0,En kongelig aff�re,2012-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,15856692.974657219,,
1149,Tod Browning,Bram Stoker,Hamilton Deane,Bela Lugosi,Helen Chandler,David Manners,Bela Lugosi,Helen Chandler,David Manners,Dwight Frye,,Tod Browning,,7.6,nan,37610,,0,0,3,2,1931-02-12,75.0,Dracula,1931-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1930,,,,,
1150,Thomas Bezucha,Thomas Bezucha,April Blair,Selena Gomez,Leighton Meester,Katie Cassidy,Selena Gomez,Katie Cassidy,Leighton Meester,Cory Monteith,,Thomas Bezucha,39667665.0,5.8,43.0,36255,,0,0,5,0,2011-06-30,109.0,Monte Carlo,2011-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,43499686.61053549,,
1151,Alfred Hitchcock,Ben Hecht,Frances Beeding,Ingrid Bergman,Gregory Peck,Michael Chekhov,Ingrid Bergman,Gregory Peck,Michael Chekhov,Leo G. Carroll,,Alfred Hitchcock,7000000.0,7.6,nan,36343,,0,1,6,1,1945-10-31,111.0,Spellbound,1945-01-01,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,,,95971264.45651296,,
1152,Tim Story,Luc Besson,Robert Ben Garant,Queen Latifah,Jimmy Fallon,Gisele Bündchen,Queen Latifah,Jimmy Fallon,Henry Simmons,Jennifer Esposito,,Tim Story,68895435.0,4.4,27.0,35621,,0,0,7,3,2004-10-06,97.0,Taxi,2004-01-01,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,89972830.1015482,,
1153,François Truffaut,François Truffaut,Jean-Louis Richard,Oskar Werner,Julie Christie,Cyril Cusack,Julie Christie,Oskar Werner,Cyril Cusack,Anton Diffring,,Fran�ois Truffaut,,7.3,nan,35807,,0,0,2,0,1966-09-07,112.0,Fahrenheit 451,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,,,
1154,Ronald Neame,Paul Gallico,Stirling Silliphant,Gene Hackman,Ernest Borgnine,Shelley Winters,Gene Hackman,Ernest Borgnine,Red Buttons,Carol Lynley,,Ronald Neame,84563118.0,7.1,nan,35466,,0,1,13,4,1972-12-12,117.0,The Poseidon Adventure,1972-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,498822632.5774235,,
1155,Niki Caro,Michael Seitzman,Clara Bingham,Charlize Theron,Jeremy Renner,Frances McDormand,Charlize Theron,Thomas Curtis,Elle Peterson,Frances McDormand,,Niki Caro,18324242.0,7.3,68.0,35114,,2,0,17,6,2005-09-12,126.0,North Country,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,23144983.737793047,,
1156,Susanne Bier,Anders Thomas Jensen,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Mikael Persbrandt,Wil Johnson,Eddy Kimani,Emily Mulaya,,Susanne Bier,13004198.0,7.7,65.0,34974,,0,1,22,11,2010-08-26,119.0,H�vnen,2010-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,14710624.205589863,,
1157,George Gallo,George Gallo,Andy Weiss,Luke Wilson,Giovanni Ribisi,Gabriel Macht,Luke Wilson,Giovanni Ribisi,Gabriel Macht,James Caan,,George Gallo,24493605.0,6.6,60.0,34267,,0,0,0,0,2009-05-17,105.0,Middle Men,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,28162102.815574933,,
1158,Miguel Arteta,Phil Johnston,Ed Helms,John C. Reilly,Anne Heche,Ed Helms,John C. Reilly,Anne Heche,Isiah Whitlock Jr.,Stephen Root,,Miguel Arteta,6857503.0,6.3,70.0,33952,,0,0,4,1,2011-01-23,87.0,Cedar Rapids,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,7519959.428688504,,
1159,Marcel Langenegger,Mark Bomback,Hugh Jackman,Ewan McGregor,Michelle Williams,Ewan McGregor,Hugh Jackman,Michelle Williams,Bruce Altman,Andrew Ginsburg,,Marcel Langenegger,4597760.0,6.1,31.0,34794,,0,0,0,0,2008-04-24,107.0,Deception,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,5267732.743625012,,
1160,Jerry Paris,Neal Israel,Pat Proft,Steve Guttenberg,Bubba Smith,David Graf,Steve Guttenberg,Bubba Smith,David Graf,Michael Winslow,,Jerry Paris,43579163.0,5.3,33.0,36165,,0,0,0,1,1986-03-21,83.0,Police Academy 3: Back in Training,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,98073095.67079242,,
1161,Richard Kelly,Richard Kelly,Dwayne Johnson,Sarah Michelle Gellar,Seann William Scott,Carlos Amezcua,Curtis Armstrong,Robert Benz,Todd Berger,Joe Campana,,Richard Kelly,374743.0,5.5,44.0,33949,,0,0,2,1,2006-05-21,145.0,Southland Tales,2006-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,458538.2053741411,,
1162,Karan Johar,Karan Johar,Karan Johar,Shah Rukh Khan,Kajol,Rani Mukerji,Shah Rukh Khan,Kajol,Rani Mukerji,Farida Jalal,,Karan Johar,2100000.0,7.7,nan,38952,,0,0,0,12,1998-10-16,177.0,Kuch Kuch Hota Hai,1998-01-01,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,,,3177781.70915143,,
