,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R
433,Chris Weitz,Paul Weitz,Elaine May,Warren Beatty,Chris Rock,Regina King,Chazz Palminteri,Chris Rock,Regina King,Chazz Palminteri,49000000.0,Paul Weitz Chris Weitz,71186502.0,5.4,32.0,19907,,0,0,3,0,2001-02-12,87.0,Down to Earth,2001-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,Gorô Miyazaki,Tetsurô Sayama,Hayao Miyazaki,Sarah Bolger,Chris Noth,Anton Yelchin,Masami Nagasawa,Jun'ichi Okada,Keiko Takeshita,Yuriko Ishida,22000000.0,Gor� Miyazaki,61037844.0,7.5,71.0,23053,,0,0,11,6,2011-07-16,91.0,Kokuriko-zaka kara,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
435,Robert Lieberman,Steven Brill,Kenneth Johnson,Emilio Estevez,Jeffrey Nordling,David Selby,Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,,Robert Lieberman,22936273.0,5.4,nan,20863,,0,0,0,0,1996-10-04,104.0,D3: The Mighty Ducks,1996-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
436,Bryan Spicer,John Kamps,Arne Olsen,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,15000000.0,Bryan Spicer,66050379.0,5.1,nan,21979,,0,0,1,0,1995-06-30,95.0,Mighty Morphin Power Rangers: The Movie,1995-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437,John Curran,Marion Nelson,Robyn Davidson,Mia Wasikowska,Adam Driver,Lily Pearl,Lily Pearl,Mia Wasikowska,Philip Dodd,Fiona Press,,John Curran,508806.0,7.2,78.0,23224,,0,0,18,2,2013-08-29,112.0,Tracks,2013-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,George Dunning,Lee Minoff,John Lennon,Paul McCartney,George Harrison,Ringo Starr,The Beatles,Paul Angelis,John Clive,Dick Emery,,George Dunning,,7.4,nan,20520,,0,0,2,2,1968-07-17,90.0,Yellow Submarine,1968-01-01,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
439,Richard Brooks,Truman Capote,Richard Brooks,Robert Blake,Scott Wilson,John Forsythe,Robert Blake,Scott Wilson,John Forsythe,Paul Stewart,3500000.0,Richard Brooks,,8.0,89.0,20738,,4,0,5,4,1967-12-14,134.0,In Cold Blood,1967-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,Ernst Lubitsch,Melchior Lengyel,Edwin Justus Mayer,Carole Lombard,Jack Benny,Robert Stack,Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,,Ernst Lubitsch,,8.2,86.0,21295,,1,0,1,2,1942-02-19,99.0,To Be or Not to Be,1942-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,Griffin Dunne,Mimi Hare,Clare Naylor,Uma Thurman,Jeffrey Dean Morgan,Justina Machado,Uma Thurman,Jeffrey Dean Morgan,Colin Firth,Sam Shepard,,Griffin Dunne,,5.6,nan,20878,,0,0,0,0,2008-02-13,90.0,The Accidental Husband,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,Mike Binder,Mike Binder,Joan Allen,Kevin Costner,Erika Christensen,Joan Allen,Kevin Costner,Erika Christensen,Keri Russell,Alicia Witt,9000000.0,Mike Binder,18761993.0,6.9,63.0,19849,,0,0,13,5,2005-01-23,118.0,The Upside of Anger,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
443,Phil Morrison,Angus MacLachlan,Embeth Davidtz,Alessandro Nivola,David Kuhn,Embeth Davidtz,David Kuhn,Alessandro Nivola,Alicia Van Couvering,Jerry Minor,1000000.0,Phil Morrison,3399228.0,7.0,80.0,19982,,1,0,27,21,2005-01-24,106.0,Junebug,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,Boaz Yakin,Boaz Yakin,Sheldon Lettich,Thomas Haden Church,Josh Wiggins,Luke Kleintank,Thomas Haden Church,Josh Wiggins,Luke Kleintank,Lauren Graham,20000000.0,Boaz Yakin,42652003.0,6.8,47.0,22653,,0,0,1,1,2015-06-25,111.0,Max,2015-01-01,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445,Michael Apted,Harold T.P. Hayes,Dian Fossey,Sigourney Weaver,Bryan Brown,Julie Harris,Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi,22000000.0,Michael Apted,61149479.0,7.0,nan,20726,,5,0,4,6,1988-10-07,129.0,Gorillas in the Mist: The Story of Dian Fossey,1988-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Forest Whitaker,Steven Rogers,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Mae Whitman,Michael Paré,30000000.0,Forest Whitaker,81471882.0,5.9,42.0,21071,,0,0,9,3,1998-05-29,114.0,Hope Floats,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,Oliver Parker,Oscar Wilde,Oliver Parker,Rupert Everett,Colin Firth,Frances O'Connor,Rupert Everett,Colin Firth,Frances O'Connor,Reese Witherspoon,15000000.0,Oliver Parker,8378141.0,6.9,60.0,20165,,0,0,2,2,2002-06-21,97.0,The Importance of Being Earnest,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
448,Jean Cocteau,René Clément,Jean Cocteau,Jean Cocteau,Jean Marais,Josette Day,Mila Parély,Jean Marais,Josette Day,Mila Parély,,Jean Cocteau Ren� Cl�ment,298718.0,8.0,92.0,20806,,0,0,2,1,1946-09-01,96.0,La belle et la b�te,1946-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,Stanley Donen,Leonard Gershe,Audrey Hepburn,Fred Astaire,Kay Thompson,Audrey Hepburn,Fred Astaire,Kay Thompson,Michel Auclair,Robert Flemyng,3000000.0,Stanley Donen,,7.1,nan,21616,,4,0,6,2,1957-02-13,103.0,Funny Face,1957-01-01,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
450,Ingmar Bergman,Ulla Isaksson,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,Axel Düberg,,Ingmar Bergman,,8.1,nan,21049,,0,1,2,4,1960-02-08,89.0,Jungfruk�llan,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,Atom Egoyan,Atom Egoyan,David Fraser,Ryan Reynolds,Scott Speedman,Rosario Dawson,Kevin Durand,Alexia Fast,Mireille Enos,Rosario Dawson,,Atom Egoyan,,5.9,36.0,22876,,0,0,7,1,2014-05-16,112.0,The Captive,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,Ishirô Honda,Takeo Murata,Ishirô Honda,Takashi Shimura,Akihiko Hirata,Akira Takarada,Akira Takarada,Momoko Kôchi,Akihiko Hirata,Takashi Shimura,175000.0,Ishir� Honda,4673423.0,7.5,78.0,21806,,0,0,2,2,1954-11-03,96.0,Gojira,1954-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,Sarah Polley,Sarah Polley,Alice Munro,Julie Christie,Michael Murphy,Gordon Pinsent,Gordon Pinsent,Stacey LaBerge,Julie Christie,Olympia Dukakis,3566333.808844508,Sarah Polley,7674385.0,7.6,88.0,19794,,2,0,38,62,2006-09-11,110.0,Away from Her,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,Shona Auerbach,Andrea Gibb,Emily Mortimer,Jack McElhone,Gerard Butler,Emily Mortimer,Jack McElhone,Mary Riggans,Sharon Small,Sophie Main,,Shona Auerbach,1340891.0,7.8,63.0,19730,,0,0,8,8,2004-05-04,105.0,Dear Frankie,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
455,Richard Rush,Billy Ray,Matthew Chapman,Bruce Willis,Jane March,Rubén Blades,Bruce Willis,Jane March,Rubén Blades,Lesley Ann Warren,40000000.0,Richard Rush,19721814.0,5.1,nan,20071,,0,0,10,2,1994-08-19,121.0,Color of Night,1994-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456,Julius Avery,Julius Avery,John Collee,Ewan McGregor,Brenton Thwaites,Alicia Vikander,Brenton Thwaites,Brendan Kerkvliet,Matt Flannagan,Geoff Kelso,,Julius Avery,,6.5,49.0,22111,,0,0,2,0,2014-10-16,108.0,Son of a Gun,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,Steve 'Spaz' Williams,Ed Decter,John J. Strauss,Kiefer Sutherland,Jim Belushi,Eddie Izzard,Kiefer Sutherland,Jim Belushi,Eddie Izzard,Janeane Garofalo,80000000.0,Steve 'Spaz' Williams,102338515.0,5.3,47.0,20632,,0,0,2,0,2006-04-06,82.0,The Wild,2006-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
458,Harry Elfont,Deborah Kaplan,Deborah Kaplan,Harry Elfont,Rachael Leigh Cook,Tara Reid,Rosario Dawson,Rachael Leigh Cook,Rosario Dawson,Tara Reid,39000000.0,Harry Elfont Deborah Kaplan,14252830.0,5.4,47.0,19791,,0,0,5,0,2001-04-06,98.0,Josie and the Pussycats,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,John Badham,Jim Kouf,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Richard Dreyfuss,Emilio Estevez,Madeleine Stowe,Aidan Quinn,Dan Lauria,,John Badham,65673233.0,6.6,nan,20321,,0,0,0,2,1987-08-05,117.0,Stakeout,1987-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460,Gus Van Sant,Gus Van Sant,Michael Pitt,Lukas Haas,Asia Argento,Michael Pitt,Lukas Haas,Asia Argento,Scott Patrick Green,Nicole Vicius,,Gus Van Sant,454711.0,5.8,67.0,19851,,0,0,5,1,2005-05-13,97.0,Last Days,2005-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
461,Celal Çimen,Cem Kurtoglu,Hakan Ural,Hazim Körmükçü,Cem Kurtoglu,Hakan Ural,Hazim Körmükçü,Tolga Karel,Günay Musayeva,Yilmaz Gruda,,Celal �imen,,1.6,nan,25866,,0,0,0,0,2015-02-13,114.0,Kod Adi K.O.Z.,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,Masaki Kobayashi,Shinobu Hashimoto,Yasuhiko Takiguchi,Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tetsurô Tanba,,Masaki Kobayashi,,8.7,nan,21831,,0,0,2,8,1962-09-16,133.0,Seppuku,1962-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,Sergio Corbucci,Sergio Corbucci,Bruno Corbucci,Franco Nero,José Canalejas,José Bódalo,Franco Nero,José Bódalo,Loredana Nusciak,Ángel Álvarez,,Sergio Corbucci,25097.0,7.3,nan,20489,,0,0,0,0,1966-04-06,92.0,Django,1966-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,Andrés Baiz,Andrés Baiz,Arturo Infante,Quim Gutiérrez,Martina García,María Soledad Rodríguez,Quim Gutiérrez,Martina García,María Soledad Rodríguez,Jose Luis Garcia,2600000.0,Andr�s Baiz,,7.4,nan,26025,,0,0,0,1,2011-09-16,97.0,La cara oculta,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465,Peter Howitt,Aline Brosh McKenna,Aline Brosh McKenna,Pierce Brosnan,Julianne Moore,Parker Posey,Pierce Brosnan,Julianne Moore,Michael Sheen,Parker Posey,28000000.0,Peter Howitt,12144910.0,5.9,38.0,19998,,0,0,2,0,2004-04-04,90.0,Laws of Attraction,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466,Steven Brill,Judd Apatow,Steven Brill,Tom McGowan,Aaron Schwartz,Ben Stiller,David Goldman,Joseph Wayne Miller,Cody Burger,Allen Covert,,Steven Brill,17689177.0,6.7,nan,21476,,0,0,0,0,1995-02-17,100.0,Heavy Weights,1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
467,Jonathan Sobol,Jonathan Sobol,Kurt Russell,Jay Baruchel,Katheryn Winnick,Kurt Russell,Matt Dillon,Jay Baruchel,Kenneth Welsh,Chris Diamantopoulos,,Jonathan Sobol,61446.0,6.3,53.0,20749,,0,0,5,0,2013-09-11,90.0,The Art of the Steal,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
468,Christian Nyby,Howard Hawks,Charles Lederer,John W. Campbell Jr.,Kenneth Tobey,Margaret Sheridan,James Arness,Margaret Sheridan,Kenneth Tobey,Robert Cornthwaite,1600000.0,Christian Nyby Howard Hawks,4251000.0,7.2,nan,21096,,0,0,0,1,1951-04-06,87.0,The Thing from Another World,1951-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
469,David Bowers,Gabe Sachs,Jeff Judah,Zachary Gordon,Devon Bostick,Robert Capron,Zachary Gordon,Devon Bostick,Rachael Harris,Robert Capron,21000000.0,David Bowers,72417394.0,6.6,51.0,21308,,0,0,5,2,2011-03-17,99.0,Diary of a Wimpy Kid: Rodrick Rules,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
470,Alfred Hitchcock,Maxwell Anderson,Angus MacPhail,Henry Fonda,Vera Miles,Anthony Quayle,nan,nan,nan,nan,,Alfred Hitchcock,,7.5,nan,21163,,0,0,0,0,1956-12-22,105.0,The Wrong Man,1956-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,Russell Mulcahy,Walter B. Gibson,David Koepp,Alec Baldwin,John Lone,Penelope Ann Miller,Alec Baldwin,John Lone,Penelope Ann Miller,Peter Boyle,25000000.0,Russell Mulcahy,48055248.0,6.0,nan,20211,,0,0,4,0,1994-07-01,108.0,The Shadow,1994-01-01,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
472,Darren Stein,Darren Stein,Rose McGowan,Rebecca Gayheart,Julie Benz,Rose McGowan,Rebecca Gayheart,Julie Benz,Judy Greer,Chad Christ,3500000.0,Darren Stein,3071947.0,5.5,22.0,20600,,0,0,1,0,1999-01-30,87.0,Jawbreaker,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,Chan-wook Park,Seong-san Jeong,Hyun-seok Kim,Yeong-ae Lee,Byung-hun Lee,Kang-ho Song,Yeong-ae Lee,Byung-hun Lee,Kang-ho Song,Tae-woo Kim,,Chan-wook Park,,7.9,58.0,21316,,0,0,4,14,2000-09-09,110.0,Gongdong gyeongbi guyeok JSA,2000-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,Jules Dassin,Auguste Le Breton,Jules Dassin,Jean Servais,Carl Möhner,Robert Manuel,Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,,Jules Dassin,57226.0,8.2,97.0,20927,,0,0,1,6,1955-04-13,118.0,Du rififi chez les hommes,1955-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475,Jean-Claude Van Damme,Frank Dux,Jean-Claude Van Damme,Jean-Claude Van Damme,Roger Moore,James Remar,Jean-Claude Van Damme,Roger Moore,James Remar,Janet Gunn,30000000.0,Jean-Claude Van Damme,57400547.0,5.5,nan,20768,,0,0,1,0,1996-04-19,95.0,The Quest,1996-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
476,Bernard Rose,Bernard Rose,Gary Oldman,Jeroen Krabbé,Isabella Rossellini,Gary Oldman,Jeroen Krabbé,Isabella Rossellini,Johanna ter Steege,Marco Hofschneider,,Bernard Rose,9914409.0,7.5,nan,20421,,0,0,1,0,1994-12-16,121.0,Immortal Beloved,1994-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,Terry George,John Burnham Schwartz,Terry George,Joaquin Phoenix,Mark Ruffalo,Jennifer Connelly,Joaquin Phoenix,Elle Fanning,Jennifer Connelly,Sean Curley,11000000.0,Terry George,1783000.0,6.7,46.0,19938,,0,0,2,1,2007-09-13,102.0,Reservation Road,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
478,Michael Hoffman,Joel Coen,Ethan Coen,Colin Firth,Cameron Diaz,Alan Rickman,Colin Firth,Tom Courtenay,Alan Rickman,Mike Noble,,Michael Hoffman,,5.7,nan,20645,,0,0,0,0,2012-11-07,89.0,Gambit,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,Alfred Hitchcock,Brian Moore,Paul Newman,Julie Andrews,Lila Kedrova,Paul Newman,Julie Andrews,Lila Kedrova,Hansjörg Felmy,Tamara Toumanova,6000000.0,Alfred Hitchcock,13000000.0,6.7,nan,20731,,0,0,2,0,1966-07-14,128.0,Torn Curtain,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,Mark Levin,Jennifer Flackett,Josh Hutcherson,Charlotte Ray Rosenberg,Bradley Whitford,Josh Hutcherson,Charlotte Ray Rosenberg,Bradley Whitford,Cynthia Nixon,Willie Garson,,Mark Levin,384924.0,7.6,52.0,20187,,0,0,0,0,2005-09-26,84.0,Little Manhattan,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
481,Wei Lo,Chia-Hsiang Wu,Wei Lo,Bruce Lee,Maria Yi,James Tien,Bruce Lee,Maria Yi,James Tien,Marilyn Bautista,100000.0,Wei Lo Chia-Hsiang Wu,,7.1,nan,20480,,0,0,0,0,1971-10-23,100.0,Tang shan da xiong,1971-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,David Brooks,Chris Sparling,Chris Sparling,Alice Eve,Josh Peck,Brian Geraghty,Brian Geraghty,Alice Eve,Josh Peck,Mike O'Brian,3000000.0,David Brooks,2034.0,4.7,34.0,20466,,0,0,0,0,2012-02-17,90.0,ATM,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483,Josh Lawson,Josh Lawson,Bojana Novakovic,Josh Lawson,Damon Herriman,Bojana Novakovic,Josh Lawson,Damon Herriman,Kate Mulvany,Kate Box,,Josh Lawson,18238.0,7.1,46.0,21908,,0,0,10,2,2014-06-13,96.0,The Little Death,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
