,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
235,Clare Kilner,Jeff Seeman,Jenna Dewan Tatum,Bo Burnham,Brianne Davis,Jenna Dewan Tatum,Bo Burnham,Brianne Davis,Rob Schneider,Elan Moss-Bachrach,4000000.0,Clare Kilner,,4.3,nan,7027,,0,0,0,0,2009-11-10,88.0,American Virgin,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,4599094.794837254,,,
236,Fumihiko Sori,Fumihiko Sori,Haruka Handa,Meisa Kuroki,Shôsuke Tanihara,Yasuko Matsuyuki,Meisa Kuroki,Shôsuke Tanihara,Yasuko Matsuyuki,Akio Ôtsuka,,Fumihiko Sori,,6.9,nan,7006,,0,0,0,0,2007-08-01,109.0,Bekushiru: 2077 Nihon sakoku,2007-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,,,
237,Lisa Azuelos,Lisa Azuelos,Nans Delgado,Sophie Marceau,Christa Théret,Jérémy Kapone,Sophie Marceau,Christa Théret,Jérémy Kapone,Marion Chabassol,,Lisa Azuelos,,6.3,nan,7232,2834372.4891531416,0,0,1,2,2008-10-27,103.0,LOL ,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,3247389.3306179387,
238,Mike Binder,Damon Wayans,J.F. Lawton,Damon Wayans,David Alan Grier,Robin Givens,Damon Wayans,David Alan Grier,Robin Givens,Christopher Lawford,,Mike Binder,7892208.0,4.9,nan,7200,,0,0,0,0,1994-08-19,92.0,Blankman,1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,13133837.444101874,,
239,Mark Waters,Wendy MacLeod,Mark Waters,Parker Posey,Josh Hamilton,Tori Spelling,Parker Posey,Josh Hamilton,Tori Spelling,Freddie Prinze Jr.,1500000.0,Mark Waters,617403.0,6.7,54.0,7013,,0,0,5,1,1997-01-01,85.0,The House of Yes,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-882597.0,2305078.392211592,948774.8763910757,,-1356303.5158205163
240,Majid Majidi,Mehran Kashani,Majid Majidi,Mohammad Amir Naji,Maryam Akbari,Kamran Dehghan,Mohammad Amir Naji,Maryam Akbari,Kamran Dehghan,Hamid Aghazi,,Majid Majidi,115927.0,8.0,74.0,7337,,0,0,2,7,2008-02-10,96.0,Avaze gonjeshk-ha,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,132819.55860467203,,
241,Matthew Robbins,Mark Rosenthal,Lawrence Konner,Helen Slater,Christian Slater,Keith Gordon,Helen Slater,Keith Gordon,Christian Slater,Richard Bradford,,Matthew Robbins,3099497.0,6.6,nan,7292,,0,0,0,0,1985-07-19,96.0,The Legend of Billie Jean,1985-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,7107683.531974687,,
242,Edward D. Wood Jr.,Edward D. Wood Jr.,Edward D. Wood Jr.,Bela Lugosi,Lyle Talbot,Bela Lugosi,Lyle Talbot,Timothy Farrell,Dolores Fuller,'Tommy' Haynes,20000.0,Edward D. Wood Jr.,,4.2,nan,7109,,0,0,0,0,1953-04-01,65.0,Glen or Glenda,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,,184310.5852821531,,,
243,Atom Egoyan,William Trevor,Atom Egoyan,Bob Hoskins,Arsinée Khanjian,Elaine Cassidy,Bob Hoskins,Arsinée Khanjian,Elaine Cassidy,Sheila Reid,,Atom Egoyan,819852.0,7.0,72.0,7062,34945.964305564135,0,0,14,5,1999-05-17,116.0,Felicia's Journey,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,1214060.1710220622,51748.97835382981,
244,Marianna Palka,Marianna Palka,Marianna Palka,Jason Ritter,Eric Edelstein,Marianna Palka,Jason Ritter,Eric Edelstein,Mark Webber,Martin Starr,,Marianna Palka,15542.0,6.4,54.0,7112,,0,0,1,1,2008-01-18,86.0,Good Dick,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,17806.736824327487,,
245,Jeremy Lovering,Jeremy Lovering,Jon Croker,Iain De Caestecker,Alice Englert,Allen Leech,Iain De Caestecker,Alice Englert,Allen Leech,Big Talk Productions,,Jeremy Lovering,,5.5,66.0,7276,,0,0,3,0,2013-01-20,85.0,In Fear,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
246,Megan Griffiths,Richard B. Phillips,Megan Griffiths,Jamie Chung,Beau Bridges,Matt O'Leary,Jamie Chung,Beau Bridges,Matt O'Leary,Eddie Martinez,,Megan Griffiths,,6.7,63.0,7188,,0,0,4,9,2012-03-11,98.0,Eden,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
247,Abel Ferrara,Nicholas St. John,Lili Taylor,Christopher Walken,Annabella Sciorra,Lili Taylor,Christopher Walken,Annabella Sciorra,Edie Falco,Paul Calderon,,Abel Ferrara,302393.0,6.4,nan,7210,,0,0,4,5,1995-01-01,82.0,The Addiction,1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,,,489495.65088034474,,
248,Mario Monicelli,Agenore Incrocci,Furio Scarpelli,Vittorio Gassman,Marcello Mastroianni,Renato Salvatori,Vittorio Gassman,Renato Salvatori,Memmo Carotenuto,Rossana Rory,,Mario Monicelli,,8.0,nan,7386,,1,0,4,4,1958-07-19,106.0,I soliti ignoti,1958-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1950,,,,,
249,Sebastián Silva,Sebastián Silva,Michael Cera,Gaby Hoffmann,Juan Andrés Silva,Michael Cera,Gaby Hoffmann,Juan Andrés Silva,Agustín Silva,José Miguel Silva,,Sebasti�n Silva,190704.0,5.8,67.0,7159,,0,0,4,1,2013-01-17,98.0,Crystal Fairy & the Magical Cactus and 2012,2013-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,201928.88883065784,,
250,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Ashok Insan,Bhushan Insan,Charanpreet Insan,Ashok Insan,Bhushan Insan,Charanpreet Insan,Garima Insan,Honeypreet Insan,11409698.243506981,Gurmeet Ram Rahim Singh,,7.8,nan,7256,,0,0,0,0,2016-10-07,120.0,MSG the Warrior: Lion Heart,2016-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,11726191.498256318,,,
251,Bob Rafelson,Ronald Bass,Debra Winger,Theresa Russell,Sami Frey,Debra Winger,Theresa Russell,Sami Frey,Dennis Hopper,Nicol Williamson,,Bob Rafelson,25205460.0,6.3,nan,7226,,0,0,0,0,1987-02-06,102.0,Black Widow,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,54718641.25623763,,
252,Elliot Silverstein,Jack DeWitt,Dorothy M. Johnson,Richard Harris,Judith Anderson,Jean Gascon,Richard Harris,Judith Anderson,Jean Gascon,Manu Tupou,,Elliot Silverstein,,6.9,nan,7107,,0,0,2,1,1970-04-18,114.0,A Man Called Horse,1970-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1970,,,,,
253,Fred Zinnemann,Lillian Hellman,Alvin Sargent,Jane Fonda,Vanessa Redgrave,Jason Robards,Jane Fonda,Vanessa Redgrave,Jason Robards,Maximilian Schell,7840000.0,Fred Zinnemann,20714400.0,7.4,58.0,7416,,0,3,24,18,1977-10-02,117.0,Julia,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,12874400.0,31907905.295306362,84305244.06238446,,52397338.767078094
254,Frank D'Angelo,Frank D'Angelo,Frank D'Angelo,Paul Amato,Steven Bauer,Jason Blicker,Paul Amato,Steven Bauer,Jason Blicker,Frank A. Caruso,,Frank D'Angelo,,7.0,nan,6877,,0,0,5,4,2013-06-01,88.0,Real Gangsters,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,,,,,
255,Rick Famuyiwa,Rick Famuyiwa,Todd Boyd,Elayn J. Taylor,Omar Epps,Richard T. Jones,Elayn J. Taylor,Omar Epps,Richard T. Jones,Sean Nelson,6000000.0,Rick Famuyiwa,25047631.0,6.9,52.0,7121,,0,0,7,1,1999-07-14,106.0,The Wood,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,19047631.0,8884970.733903648,37091244.73143629,,28206273.997532643
256,John Stockwell,Ronnie Christensen,Amy Sorlie,Halle Berry,Olivier Martinez,Ralph Brown,Halle Berry,Olivier Martinez,Sizwe Msutu,Mark Elderkin,25000000.0,John Stockwell,,4.3,23.0,7201,,0,0,0,0,2012-03-08,94.0,Dark Tide,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,26859367.5008153,,,
257,Charles Matthau,Elmore Leonard,Charles Matthau,Billy Burke,Christian Slater,Crispin Glover,Billy Burke,Christian Slater,Crispin Glover,Michael Jai White,6000000.0,Charles Matthau,,6.3,nan,6299,,0,0,0,0,2012-04-22,90.0,Freaky Deaky,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,6446248.200195671,,,
258,Pradeep Sarkar,Saratchandra Chatterjee,Vidhu Vinod Chopra,Vidya Balan,Saif Ali Khan,Sanjay Dutt,Saif Ali Khan,Vidya Balan,Sanjay Dutt,Dia Mirza,,Pradeep Sarkar,802758.0,7.3,nan,7490,1708053.3824206167,0,0,27,13,2005-06-09,130.0,Parineeta,2005-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,1013947.5813178669,2157408.0804765397,
259,Malcolm D. Lee,Malcolm D. Lee,Taye Diggs,Nia Long,Morris Chestnut,Taye Diggs,Nia Long,Morris Chestnut,Harold Perrineau,Terrence Howard,9000000.0,Malcolm D. Lee,34573780.0,6.7,61.0,7240,,0,0,11,7,1999-09-02,120.0,The Best Man,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,25573780.0,13327456.100855472,51197837.24340388,,37870381.142548405
260,Puri Jagannadh,Puri Jagannadh,Mahesh Babu,Kajal Aggarwal,Prakash Raj,Mahesh Babu,Kajal Aggarwal,Prakash Raj,Ayesha Shiva,Sayaji Shinde,,Puri Jagannadh,,7.1,nan,7689,,0,0,13,4,2012-01-12,133.0,Business Man,2012-01-01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,,,
261,Todd Graff,Todd Graff,Queen Latifah,Dolly Parton,Keke Palmer,Queen Latifah,Dolly Parton,Keke Palmer,Jeremy Jordan,Dexter Darden,25000000.0,Todd Graff,30920167.0,5.7,44.0,7151,,0,0,1,0,2012-01-13,118.0,Joyful Noise,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,5920167.0,26859367.5008153,33219845.14558327,,6360477.644767968
262,Guel Arraes,Guel Arraes,Adriana Falcão,Matheus Nachtergaele,Selton Mello,Rogério Cardoso,Matheus Nachtergaele,Selton Mello,Rogério Cardoso,Denise Fraga,,Guel Arraes,,8.6,nan,7635,,0,0,2,7,2000-09-10,104.0,O Auto da Compadecida,2000-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,,,
263,Lee H. Katzin,Harry Kleiner,Steve McQueen,Siegfried Rauch,Elga Andersen,Steve McQueen,Siegfried Rauch,Elga Andersen,Ronald Leigh-Hunt,Fred Haltiner,7573797.0,Lee H. Katzin,,6.8,nan,7273,,0,0,0,0,1971-06-23,106.0,Le Mans,1971-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,,46138405.40125636,,,
264,Wen Jiang,Junli Guo,Wen Jiang,Yun-Fat Chow,Wen Jiang,You Ge,Yun-Fat Chow,You Ge,Wen Jiang,Carina Lau,18000000.0,Wen Jiang,104336887.0,7.3,66.0,7305,,0,0,34,18,2010-12-16,132.0,Rang zi dan fei,2010-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,86336887.0,20361981.238721333,118028096.42225489,,97666115.18353355
265,Jackie Chan,Jackie Chan,Jack Maeby,Jackie Chan,Maggie Cheung,Rosamund Kwan,Jackie Chan,Maggie Cheung,Rosamund Kwan,Carina Lau,,Jackie Chan,,7.2,nan,7282,,0,0,4,1,1987-07-25,101.0,'A' gai wak 2,1987-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,,,
266,Michael Reeves,Tom Baker,Michael Reeves,Vincent Price,Ian Ogilvy,Rupert Davies,Vincent Price,Ian Ogilvy,Rupert Davies,Hilary Heath,175000.0,Michael Reeves,,6.9,nan,7280,,0,0,2,1,1968-05-15,86.0,Witchfinder General,1968-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960,,1241027.551628273,,,
267,Rose Bosch,Rose Bosch,Jean Reno,Mélanie Laurent,Gad Elmaleh,Jean Reno,Mélanie Laurent,Gad Elmaleh,Raphaëlle Agogué,Hugo Leverdez,14643432.42055938,Rose Bosch,,7.0,49.0,7201,3113023.868794846,0,0,0,1,2010-03-10,115.0,La rafle,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,16564960.900995215,,3521518.534005131,
268,Jérôme Salle,Jérôme Salle,Sophie Marceau,Yvan Attal,Sami Frey,Sophie Marceau,Yvan Attal,Sami Frey,Gilles Lellouche,Daniel Olbrychski,,J�r�me Salle,,6.5,nan,7066,1236035.0,0,0,1,0,2005-04-27,89.0,Anthony Zimmer,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,,1561211.098082149,
269,Delbert Mann,Stanley Shapiro,Nate Monaster,Cary Grant,Doris Day,Gig Young,Cary Grant,Doris Day,Gig Young,Audrey Meadows,,Delbert Mann,14628923.0,6.7,nan,7176,,3,0,2,6,1962-06-14,99.0,That Touch of Mink,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960,,,119289315.94998348,,
270,Bruce McDonald,Maureen Medved,Maureen Medved,Ellen Page,Zie Souwand,Maxwell McCabe-Lokos,Ellen Page,Maxwell McCabe-Lokos,Ari Cohen,Erin McMurtry,632804.5899426257,Bruce McDonald,31576.0,6.2,54.0,6954,17220.0,0,0,9,6,2007-02-08,77.0,The Tracey Fragments,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-601228.5899426257,752831.1982868687,37565.14774847231,20486.187111372346,-715266.0505383965
271,Jack Hill,Jack Hill,Pam Grier,Antonio Fargas,Peter Brown,Pam Grier,Antonio Fargas,Peter Brown,Terry Carter,Kathryn Loder,500000.0,Jack Hill,,6.5,nan,7264,,0,0,0,0,1974-04-05,92.0,Foxy Brown,1974-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,2501291.195031353,,,
272,Takashi Miike,Ai Kennedy,Kikumi Yamagishi,Kenji Sawada,Keiko Matsuzaka,Shinji Takeda,Kenji Sawada,Keiko Matsuzaka,Shinji Takeda,Naomi Nishida,1500000.0,Takashi Miike,,7.2,60.0,7121,,0,0,1,1,2001-10-31,113.0,Katakuri-ke no k�fuku,2001-01-01,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,2089628.1999078263,,,
273,Roger Spottiswoode,James Bowen,Garry Jenkins,Luke Treadaway,Bob the Cat,Ruta Gedmintas,Luke Treadaway,Bob the Cat,Ruta Gedmintas,Joanne Froggatt,8000000.0,Roger Spottiswoode,35070.0,7.4,54.0,18738,,0,0,0,1,2016-11-03,103.0,A Street Cat Named Bob,2016-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,-7964930.0,8221911.7441984555,36042.80560862998,,-8185868.938589826
274,Susanna Fogel,Susanna Fogel,Joni Lefkowitz,Leighton Meester,Gillian Jacobs,Adam Brody,Leighton Meester,Gillian Jacobs,Gabourey Sidibe,Beth Dover,,Susanna Fogel,7563.0,6.2,57.0,7279,,0,0,1,0,2014-04-18,93.0,Life Partners,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,7880.323792536936,,
275,Ömer Faruk Sorak,Yigit Güralp,Yigit Güralp,Güven Kiraç,Ayda Aksel,Betül Alganatay,Güven Kiraç,Ayda Aksel,Betül Alganatay,Zafer Algöz,,�mer Faruk Sorak,,6.5,nan,7286,308771.0,0,0,0,0,2006-10-20,120.0,Sinav,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,377814.39603028994,
276,Daniel Barnz,Daniel Barnz,Elle Fanning,Patricia Clarkson,Felicity Huffman,Felicity Huffman,Patricia Clarkson,Elle Fanning,Bill Pullman,Campbell Scott,,Daniel Barnz,73361.0,7.2,56.0,6990,,0,0,5,1,2008-01-20,96.0,Phoebe in Wonderland,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,84050.95999031582,,
277,François Truffaut,Cornell Woolrich,François Truffaut,Jeanne Moreau,Jean-Claude Brialy,Michel Bouquet,Jeanne Moreau,Michel Bouquet,Jean-Claude Brialy,Charles Denner,747000.0,Fran�ois Truffaut,42324.0,7.3,nan,7215,,0,0,1,1,1968-03-22,107.0,La mari�e �tait en noir,1968-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1960,-704676.0,5297414.748950399,300144.2862578002,,-4997270.4626926
278,Aleksandr Kott,Aleksey Dudarev,Vladimir Eryomin,Aleksey Kopashov,Andrey Merzlikin,Pavel Derevyanko,Aleksey Kopashov,Andrey Merzlikin,Pavel Derevyanko,Aleksandr Korshunov,,Aleksandr Kott,4569371.0,7.5,nan,7258,,0,0,13,7,2010-06-22,138.0,Brestskaya krepost,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,5168969.254153186,,
279,Stefan Schwartz,Stefan Schwartz,Richard Holmes,Dan Futterman,Stuart Townsend,Kate Beckinsale,Rowena Cooper,Scott Charles,Antonia Corrigan,Myles Anderson,3000000.0,Stefan Schwartz,302204.0,6.6,47.0,6931,,0,0,0,3,1997-08-22,109.0,Shooting Fish,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,-2697796.0,4610156.784423184,464402.6069599413,,-4145754.1774632432
280,Jim McBride,François Truffaut,Jean-Luc Godard,Richard Gere,Valérie Kaprisky,Art Metrano,Richard Gere,Valérie Kaprisky,Art Metrano,John P. Ryan,,Jim McBride,19910002.0,5.8,nan,7178,,0,0,0,0,1983-05-13,100.0,Breathless,1983-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,49309038.989337355,,
281,Alfred Hitchcock,Sidney Gilliat,Joan Harrison,Maureen O'Hara,Robert Newton,Charles Laughton,Charles Laughton,Horace Hodges,Maureen O'Hara,Hay Petrie,,Alfred Hitchcock,,6.3,nan,7285,,0,0,0,0,1939-05-12,108.0,Jamaica Inn,1939-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
