,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1647,Tim Burton,Leonard Ripps,Tim Burton,Winona Ryder,Catherine O'Hara,Martin Short,Catherine O'Hara,Martin Short,Martin Landau,Charlie Tahan,39000000.0,Tim Burton,81491068.0,7.0,74.0,82759,,1,0,49,11,2012-09-20,87.0,Frankenweenie,2012-01-01,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,42491068.0,41900613.30127186,87551941.73783718,,45651328.43656532
1648,Guy Hamilton,Richard Maibaum,Tom Mankiewicz,Roger Moore,Christopher Lee,Britt Ekland,Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,13000000.0,Guy Hamilton,97600000.0,6.8,43.0,80844,,0,0,1,2,1974-12-14,125.0,The Man with the Golden Gun,1974-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1970,84600000.0,65033571.070815176,488252041.2701201,,423218470.19930494
1649,Alfred Hitchcock,Ben Hecht,Cary Grant,Ingrid Bergman,Claude Rains,Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,Leopoldine Konstantin,2000000.0,Alfred Hitchcock,10464000.0,8.0,nan,79983,,2,0,1,3,1946-08-15,101.0,Notorious,1946-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,8464000.0,25277779.671173736,132253343.23958099,,106975563.56840725
1650,Alexander Payne,Tom Perrotta,Alexander Payne,Matthew Broderick,Reese Witherspoon,Chris Klein,Matthew Broderick,Reese Witherspoon,Chris Klein,Jessica Campbell,25000000.0,Alexander Payne,14879556.0,7.3,83.0,78888,,1,0,33,16,1999-04-23,103.0,Election,1999-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-10120444.0,37020711.3912652,22034069.932246737,,-14986641.459018463
1651,John Carpenter,Ray Nelson,John Carpenter,Roddy Piper,Keith David,Meg Foster,Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower,4000000.0,John Carpenter,13008928.0,7.3,52.0,85819,,0,0,3,0,1988-11-04,94.0,They Live,1988-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,9008928.0,8343395.111928236,27134656.571656592,,18791261.459728356
1652,Daniel Alfredson,Jonas Frykberg,Stieg Larsson,Noomi Rapace,Michael Nyqvist,Lena Endre,Michael Nyqvist,Noomi Rapace,Lena Endre,Peter Andersson,2720348.204570185,Daniel Alfredson,68570336.0,7.2,66.0,80031,,0,0,4,1,2009-09-18,129.0,Flickan som lekte med elden,2009-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,65849987.79542982,3127784.816945902,78840368.8444604,,75712584.0275145
1653,Luis Llosa,Hans Bauer,Jim Cash,Jon Voight,Jennifer Lopez,Eric Stoltz,Jennifer Lopez,Ice Cube,Jon Voight,Eric Stoltz,45000000.0,Luis Llosa,71000000.0,4.7,37.0,81057,,0,0,10,6,1997-04-11,89.0,Anaconda,1997-01-01,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990,26000000.0,69152351.76634777,109107043.89801535,,39954692.1316676
1654,Jon S. Baird,Jon S. Baird,Irvine Welsh,James McAvoy,Jamie Bell,Eddie Marsan,James McAvoy,Jamie Bell,Eddie Marsan,Imogen Poots,5000000.0,Jon S. Baird,34321.0,7.1,56.0,86398,155622.52778300998,0,0,13,9,2013-09-16,97.0,Filth,2013-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-4965679.0,5294301.3473932855,36341.14330877699,164782.51170526777,-5257960.204084509
1655,Mike Mills,Mike Mills,Ewan McGregor,Christopher Plummer,Mélanie Laurent,Ewan McGregor,Christopher Plummer,Mélanie Laurent,Goran Visnjic,Kai Lennox,3200000.0,Mike Mills,14311701.0,7.2,81.0,80061,,0,1,29,34,2010-09-11,105.0,Beginners,2010-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,11111701.0,3619907.775772682,16189699.292010522,,12569791.51623784
1656,Jon Avnet,Russell Gewirtz,Robert De Niro,Al Pacino,Carla Gugino,Robert De Niro,Al Pacino,50 Cent,Carla Gugino,John Leguizamo,60000000.0,Jon Avnet,78460699.0,6.0,36.0,77235,,0,0,2,1,2008-09-10,101.0,Righteous Kill,2008-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,18460699.0,68743032.39349177,89893772.88288346,,21150740.48939169
1657,George Armitage,Tom Jankiewicz,Tom Jankiewicz,John Cusack,Minnie Driver,Dan Aykroyd,John Cusack,Minnie Driver,Alan Arkin,Dan Aykroyd,15000000.0,George Armitage,28014536.0,7.4,76.0,78415,,0,0,6,2,1997-04-11,107.0,Grosse Pointe Blank,1997-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,13014536.0,23050783.922115922,43050467.73428918,,19999683.81217326
1658,Theodore Melfi,Theodore Melfi,Bill Murray,Melissa McCarthy,Naomi Watts,Bill Murray,Melissa McCarthy,Naomi Watts,Chris O'Dowd,Terrence Howard,13000000.0,Theodore Melfi,54837234.0,7.3,64.0,84078,,0,0,21,6,2014-09-05,102.0,St. Vincent,2014-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,41837234.0,13545446.159325685,57138061.59025723,,43592615.43093154
1659,Tim Robbins,Helen Prejean,Tim Robbins,Susan Sarandon,Sean Penn,Robert Prosky,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,11000000.0,Tim Robbins,83088295.0,7.5,80.0,78318,,0,1,19,20,1995-12-29,122.0,Dead Man Walking,1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,72088295.0,17806140.22045415,134498348.3134963,,116692208.09304215
1660,John McTiernan,Alan Trustman,Leslie Dixon,Pierce Brosnan,Rene Russo,Denis Leary,Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara,48000000.0,John McTiernan,55000000.0,6.8,72.0,77737,,0,0,2,3,1999-07-27,113.0,The Thomas Crown Affair,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,7000000.0,71079765.87122919,81445565.06078343,,10365799.189554255
1661,Gus Van Sant,Mike Rich,Sean Connery,Rob Brown,F. Murray Abraham,Sean Connery,Rob Brown,F. Murray Abraham,Anna Paquin,Busta Rhymes,43000000.0,Gus Van Sant,80049764.0,7.3,62.0,76339,,0,0,13,5,2000-12-20,136.0,Finding Forrester,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,37049764.0,61595627.177700356,114667800.44202092,,53072173.26432057
1662,Orson Welles,Orson Welles,Whit Masterson,Charlton Heston,Orson Welles,Janet Leigh,Charlton Heston,Janet Leigh,Orson Welles,Joseph Calleia,829000.0,Orson Welles,2237659.0,8.1,nan,81334,,0,0,1,6,1958-02-01,95.0,Touch of Evil,1958-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1950,1408659.0,7085946.32481501,19126576.076283753,,12040629.75146874
1663,Robert Luketic,Bob DeRosa,Ted Griffin,Katherine Heigl,Ashton Kutcher,Tom Selleck,Ashton Kutcher,Katherine Heigl,Tom Selleck,Catherine O'Hara,75000000.0,Robert Luketic,98159963.0,5.4,21.0,77897,,0,0,3,2,2010-06-01,100.0,Killers,2010-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,23159963.0,84841588.49467222,111040629.16664337,,26199040.67197113
1664,James McTeigue,Hannah Shakespeare,Ben Livingston,John Cusack,Alice Eve,Luke Evans,John Cusack,Luke Evans,Alice Eve,Brendan Gleeson,26000000.0,James McTeigue,22485095.0,6.4,44.0,77039,,0,0,5,0,2012-03-09,110.0,The Raven,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,-3514905.0,27933742.20084791,24157417.195829783,,-3776325.005018128
1665,Robert Zemeckis,Robert Zemeckis,Charles Dickens,Jim Carrey,Gary Oldman,Colin Firth,Jim Carrey,Steve Valentine,Daryl Sabara,Sage Ryan,200000000.0,Robert Zemeckis,325286646.0,6.8,55.0,84251,,0,0,5,3,2009-11-03,96.0,A Christmas Carol,2009-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,125286646.0,229954739.7418627,374006030.1121672,,144051290.3703044
1666,Kerry Conran,Kerry Conran,Gwyneth Paltrow,Jude Law,Angelina Jolie,Gwyneth Paltrow,Jude Law,Giovanni Ribisi,Michael Gambon,Bai Ling,70000000.0,Kerry Conran,37760080.0,6.1,64.0,76068,,0,0,19,8,2004-09-14,106.0,Sky Captain and the World of Tomorrow,2004-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,-32239920.0,91415318.1137237,49312138.93142366,,-42103179.18230004
1667,Shane Carruth,Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,Shane Carruth,David Sullivan,Casey Gooden,Anand Upadhyaya,Carrie Crawford,7000.0,Shane Carruth,424760.0,6.9,68.0,83268,,0,0,7,3,2004-01-16,77.0,Primer,2004-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,417760.0,9141.53181137237,554708.1503140754,,545566.618502703
1668,Sean Anders,Sean Anders,John Morris,Josh Zuckerman,Clark Duke,Amanda Crew,Josh Zuckerman,Amanda Crew,Clark Duke,James Marsden,19000000.0,Sean Anders,15079259.0,6.5,49.0,76706,,0,0,0,0,2008-10-16,109.0,Sex Drive,2008-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2000,-3920741.0,21768626.924605727,17276566.49844754,,-4492060.426158189
1669,James Gray,James Gray,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Joaquin Phoenix,Eva Mendes,Danny Hoch,Alex Veadov,Oleg Taktarov,21000000.0,James Gray,54926886.0,6.9,59.0,76431,,0,0,5,0,2007-05-25,117.0,We Own the Night,2007-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,33926886.0,24983155.013868712,65345090.82700454,,40361935.81313582
1670,Philip G. Atwell,Lee Anthony Smith,Gregory J. Bradley,Jet Li,Jason Statham,Nadine Velazquez,Jet Li,Jason Statham,John Lone,Devon Aoki,25000000.0,Philip G. Atwell,22466994.0,6.3,36.0,77313,,0,0,0,0,2007-08-24,103.0,War,2007-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-2533006.0,29741851.20698656,26728399.704650395,,-3013451.502336168
1671,Gary Trousdale,Kirk Wise,Tab Murphy,Kirk Wise,Michael J. Fox,Jim Varney,Corey Burton,Michael J. Fox,Corey Burton,James Garner,120000000.0,Gary Trousdale Kirk Wise,186053000.0,6.8,52.0,83198,,0,0,14,2,2001-06-02,95.0,Atlantis: The Lost Empire,2001-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,66053000.0,167170255.9926261,259187730.31830052,,92017474.32567443
1672,Sean Ellis,Sean Ellis,Sean Biggerstaff,Emilia Fox,Michelle Ryan,Michelle Ryan,Sean Biggerstaff,Erica Ellis,Jay Bowen,Shaun Evans,,Sean Ellis,3279495.0,7.2,54.0,76876,,0,0,0,3,2006-09-10,102.0,Cashback,2006-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,4012813.4530424024,,
1673,Steven Soderbergh,Lem Dobbs,Gina Carano,Ewan McGregor,Michael Fassbender,Gina Carano,Michael Angarano,Channing Tatum,Debby Lynn Ross,Michael Douglas,23000000.0,Steven Soderbergh,33372606.0,5.8,67.0,76137,,0,0,7,0,2011-11-06,93.0,Haywire,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,10372606.0,25221872.576626737,36596505.04704213,,11374632.47041539
1674,Alexandre Aja,Pete Goldfinger,Josh Stolberg,Elisabeth Shue,Jerry O'Connell,Richard Dreyfuss,Richard Dreyfuss,Ving Rhames,Elisabeth Shue,Christopher Lloyd,24000000.0,Alexandre Aja,83188165.0,5.5,53.0,77475,,0,0,12,2,2010-08-20,88.0,Piranha 3D,2010-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,59188165.0,27149308.318295114,94104214.16742527,,66954905.84913015
1675,Billy Bob Thornton,Billy Bob Thornton,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,890000.0,Billy Bob Thornton,24475416.0,8.0,84.0,77682,,0,1,15,13,1996-08-30,135.0,Sling Blade,1996-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,23585416.0,1399651.9604717884,38491083.1323175,,37091431.17184571
1676,Chris Butler,Sam Fell,Chris Butler,Kodi Smit-McPhee,Anna Kendrick,Christopher Mintz-Plasse,Kodi Smit-McPhee,Tucker Albrizzi,Anna Kendrick,Casey Affleck,60000000.0,Sam Fell Chris Butler,107139399.0,7.0,72.0,81123,,1,0,45,19,2012-08-03,92.0,ParaNorman,2012-01-01,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,47139399.0,64462482.001956716,115107859.66229932,,50645377.660342604
1677,Bruce Beresford,Alfred Uhry,Alfred Uhry,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Morgan Freeman,Jessica Tandy,Dan Aykroyd,Patti LuPone,7500000.0,Bruce Beresford,145793296.0,7.4,81.0,81411,,0,4,24,17,1989-12-13,99.0,Driving Miss Daisy,1989-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,138293296.0,14923507.659337586,290099649.27147627,,275176141.6121387
1678,Adam Shankman,Matt Lopez,Tim Herlihy,Adam Sandler,Keri Russell,Courteney Cox,Adam Sandler,Keri Russell,Guy Pearce,Russell Brand,80000000.0,Adam Shankman,212874442.0,6.1,33.0,77750,,0,0,5,2,2008-12-24,99.0,Bedtime Stories,2008-01-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,132874442.0,91657376.5246557,243893911.03587478,,152236534.51121905
1679,Walter Hill,Sol Yurick,David Shaber,Michael Beck,James Remar,Dorsey Wright,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,4000000.0,Walter Hill,22490039.0,7.7,63.0,79027,,0,0,0,0,1979-02-01,92.0,The Warriors,1979-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,18490039.0,13595260.075783672,76439482.32987943,,62844222.25409577
1680,Milos Forman,Scott Alexander,Larry Karaszewski,Woody Harrelson,Courtney Love,Edward Norton,Woody Harrelson,Courtney Love,Edward Norton,Brett Harrelson,36000000.0,Milos Forman,20191312.0,7.3,79.0,77026,,2,0,33,22,1996-10-13,129.0,The People vs. Larry Flynt,1996-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-15808688.0,56615135.47975773,31753718.455390505,,-24861417.024367232
1681,Hironobu Sakaguchi,Motonori Sakakibara,Hironobu Sakaguchi,Al Reinert,Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ming-Na Wen,Alec Baldwin,Ving Rhames,137000000.0,Motonori Sakakibara Hironobu Sakaguchi,85131830.0,6.4,49.0,75972,,0,0,10,3,2001-07-02,106.0,Final Fantasy: The Spirits Within,2001-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,-51868170.0,190852708.9249148,118595915.11850606,,-72256793.80640875
1682,John Glen,Richard Maibaum,Michael G. Wilson,Roger Moore,Carole Bouquet,Topol,Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,28000000.0,John Glen,194900000.0,6.8,54.0,78470,,1,0,4,2,1981-06-24,127.0,For Your Eyes Only,1981-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1980,166900000.0,75960758.86719824,528741139.4006049,,452780380.5334067
1683,Jim Jarmusch,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,Michael Wincott,9000000.0,Jim Jarmusch,1037847.0,7.7,62.0,78738,,0,0,10,4,1995-05-27,121.0,Dead Man,1995-01-01,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,-7962153.0,14568660.180371575,1680004.4735797888,,-12888655.706791788
1684,Jerome Robbins,Robert Wise,Ernest Lehman,Arthur Laurents,Natalie Wood,George Chakiris,Richard Beymer,Natalie Wood,Richard Beymer,Russ Tamblyn,6000000.0,Jerome Robbins Robert Wise,43656822.0,7.6,86.0,80101,,0,10,11,18,1961-10-18,153.0,West Side Story,1961-01-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,37656822.0,49512595.47816977,360260427.9247438,,310747832.44657403
1685,John Badham,Lawrence Lasker,Walter F. Parkes,Matthew Broderick,Ally Sheedy,John Wood,Matthew Broderick,Dabney Coleman,John Wood,Ally Sheedy,12000000.0,John Badham,79568000.0,7.1,77.0,77871,,3,0,11,4,1983-05-19,114.0,WarGames,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,67568000.0,29719156.626506027,197057821.2048193,,167338664.57831326
1686,Ashutosh Gowariker,Ashutosh Gowariker,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh,Aamir Khan,Gracy Singh,Rachel Shelley,Paul Blackthorne,6000000.0,Ashutosh Gowariker,70147.0,8.2,84.0,84351,,1,0,19,44,2001-06-15,224.0,Lagaan: Once Upon a Time in India,2001-01-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,-5929853.0,8358512.799631305,97720.7662259562,,-8260792.033405349
1687,Penny Marshall,Kim Wilson,Kelly Candaele,Tom Hanks,Geena Davis,Lori Petty,Tom Hanks,Geena Davis,Lori Petty,Madonna,40000000.0,Penny Marshall,132440069.0,7.2,67.0,78289,,0,0,11,6,1992-07-01,128.0,A League of Their Own,1992-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1990,92440069.0,70317804.94825567,232822373.48188806,,162504568.53363237
1688,Bobby Farrelly,Peter Farrelly,Scot Armstrong,Leslie Dixon,Ben Stiller,Michelle Monaghan,Malin Akerman,Ben Stiller,Malin Akerman,Michelle Monaghan,60000000.0,Bobby Farrelly Peter Farrelly,127766650.0,5.8,46.0,76807,,0,0,0,1,2007-09-27,116.0,The Heartbreak Kid,2007-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,67766650.0,71380442.89676775,152000667.7406052,,80620224.84383744
1689,Gregor Jordan,Peter Woodward,Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,Samuel L. Jackson,Carrie-Anne Moss,Michael Sheen,Stephen Root,Lora Kojovic,15000000.0,Gregor Jordan,,7.1,nan,77205,,0,0,0,0,2010-05-26,97.0,Unthinkable,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,16968317.698934447,,,
1690,Simon Curtis,Adrian Hodges,Colin Clark,Michelle Williams,Eddie Redmayne,Kenneth Branagh,Michelle Williams,Eddie Redmayne,Julia Ormond,Kenneth Branagh,,Simon Curtis,35057696.0,7.0,65.0,76300,,2,0,59,19,2011-10-09,99.0,My Week with Marilyn,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,38444380.05835291,,
1691,Ron Clements,John Musker,Robert Louis Stevenson,Ron Clements,Joseph Gordon-Levitt,Emma Thompson,Martin Short,Roscoe Lee Browne,Corey Burton,Dane A. Davis,140000000.0,Ron Clements John Musker,109578115.0,7.1,60.0,81938,,1,0,13,1,2002-11-05,95.0,Treasure Planet,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,-30421885.0,191986990.96594858,150268375.53264767,,-41718615.433300905
1692,Martin Campbell,Roberto Orci,Alex Kurtzman,Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell,Alberto Reyes,Julio Oscar Mechoso,Gustavo Sánchez Parra,Adrian Alonso,75000000.0,Martin Campbell,142400065.0,5.9,47.0,79380,,0,0,3,2,2005-10-24,129.0,The Legend of Zorro,2005-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,67400065.0,94731000.62389913,179862675.28477705,,85131674.6608779
1693,Jon Turteltaub,Daniel G. Sullivan,Fredric Lebow,Sandra Bullock,Bill Pullman,Peter Gallagher,Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,17000000.0,Jon Turteltaub,101000000.0,6.7,67.0,78719,,0,0,4,4,1995-04-09,103.0,While You Were Sleeping,1995-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,84000000.0,27518580.340701867,163492742.0241699,,135974161.68346804
