,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
807,George Gallo,George Gallo,Kevin Pollak,Selma Blair,Amy Smart,Kevin Pollak,Selma Blair,Amy Smart,Kevin Pollak,Jason Antoon,,George Gallo,21000000.0,6.0,nan,9418,,0,0,0,0,2012-02-21,82.0,Columbus Circle,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,,,22561868.70068485,,
808,George Stevens,Joel Sayre,Fred Guiol,Cary Grant,Joan Fontaine,Victor McLaglen,Cary Grant,Victor McLaglen,Douglas Fairbanks Jr.,Sam Jaffe,,George Stevens,,7.5,nan,9515,,1,0,0,1,1939-01-24,117.0,Gunga Din,1939-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1930,,,,,
809,Brian Yuzna,Xavier Berraondo,José Manuel Gómez,Jeffrey Combs,Tommy Dean Musset,Jason Barry,Jeffrey Combs,Tommy Dean Musset,Jason Barry,Bárbara Elorrieta,,Brian Yuzna,,5.9,nan,9478,,0,0,4,1,2003-04-04,96.0,Beyond Re-Animator,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
810,Tran Anh Hung,Haruki Murakami,Tran Anh Hung,Ken'ichi Matsuyama,Rinko Kikuchi,Kiko Mizuhara,Ken'ichi Matsuyama,Rinko Kikuchi,Kiko Mizuhara,Kengo Kôra,,Tran Anh Hung,13068.0,6.4,58.0,9643,,0,0,8,4,2010-09-02,133.0,Noruwei no mori,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,14782.79837931169,,
811,Kim Chapiron,Jeremie Delon,Kim Chapiron,Adam Butcher,Shane Kippel,Matthew Morales,Adam Butcher,Shane Kippel,Matthew Morales,Slim Twig,,Kim Chapiron,,7.0,57.0,9516,,0,0,1,1,2010-04-24,91.0,Dog Pound,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
812,Clio Barnard,Clio Barnard,Oscar Wilde,Conner Chapman,Shaun Thomas,Sean Gilder,Conner Chapman,Shaun Thomas,Ralph Ineson,Ian Burfield,,Clio Barnard,10531.0,7.3,83.0,9885,,0,0,18,12,2013-05-16,91.0,The Selfish Giant,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,11150.857497879739,,
813,Roger Michell,Ian McEwan,Joe Penhall,Rhys Ifans,Daniel Craig,Samantha Morton,Daniel Craig,Samantha Morton,Bill Weston,Jeremy McCurdie,,Roger Michell,358262.0,6.4,61.0,9240,,0,0,12,4,2004-09-04,100.0,Enduring Love,2004-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,467866.20997226966,,
814,Paul Mazursky,Paul Mazursky,Leon Capetanos,Robin Williams,Maria Conchita Alonso,Cleavant Derricks,Robin Williams,Maria Conchita Alonso,Cleavant Derricks,Alejandro Rey,,Paul Mazursky,25100000.0,6.5,67.0,9489,,0,0,1,0,1984-04-06,115.0,Moscow on the Hudson,1984-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,59599472.82515626,,
815,Leos Carax,Leos Carax,Juliette Binoche,Denis Lavant,Daniel Buain,Juliette Binoche,Denis Lavant,Daniel Buain,Klaus-Michael Grüber,Marion Stalens,,Leos Carax,117569.0,7.6,nan,9809,,0,0,5,4,1991-10-16,125.0,Les amants du Pont-Neuf,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,212939.81022261773,,
816,Sajid Khan,Sajid Khan,Sajid Khan,Juanna Sanghvi,Akshay Kumar,Fardeen Khan,Juanna Sanghvi,Akshay Kumar,Fardeen Khan,Riteish Deshmukh,,Sajid Khan,1207620.0,6.1,nan,10643,,0,0,0,0,2007-08-24,144.0,Heyy Babyy,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,1436674.1741832446,,
817,Rainer Werner Fassbinder,Pea Fröhlich,Peter Märthesheimer,Hanna Schygulla,Klaus Löwitsch,Ivan Desny,Hanna Schygulla,Klaus Löwitsch,Ivan Desny,Gisela Uhlen,,Rainer Werner Fassbinder,,7.9,nan,10014,,0,0,4,13,1979-02-20,120.0,Die Ehe der Maria Braun,1979-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
818,M. Raja,A.N. Balakrishnan,M. Raja,Joseph Vijay,Genelia D'Souza,Hansika Motwani,Joseph Vijay,Genelia D'Souza,Hansika Motwani,Saranya Mohan,,M. Raja,480000000.0,6.5,nan,9371,,0,0,1,0,2011-10-26,160.0,Velayudham,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,526369514.64264494,,
819,Tobe Hooper,Lawrence J. Block,Elizabeth Berridge,Shawn Carson,Jeanne Austin,Elizabeth Berridge,Shawn Carson,Jeanne Austin,Jack McDermott,Cooper Huckabee,,Tobe Hooper,7886857.0,5.9,nan,9879,,0,0,0,0,1981-03-13,96.0,The Funhouse,1981-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,21396130.099895522,,
820,Robert Stevenson,Fred Gipson,William Tunberg,Dorothy McGuire,Fess Parker,Tommy Kirk,Dorothy McGuire,Fess Parker,Jeff York,Chuck Connors,,Robert Stevenson,21909000.0,7.3,nan,9702,,0,0,0,1,1957-12-25,83.0,Old Yeller,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1950,,,192379867.82647526,,
821,Marco Ferreri,Marco Ferreri,Rafael Azcona,Marcello Mastroianni,Michel Piccoli,Philippe Noiret,Marcello Mastroianni,Michel Piccoli,Philippe Noiret,Ugo Tognazzi,,Marco Ferreri,,7.2,nan,9806,,0,0,1,2,1973-05-21,130.0,La grande bouffe,1973-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,,,,,
822,Danis Tanovic,Danis Tanovic,Scott Anderson,Colin Farrell,Jamie Sives,Paz Vega,Colin Farrell,Jamie Sives,Paz Vega,Kelly Reilly,,Danis Tanovic,,6.5,nan,9197,,0,0,1,0,2009-09-12,99.0,Triage,2009-01-01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
823,Fritz Lang,Bartlett Cormack,Fritz Lang,Sylvia Sidney,Spencer Tracy,Walter Abel,Sylvia Sidney,Spencer Tracy,Walter Abel,Bruce Cabot,,Fritz Lang,,7.9,nan,9591,,1,0,3,2,1936-06-05,92.0,Fury,1936-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
824,Sean Ellis,Sean Ellis,Lena Headey,Ulrich Thomsen,Melvil Poupaud,Lena Headey,Ulrich Thomsen,Melvil Poupaud,Michelle Duncan,Asier Newman,,Sean Ellis,,5.5,nan,9355,,0,0,1,1,2008-01-18,93.0,The Broken,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
825,Wilson Yip,Wilson Yip,Kam-Yuen Szeto,Donnie Yen,Simon Yam,Sammo Kam-Bo Hung,Donnie Yen,Simon Yam,Sammo Kam-Bo Hung,Jing Wu,,Wilson Yip,954211.0,7.1,nan,9757,,0,0,2,4,2005-09-16,93.0,SPL: Sha po lang,2005-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,1205244.8378177523,,
826,Ki-duk Kim,Ki-duk Kim,Yeo-reum Han,Si-jeok Seo,Gook-hwan Jeon,Yeo-reum Han,Si-jeok Seo,Gook-hwan Jeon,Seong-hwan Jeon,Seok-hyeon Jo,,Ki-duk Kim,,7.2,nan,9445,,0,0,3,2,2005-05-12,90.0,Hwal,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
827,Matthew Parkhill,Sergio Casci,Rachelle Lefevre,Stephen Moyer,Lorna Raver,Rachelle Lefevre,Stephen Moyer,Lorna Raver,Ed Quinn,Luis Guzmán,,Matthew Parkhill,,6.1,nan,9478,,0,0,1,0,2011-04-15,92.0,The Caller,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
828,Spike Lee,Spike Lee,Damon Wayans,Savion Glover,Jada Pinkett Smith,Damon Wayans,Savion Glover,Jada Pinkett Smith,Tommy Davidson,Michael Rapaport,,Spike Lee,2185266.0,6.5,50.0,9122,,0,0,10,1,2000-09-18,135.0,Bamboozled,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,3130298.3679094077,,
829,Steve Miner,Gérard Lauzier,Francis Veber,Gérard Depardieu,Katherine Heigl,Dalton James,Gérard Depardieu,Katherine Heigl,Dalton James,Lauren Hutton,,Steve Miner,25479558.0,5.4,nan,9369,,0,0,1,0,1994-02-04,90.0,My Father the Hero,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,,,42401869.40328555,,
830,Georgiy Daneliya,Georgiy Daneliya,Revaz Gabriadze,Stanislav Lyubshin,Evgeniy Leonov,Yuriy Yakovlev,Stanislav Lyubshin,Evgeniy Leonov,Yuriy Yakovlev,Levan Gabriadze,,Georgiy Daneliya,,8.2,nan,9541,,0,0,1,3,1986-12-01,135.0,Kin-dza-dza!,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,,,
831,Béla Tarr,Ágnes Hranitzky,László Krasznahorkai,László Krasznahorkai,Lars Rudolph,Peter Fitz,Hanna Schygulla,Lars Rudolph,Peter Fitz,Hanna Schygulla,,B�la Tarr �gnes Hranitzky,25461.0,8.3,92.0,10072,,0,0,2,5,2000-05-01,145.0,Werckmeister harm�ni�k,2000-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,36471.77357142857,,
832,Bruce Joel Rubin,Bruce Joel Rubin,Michael Keaton,Nicole Kidman,Bradley Whitford,Michael Keaton,Nicole Kidman,Bradley Whitford,Queen Latifah,Michael Constantine,,Bruce Joel Rubin,27484464.0,6.8,nan,9255,,0,0,0,0,1993-11-12,117.0,My Life,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,46930939.15417616,,
833,Wilfred Jackson,Harve Foster,Joel Chandler Harris,Dalton S. Reymond,Ruth Warrick,Bobby Driscoll,James Baskett,Ruth Warrick,Bobby Driscoll,James Baskett,,Harve Foster Wilfred Jackson,63717040.0,7.3,nan,9414,,0,1,1,1,1946-11-12,94.0,Song of the South,1946-01-01,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1940,,,805312649.2096819,,
834,Peter Hyams,Gary DeVore,Gary DeVore,Gregory Hines,Billy Crystal,Steven Bauer,Gregory Hines,Billy Crystal,Steven Bauer,Darlanne Fluegel,,Peter Hyams,38500726.0,6.5,nan,9508,,0,0,0,2,1986-06-27,107.0,Running Scared,1986-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,86644284.20511346,,
835,Elaine May,Elaine May,Warren Beatty,Dustin Hoffman,Isabelle Adjani,Warren Beatty,Dustin Hoffman,Isabelle Adjani,Charles Grodin,Jack Weston,,Elaine May,14375181.0,4.2,52.0,9179,,0,0,3,1,1987-05-15,107.0,Ishtar,1987-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,31207142.10859406,,
836,Paul Bolger,Yvette Kaplan,Robert Moreland,Doug Langdale,Sigourney Weaver,Sarah Michelle Gellar,Patrick Warburton,George Carlin,John DiMaggio,Andy Dick,,Paul Bolger Yvette Kaplan Dino Athanassiou Greg Tiernan,38085778.0,4.5,28.0,9116,,0,0,1,0,2006-12-16,75.0,Happily N'Ever After,2006-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,,,46602029.37586011,,
837,Bernardo Bertolucci,Paul Bowles,Mark Peploe,Debra Winger,John Malkovich,Campbell Scott,Debra Winger,John Malkovich,Campbell Scott,Jill Bennett,,Bernardo Bertolucci,2075084.0,6.8,nan,9553,,0,0,8,8,1990-10-25,138.0,The Sheltering Sky,1990-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,3917537.307174575,,
838,Predrag Antonijevic,Robert Orr,Dennis Quaid,Nastassja Kinski,Pascal Rollin,Nastassja Kinski,Pascal Rollin,Catlin Foster,Dennis Quaid,Stellan Skarsgård,,Predrag Antonijevic,12903.0,7.3,nan,9197,,0,0,0,2,1998-05-01,103.0,Savior,1998-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,19525.198758657574,,
839,Kenneth Johnson,Louise Simonson,Jon Bogdanove,Shaquille O'Neal,Annabeth Gish,Judd Nelson,Shaquille O'Neal,Annabeth Gish,Judd Nelson,Richard Roundtree,,Kenneth Johnson,1710972.0,2.8,nan,9428,,0,0,1,0,1997-08-15,97.0,Steel,1997-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,2629283.057919368,,
840,Guy Hamilton,Richard Sapir,Warren Murphy,Fred Ward,Joel Grey,Wilford Brimley,Fred Ward,Joel Grey,Wilford Brimley,J.A. Preston,,Guy Hamilton,14393902.0,6.4,nan,9432,,1,0,3,0,1985-10-11,121.0,Remo Williams: The Adventure Begins,1985-01-01,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,33007710.672492184,,
841,Raymond De Felitta,Jonathan Fernandez,Michael Pitt,Nina Arianda,Andy Garcia,Michael Pitt,Nina Arianda,Andy Garcia,Ray Romano,Griffin Dunne,,Raymond De Felitta,206909.0,6.3,63.0,9614,,0,0,0,0,2014-03-15,104.0,Rob the Mob,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,215590.36302922448,,
842,Jules Dassin,Albert Maltz,Malvin Wald,Barry Fitzgerald,Howard Duff,Dorothy Hart,Barry Fitzgerald,Howard Duff,Dorothy Hart,Don Taylor,,Jules Dassin,2400000.0,7.7,nan,9735,,0,2,4,1,1948-03-03,96.0,The Naked City,1948-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,24624149.736620568,,
843,Mark Sandrich,Claude Binyon,Elmer Rice,Bing Crosby,Fred Astaire,Marjorie Reynolds,Bing Crosby,Fred Astaire,Marjorie Reynolds,Virginia Dale,,Mark Sandrich,,7.6,nan,10280,,0,1,2,0,1942-08-04,100.0,Holiday Inn,1942-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,,,
844,David Lean,Charles Dickens,David Lean,Robert Newton,Alec Guinness,Kay Walsh,John Howard Davies,Robert Newton,Alec Guinness,Kay Walsh,,David Lean,,7.8,nan,9445,,0,0,1,1,1948-06-28,116.0,Oliver Twist,1948-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,,,
845,Perry Bhandal,Perry Bhandal,Luke Goss,Caroline Tillette,Stephen Marcus,Luke Goss,Caroline Tillette,Stephen Marcus,Danny Midwinter,Elliot Greene,,Perry Bhandal,,6.2,nan,8278,,0,0,0,0,2012-07-20,96.0,Interview with a Hitman,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
846,Finn Taylor,Finn Taylor,Joseph Fiennes,Winona Ryder,David Arquette,David Arquette,Ty Burrell,Josh Charles,Kevin Dunn,Nora Dunn,,Finn Taylor,,6.0,nan,9101,,0,0,0,0,2006-01-25,94.0,The Darwin Awards,2006-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
847,Ferzan Ozpetek,Ivan Cotroneo,Ferzan Ozpetek,Riccardo Scamarcio,Nicole Grimaudo,Alessandro Preziosi,Riccardo Scamarcio,Nicole Grimaudo,Alessandro Preziosi,Ennio Fantastichini,,Ferzan Ozpetek,,7.3,nan,9647,,0,0,18,29,2010-02-13,110.0,Mine vaganti,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010,,,,,
848,Anand Tucker,Hilary du Pré,Piers du Pré,Emily Watson,Rachel Griffiths,James Frain,Emily Watson,Rachel Griffiths,James Frain,David Morrissey,,Anand Tucker,4874838.0,7.4,78.0,9029,,2,0,22,4,1998-09-05,121.0,Hilary and Jackie,1998-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,7376748.110226829,,
849,Federico Fellini,Federico Fellini,Bernardino Zapponi,Britta Barnes,Peter Gonzales Falcon,Fiona Florence,Peter Gonzales Falcon,Fiona Florence,Britta Barnes,Pia De Doses,,Federico Fellini,,7.4,nan,9545,,0,0,1,3,1972-03-09,120.0,Roma,1972-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
850,Noboru Iguchi,Noboru Iguchi,Minase Yashiro,Asami,Nobuhiro Nishihara,Minase Yashiro,Asami,Nobuhiro Nishihara,Kentarô Shimazu,Ryôsuke Kawamura,,Noboru Iguchi,,5.9,nan,9063,,0,0,0,0,2008-03-22,96.0,Kataude mashin g�ru,2008-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
851,Nicolás López,Nicolás López,Eli Roth,Eli Roth,Ariel Levy,Nicolás Martínez,Eli Roth,Andrea Osvárt,Ariel Levy,Natasha Yarovenko,,Nicol�s L�pez,40179.0,4.8,39.0,9528,,0,0,3,0,2012-09-12,89.0,Aftershock,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,43167.30107261032,,
852,James Yukich,Paul Dini,Neal Shusterman,Robert Patrick,Mark Dacascos,Scott Wolf,Robert Patrick,Mark Dacascos,Scott Wolf,Kristina Wagner,,James Yukich,2341309.0,3.7,nan,9333,,0,0,0,0,1994-11-04,96.0,Double Dragon,1994-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,3896295.1575037953,,
853,Marcos Siega,Skander Halim,Evan Rachel Wood,Ron Livingston,James Woods,Evan Rachel Wood,David Wagner,Brent Goldberg,Adi Schnall,Elisabeth Harnois,,Marcos Siega,305688.0,6.6,45.0,9111,,0,0,2,1,2005-01-22,104.0,Pretty Persuasion,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,386108.40158291307,,
854,Michael Winterbottom,Hossein Amini,Thomas Hardy,Christopher Eccleston,Kate Winslet,Liam Cunningham,Christopher Eccleston,Kate Winslet,Liam Cunningham,Rachel Griffiths,,Michael Winterbottom,405144.0,7.0,68.0,9150,,0,0,6,5,1996-09-10,123.0,Jude,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,637146.7346891935,,
