,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre: History,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R
4944,Nicholas Hytner,Carol Heikkinen,Amanda Schull,Ethan Stiefel,Sascha Radetsky,Amanda Schull,Christine Dunham,Stephen Stout,Maryann Plunkett,Laura Hicks,29000000.0,Nicholas Hytner,17174870.0,6.7,52.0,16740,,0,0,0,1,2000-05-12,115.0,Center Stage,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4945,Bibo Bergeron,Bibo Bergeron,Bibo Bergeron,Matthieu Chedid,Vanessa Paradis,Gad Elmaleh,Matthieu Chedid,Vanessa Paradis,Gad Elmaleh,François Cluzet,,Bibo Bergeron,,6.7,nan,17240,,0,0,3,0,2011-08-28,90.0,Un monstre � Paris,2011-01-01,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4946,Martin Campbell,Richard Herley,Michael Gaylin,Ray Liotta,Lance Henriksen,Stuart Wilson,Ray Liotta,Lance Henriksen,Stuart Wilson,Kevin Dillon,20000000.0,Martin Campbell,15340000.0,6.1,nan,16715,,0,0,1,0,1994-02-24,118.0,No Escape,1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4947,David Gordon Green,David Gordon Green,Hafsteinn Gunnar Sigurðsson,Paul Rudd,Emile Hirsch,Lance LeGault,Paul Rudd,Emile Hirsch,Lance LeGault,Joyce Payne,725000.0,David Gordon Green,204951.0,6.4,73.0,16948,,0,0,5,3,2013-01-20,94.0,Prince Avalanche,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4948,John Badham,Tony Griffin,Guy Manos,Wesley Snipes,Gary Busey,Yancy Butler,Wesley Snipes,Gary Busey,Yancy Butler,Michael Jeter,45000000.0,John Badham,28720380.0,5.6,nan,17016,,0,0,0,0,1994-12-09,101.0,Drop Zone,1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4949,Gary Chapman,George Webster,Jordan Katz,Ewan McGregor,Ricky Gervais,Tim Curry,Ewan McGregor,Ricky Gervais,Tim Curry,Jim Broadbent,35000000.0,Gary Chapman,19447478.0,5.6,45.0,17553,,0,0,2,0,2005-03-20,76.0,Valiant,2005-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4950,John Woo,Hing-Ka Chan,Suk-Wah Leung,Lung Ti,Leslie Cheung,Yun-Fat Chow,Lung Ti,Yun-Fat Chow,Leslie Cheung,Emily Chu,,John Woo,,7.6,nan,17155,,0,0,14,6,1986-08-02,95.0,Ying hung boon sik,1986-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4951,Mike Hodges,Paul Mayersberg,Clive Owen,Nick Reding,Nicholas Ball,Clive Owen,Nick Reding,Nicholas Ball,Alexander Morton,Barnaby Kay,,Mike Hodges,6198916.0,7.2,75.0,16745,25022.72455447913,0,0,2,1,1998-06-25,94.0,Croupier,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4952,Ivan Engler,Ralph Etter,Arnold Bucher,Ivan Engler,Anna Katharina Schwabroh,Martin Rapold,Regula Grauwiller,Anna Katharina Schwabroh,Martin Rapold,Regula Grauwiller,4377857.768265395,Ivan Engler Ralph Etter,,6.2,nan,16988,,0,0,2,0,2009-09-24,112.0,Cargo,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4953,Richard Linklater,Stephen Belber,Stephen Belber,Ethan Hawke,Robert Sean Leonard,Uma Thurman,Ethan Hawke,Robert Sean Leonard,Uma Thurman,Detour Filmproduction,100000.0,Richard Linklater,490475.0,7.3,71.0,16879,,0,0,1,1,2001-01-26,86.0,Tape,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4954,Shinji Aramaki,Steven Foster,Shirow Masamune,Haruka Handa,Ai Kobayashi,Jûrôta Kosugi,Yuki Matsuoka,Ai Kobayashi,Jûrôta Kosugi,Mami Koyama,,Steven Foster Shinji Aramaki,129135.0,7.0,40.0,16488,558158.1583198707,0,0,0,0,2004-03-05,101.0,Appurush�do,2004-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4955,Jim Jarmusch,Jim Jarmusch,Isaach De Bankolé,Alex Descas,Jean-François Stévenin,Isaach De Bankolé,Alex Descas,Jean-François Stévenin,Óscar Jaenada,Luis Tosar,,Jim Jarmusch,425025.0,6.3,41.0,17240,,0,0,0,1,2009-05-01,116.0,The Limits of Control,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4956,Tim Pope,James O'Barr,David S. Goyer,Vincent Perez,Mia Kirshner,Richard Brooks,Vincent Perez,Mia Kirshner,Richard Brooks,Iggy Pop,13000000.0,Tim Pope,7500000.0,4.6,nan,16944,,0,0,1,0,1996-08-30,84.0,The Crow: City of Angels,1996-01-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4957,Alan J. Pakula,Andy Lewis,David E. Lewis,Jane Fonda,Donald Sutherland,Charles Cioffi,Jane Fonda,Donald Sutherland,Charles Cioffi,Roy Scheider,2500000.0,Alan J. Pakula,12512637.0,7.2,nan,17514,,0,1,5,8,1971-06-23,114.0,Klute,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4958,George Cukor,Ruth Gordon,Garson Kanin,Spencer Tracy,Katharine Hepburn,Judy Holliday,Spencer Tracy,Katharine Hepburn,Judy Holliday,Tom Ewell,,George Cukor,,7.6,nan,16939,,1,0,3,1,1949-11-18,101.0,Adam's Rib,1949-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4959,Jay Lee,Jay Lee,Jenna Jameson,Robert Englund,Roxy Saint,Jenna Jameson,Robert Englund,Roxy Saint,Penny Vital,Whitney Anderson,,Jay Lee,,4.1,45.0,16418,,0,0,1,0,2008-02-23,94.0,Zombie Strippers,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4960,Randal Kleiser,Jack London,Jeanne Rosenberg,Ethan Hawke,Klaus Maria Brandauer,Seymour Cassel,Klaus Maria Brandauer,Ethan Hawke,Seymour Cassel,Susan Hogan,14000000.0,Randal Kleiser,34793160.0,6.7,62.0,17006,,0,0,0,1,1991-01-18,107.0,White Fang,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4961,Fruit Chan,Takashi Miike,Haruko Fukushima,Pik Wah Lee,Bai Ling,Byung-hun Lee,Kyoko Hasegawa,Bai Ling,Pauline Lau,Tony Ka Fai Leung,,Takashi Miike Fruit Chan Chan-wook Park,75829.0,7.0,66.0,16930,,0,0,13,4,2004-08-20,118.0,Saam gaang yi,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4962,Stanley Kubrick,Stanley Kubrick,Frank Silvera,Irene Kane,Jamie Smith,Frank Silvera,Jamie Smith,Irene Kane,Jerry Jarrett,Mike Dana,75000.0,Stanley Kubrick,,6.7,nan,17414,,0,0,0,1,1955-09-21,67.0,Killer's Kiss,1955-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4963,Dustin Hoffman,Ronald Harwood,Ronald Harwood,Maggie Smith,Michael Gambon,Billy Connolly,Maggie Smith,Tom Courtenay,Billy Connolly,Pauline Collins,11000000.0,Dustin Hoffman,59520298.0,6.8,64.0,17015,,0,0,4,4,2012-09-09,94.0,Quartet,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4964,Spike Lee,James McBride,James McBride,Derek Luke,Michael Ealy,Laz Alonso,Derek Luke,Michael Ealy,Laz Alonso,Omar Benson Miller,45000000.0,Spike Lee,7916887.0,6.0,37.0,16404,,0,0,9,2,2008-09-07,160.0,Miracle at St. Anna,2008-01-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4965,Michael Powell,Emeric Pressburger,Rumer Godden,Michael Powell,Deborah Kerr,David Farrar,Flora Robson,Deborah Kerr,Flora Robson,Jenny Laird,,Michael Powell Emeric Pressburger,,8.0,nan,17441,,0,2,1,3,1947-04-24,101.0,Black Narcissus,1947-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4966,Derick Martini,Andrea Portes,Andrea Portes,Chloë Grace Moretz,Blake Lively,Rory Culkin,Chloë Grace Moretz,Christopher Coakley,Kelsey Walston,Anson Mount,7000000.0,Derick Martini,,5.7,28.0,17062,,0,0,0,0,2011-09-10,99.0,Hick,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4967,David Bowers,Maya Forbes,Wallace Wolodarsky,Zachary Gordon,Robert Capron,Devon Bostick,Zachary Gordon,Steve Zahn,Robert Capron,Devon Bostick,22000000.0,David Bowers,77112176.0,6.3,54.0,17950,,0,0,7,2,2012-08-03,94.0,Diary of a Wimpy Kid: Dog Days,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4968,John Dahl,John Dahl,Rick Dahl,Nicolas Cage,Dennis Hopper,Lara Flynn Boyle,Nicolas Cage,Craig Reay,Vance Johnson,Robert Apel,8000000.0,John Dahl,2502551.0,7.0,nan,17111,,0,0,3,0,1993-05-14,98.0,Red Rock West,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4969,Dave Green,Henry Gayden,Henry Gayden,Teo Halm,Astro,Reese Hartwig,Teo Halm,Astro,Reese Hartwig,Ella Wahlestedt,13000000.0,Dave Green,38916903.0,5.8,53.0,16921,,0,0,1,2,2014-06-14,91.0,Earth to Echo,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4970,Glenn Gordon Caron,Arleen Sorkin,Paul Slansky,Jennifer Aniston,Jay Mohr,Kevin Bacon,Jennifer Aniston,Jay Mohr,Kevin Bacon,Olympia Dukakis,10000000.0,Glenn Gordon Caron,2900000.0,5.5,44.0,17108,,0,0,0,0,1997-04-17,105.0,Picture Perfect,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4971,Martin Scorsese,Robert Getchell,Ellen Burstyn,Kris Kristofferson,Mia Bendixsen,Mia Bendixsen,Ellen Burstyn,Alfred Lutter III,Billy Green Bush,Lelia Goldoni,1800000.0,Martin Scorsese,17600000.0,7.4,nan,17205,,0,1,11,5,1974-12-09,112.0,Alice Doesn't Live Here Anymore,1974-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4972,Craig Moss,Craig Moss,Elliot Tishman,Danny Trejo,Charles S. Dutton,Ron Perlman,Danny Trejo,Charles S. Dutton,Patrick Fabian,Joyful Drake,,Craig Moss,,5.5,nan,16980,,0,0,0,0,2012-04-13,90.0,Bad Ass,2012-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4973,Ertem Egilmez,Rifat Ilgaz,Sadik Sendil,Kemal Sunal,Münir Özkul,Semra Özdamar,Kemal Sunal,Münir Özkul,Semra Özdamar,Adile Nasit,,Ertem Egilmez,,9.0,nan,17982,,0,0,0,1,1975-01-01,91.0,Hababam Sinifi Sinifta Kaldi,1975-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4974,Gregory La Cava,Morrie Ryskind,Eric Hatch,William Powell,Carole Lombard,Alice Brady,William Powell,Carole Lombard,Alice Brady,Gail Patrick,656000.0,Gregory La Cava,,8.1,nan,17098,,6,0,0,1,1936-09-01,94.0,My Man Godfrey,1936-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4975,Steve Carr,Hank Nelken,Hank Nelken,Ice Cube,Nia Long,John C. McGinley,Ice Cube,Nia Long,John C. McGinley,Aleisha Allen,28000000.0,Steve Carr,49631958.0,4.1,36.0,17019,,0,0,3,0,2007-04-04,92.0,Are We Done Yet?,2007-01-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4976,Casey Affleck,Casey Affleck,Joaquin Phoenix,Joaquin Phoenix,Antony Langdon,Carey Perloff,Joaquin Phoenix,Antony Langdon,Carey Perloff,Larry McHale,,Casey Affleck,408719.0,6.2,48.0,17370,,0,0,3,1,2010-09-06,108.0,I'm Still Here,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4977,Tommy O'Haver,R. Lee Fleming Jr.,Kirsten Dunst,Ben Foster,Melissa Sagemiller,Kirsten Dunst,Ben Foster,Melissa Sagemiller,Sisqó,Shane West,22000000.0,Tommy O'Haver,11560259.0,5.8,52.0,16373,,0,0,4,0,2001-03-09,87.0,Get Over It,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4978,Delbert Mann,Paddy Chayefsky,Paddy Chayefsky,Ernest Borgnine,Betsy Blair,Esther Minciotti,Ernest Borgnine,Betsy Blair,Esther Minciotti,Augusta Ciolli,343000.0,Delbert Mann,,7.7,nan,17404,,0,4,5,14,1955-04-11,90.0,Marty,1955-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4979,Stephen J. Anderson,Don Hall,Stephen J. Anderson,Clio Chiang,Jim Cummings,Craig Ferguson,John Cleese,John Cleese,Jim Cummings,Bud Luckey,30000000.0,Stephen J. Anderson Don Hall,50145607.0,7.2,74.0,17348,,0,0,25,2,2011-04-06,63.0,Winnie the Pooh,2011-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4980,Frederik Du Chau,Adam Rifkin,Joe Piscatella,Peter Dinklage,Jason Lee,Amy Adams,Jason Lee,Peter Dinklage,Jim Belushi,Patrick Warburton,,Frederik Du Chau,43751706.0,4.8,37.0,17046,,0,0,3,0,2007-08-03,84.0,Underdog,2007-01-01,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4981,Jackie Chan,Frankie Chan,Jackie Chan,Jackie Chan,Qi Shu,Xingtong Yao,Jackie Chan,Daniel Wu,Qi Shu,Oliver Platt,,Jackie Chan,171339013.0,6.1,29.0,17894,354294.0,0,0,8,5,2012-12-12,109.0,Sap ji sang ciu,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4982,Luc Besson,Luc Besson,Jacques Tardi,Louise Bourgoin,Mathieu Amalric,Gilles Lellouche,Louise Bourgoin,Mathieu Amalric,Gilles Lellouche,Jean-Paul Rouve,18562518.562518563,Luc Besson,34522487.0,6.3,nan,17340,4607170.0,0,0,1,2,2010-04-09,107.0,Les aventures extraordinaires d'Ad�le Blanc-Sec,2010-01-01,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4983,Julien Magnat,Julien Magnat,Agnès Caffin,Milla Jovovich,Julian McMahon,David Atrakchi,Milla Jovovich,Julian McMahon,David Atrakchi,Michael Shanks,15000000.0,Julien Magnat,,5.8,nan,16819,,0,0,0,0,2011-09-16,103.0,Faces in the Crowd,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4984,Robert Altman,Anne Rapp,Richard Gere,Helen Hunt,Farrah Fawcett,Richard Gere,Helen Hunt,Farrah Fawcett,Laura Dern,Shelley Long,23000000.0,Robert Altman,22844291.0,4.6,64.0,16308,,0,0,3,0,2000-09-01,122.0,Dr. T & the Women,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4985,Nicholas Hytner,Stephen McCauley,Wendy Wasserstein,Jennifer Aniston,Paul Rudd,Kali Rocha,Paul Rudd,Kali Rocha,Jennifer Aniston,Lena Cardwell,15000000.0,Nicholas Hytner,29106737.0,6.0,51.0,16700,,0,0,1,1,1998-04-17,111.0,The Object of My Affection,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4986,Norman Jewison,Diane Drake,Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,Joaquim de Almeida,Fisher Stevens,,Norman Jewison,20042048.0,6.5,nan,16975,,0,0,0,0,1994-09-17,115.0,Only You,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4987,Jim Mallon,Michael J. Nelson,Trace Beaulieu,Trace Beaulieu,Michael J. Nelson,Jim Mallon,Trace Beaulieu,Michael J. Nelson,Jim Mallon,Kevin Murphy,,Jim Mallon,1007306.0,7.4,nan,16531,,0,0,1,0,1996-04-19,73.0,Mystery Science Theater 3000: The Movie,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4988,Tobe Hooper,Colin Wilson,Dan O'Bannon,Steve Railsback,Mathilda May,Peter Firth,Steve Railsback,Peter Firth,Frank Finlay,Mathilda May,25000000.0,Tobe Hooper,11603545.0,6.1,nan,17727,,0,0,2,1,1985-06-21,116.0,Lifeforce,1985-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4989,Brian Levant,William Hanna,Joseph Barbera,Mark Addy,Stephen Baldwin,Kristen Johnston,Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski,83000000.0,Brian Levant,59468275.0,3.6,27.0,17189,,0,0,9,1,2000-04-15,90.0,The Flintstones in Viva Rock Vegas,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4990,Kurt Neumann,James Clavell,George Langelaan,David Hedison,Patricia Owens,Vincent Price,David Hedison,Patricia Owens,Vincent Price,Herbert Marshall,700000.0,Kurt Neumann,3000000.0,7.1,nan,17416,,0,0,1,0,1958-07-16,94.0,The Fly,1958-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4991,Michel Gondry,Charlie Kaufman,Tim Robbins,Patricia Arquette,Rhys Ifans,Patricia Arquette,Rhys Ifans,Tim Robbins,Ken Magee,Sy Richardson,,Michel Gondry,695876.0,6.4,56.0,16206,,0,0,2,2,2001-05-18,96.0,Human Nature,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
