,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
5621,John Badham,Dan O'Bannon,Don Jakoby,Roy Scheider,Warren Oates,Candy Clark,Roy Scheider,Warren Oates,Candy Clark,Daniel Stern,,R,John Badham,"Action, Crime, Drama, Sci-Fi, Thriller",,6.4,66.0,13622,,1,0,2,1,1983-02-05,109.0,Blue Thunder,http://www.imdb.com/title/tt0085255/,1983
5622,Sam Weisman,Donald E. Westlake,Matthew Chapman,Martin Lawrence,Danny DeVito,John Leguizamo,Martin Lawrence,Danny DeVito,John Leguizamo,Glenne Headly,"$60,000,000",PG-13,Sam Weisman,"Comedy, Crime","$32,095,318,",5.5,37.0,13432,,0,0,0,0,2001-06-01,94.0,What's the Worst That Could Happen?,http://www.imdb.com/title/tt0161083/,2001
5623,Alan Parker,Alan Parker,Jodie Foster,Scott Baio,Florrie Dugger,Scott Baio,Florrie Dugger,Jodie Foster,John Cassisi,Martin Lev,,G,Alan Parker,"Comedy, Crime, Family, Musical","$2,783,840",6.9,,13526,,1,0,9,5,1976-05-01,93.0,Bugsy Malone,http://www.imdb.com/title/tt0074256/,1976
5624,Robert Altman,Robert Altman,Barbara Shulgasser,Sophia Loren,Julia Roberts,Marcello Mastroianni,Marcello Mastroianni,Sophia Loren,Jean-Pierre Cassel,Kim Basinger,"$18,000,000",R,Robert Altman,"Comedy, Drama","$11,300,653",5.1,48.0,13121,,0,0,1,3,1994-12-23,133.0,Pr�t-�-Porter,http://www.imdb.com/title/tt0110907/,1994
5625,John Sturges,Elmore Leonard,Clint Eastwood,Robert Duvall,John Saxon,Clint Eastwood,Robert Duvall,John Saxon,Don Stroud,Stella Garcia,,PG,John Sturges,Western,"$5,800,000,",6.5,52.0,13833,,0,0,0,0,1972-07-19,88.0,Joe Kidd,http://www.imdb.com/title/tt0068768/,1972
5626,Walter Hill,Walter Hill,Larry Gross,Michael Paré,Diane Lane,Rick Moranis,Michael Paré,Diane Lane,Rick Moranis,Amy Madigan,"$14,500,000",PG,Walter Hill,"Action, Crime, Drama, Music, Romance, Thriller","$8,089,290",6.7,,14096,,0,0,1,2,1984-06-01,93.0,Streets of Fire,http://www.imdb.com/title/tt0088194/,1984
5627,Jennifer Lynch,Damian O'Donnell,Jennifer Lynch,Vincent D'Onofrio,Eamon Farren,Evan Bird,Vincent D'Onofrio,Eamon Farren,Evan Bird,Julia Ormond,,R,Jennifer Lynch,"Crime, Drama, Horror, Thriller",,6.4,,14017,,0,0,3,3,2012-08-05,94.0,Chained,http://www.imdb.com/title/tt1989475/,2012
5628,Allan Arkush,Brian Doyle-Murray,Harold Ramis,Jackie Mason,Robert Stack,Dyan Cannon,Jackie Mason,Robert Stack,Dyan Cannon,Dina Merrill,"$20,000,000",PG,Allan Arkush,"Comedy, Sport","$11,798,302",3.7,7.0,13082,,0,0,2,4,1988-07-22,98.0,Caddyshack II,http://www.imdb.com/title/tt0094824/,1988
5629,Dewey Nicks,David H. Steinberg,Devon Sawa,Robert B. Martin Jr.,Jason Segel,Devon Sawa,Jason Segel,Michael C. Maronna,Jason Schwartzman,Jaime King,"$11,000,000",R,Dewey Nicks,"Comedy, Romance","$4,814,244,",5.3,12.0,12890,,0,0,0,0,2002-02-01,86.0,Slackers,http://www.imdb.com/title/tt0240900/,2002
5630,Joe Lynch,Yale Hannon,Joe Lynch,Salma Hayek,Hiroyuki Watanabe,Laura Cepeda,Salma Hayek,Hiroyuki Watanabe,Laura Cepeda,Togo Igawa,,R,Joe Lynch,"Action, Thriller",,5.1,35.0,14564,,0,0,1,0,2014-09-20,92.0,Everly,http://www.imdb.com/title/tt1945084/,2014
5631,Xavier Beauvois,Xavier Beauvois,Etienne Comar,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,Philippe Laudenbach,"€4,000,000",PG-13,Xavier Beauvois,"Drama, History","$3,954,651",7.2,86.0,13375,,0,0,27,18,2010-05-18,122.0,Des hommes et des dieux,http://www.imdb.com/title/tt1588337/,2010
5632,Roger Kumble,Michael Carnes,Josh Gilbert,Brendan Fraser,Brooke Shields,Ricky Garcia,Brendan Fraser,Ricky Garcia,Eugene Cordero,Patrice O'Neal,"$35,000,000",PG,Roger Kumble,"Comedy, Family","$17,596,256,",3.8,23.0,13464,,0,0,1,1,2010-04-01,92.0,Furry Vengeance,http://www.imdb.com/title/tt0492389/,2010
5633,Alex Kendrick,Alex Kendrick,Stephen Kendrick,Alex Kendrick,Shannen Fields,Jason McLeod,Erin Bethea,James Blackwell,Bailey Cave,Shannen Fields,"$100,000",PG,Alex Kendrick,"Drama, Sport","$10,178,331",6.7,38.0,13504,,0,0,0,0,2006-09-29,111.0,Facing the Giants,http://www.imdb.com/title/tt0805526/,2006
5634,Andrzej Wajda,Andrzej Mularczyk,Przemyslaw Nowakowski,Andrzej Chyra,Maja Ostaszewska,Artur Zmijewski,Andrzej Chyra,Maja Ostaszewska,Artur Zmijewski,Danuta Stenka,"PLN 15,000,000",NR,Andrzej Wajda,"Drama, History, War","$14,723,313,",7.1,81.0,13511,,1,0,12,14,2007-09-17,122.0,Katyn,http://www.imdb.com/title/tt0879843/,2007
5635,Deran Sarafian,David S. Goyer,Jean-Claude Van Damme,Robert Guillaume,Cynthia Gibb,Jean-Claude Van Damme,Robert Guillaume,Cynthia Gibb,George Dickerson,Art LaFleur,"$4,000,000",R,Deran Sarafian,"Action, Crime, Mystery, Thriller","$16,853,487",5.6,,14113,,0,0,0,0,1990-09-14,89.0,Death Warrant,http://www.imdb.com/title/tt0099385/,1990
5636,Bob Dolman,Bob Dolman,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Goldie Hawn,Susan Sarandon,Geoffrey Rush,Erika Christensen,Robin Thomas,"$10,000,000",R,Bob Dolman,"Comedy, Drama","$38,068,353",5.6,48.0,13165,,0,0,0,1,2002-09-08,98.0,The Banger Sisters,http://www.imdb.com/title/tt0280460/,2002
5637,Marshall Herskovitz,Margaret Rosenthal,Jeannine Dominy,Catherine McCormack,Rufus Sewell,Oliver Platt,Catherine McCormack,Rufus Sewell,Oliver Platt,Fred Ward,"$8,000,000",R,Marshall Herskovitz,"Biography, Drama, Romance","$4,530,929,",7.3,,13737,,0,0,2,0,1998-02-20,111.0,Dangerous Beauty,http://www.imdb.com/title/tt0118892/,1998
5638,Bernardo Bertolucci,Bernardo Bertolucci,Rudy Wurlitzer,Keanu Reeves,Bridget Fonda,Ruocheng Ying,Keanu Reeves,Ruocheng Ying,Chris Isaak,Alex Wiesendanger,"$35,000,000",PG,Bernardo Bertolucci,Drama,"$4,858,139",6.0,,13421,,0,0,3,2,1993-12-01,123.0,Little Buddha,http://www.imdb.com/title/tt0107426/,1993
5639,Rainer Werner Fassbinder,Rainer Werner Fassbinder,Brigitte Mira,El Hedi ben Salem,Barbara Valentin,Brigitte Mira,El Hedi ben Salem,Irm Hermann,Elma Karlowa,Anita Bucher,"DEM 260,000",NOT RATED,Rainer Werner Fassbinder,"Drama, Romance",,8.1,,14599,,0,0,1,4,1974-03-05,93.0,Angst essen Seele auf,http://www.imdb.com/title/tt0071141/,1974
5640,Mark Mylod,Collin Friesen,Robin Williams,Giovanni Ribisi,Holly Hunter,Robin Williams,Holly Hunter,Giovanni Ribisi,Tim Blake Nelson,W. Earl Brown,"$18,000,000",R,Mark Mylod,"Comedy, Crime, Drama",,6.4,31.0,12958,,0,0,0,0,2005-07-28,100.0,The Big White,http://www.imdb.com/title/tt0402850/,2005
5641,Scott Hicks,David Guterson,Ronald Bass,Ethan Hawke,Max von Sydow,Yûki Kudô,Ethan Hawke,Yûki Kudô,Reeve Carney,Anne Suzuki,"$35,000,000",PG-13,Scott Hicks,"Drama, Mystery, Romance, Thriller","$14,378,353,",6.8,44.0,12804,,1,0,9,5,1999-09-12,127.0,Snow Falling on Cedars,http://www.imdb.com/title/tt0120834/,1999
5642,Çagan Irmak,Çagan Irmak,Melis Birkan,Cemal Hünal,Yildiz Kültür,Melis Birkan,Cemal Hünal,Yildiz Kültür,Serif Bozkurt,Gözde Kansu,,NR,�agan Irmak,"Drama, Romance",,6.8,,14796,,0,0,0,1,2008-11-07,113.0,Issiz Adam,http://www.imdb.com/title/tt1322930/,2008
5643,Jake Kasdan,Jake Kasdan,Bill Pullman,Ben Stiller,Ryan O'Neal,Bill Pullman,Ben Stiller,Ryan O'Neal,Kim Dickens,Angela Featherstone,"$5,000,000",R,Jake Kasdan,"Comedy, Crime, Drama, Mystery, Thriller","$1,980,338,",7.0,,12919,,0,0,1,0,1998-01-30,116.0,Zero Effect,http://www.imdb.com/title/tt0120906/,1998
5644,Masayuki,Kazuya Tsurumaki,Hideaki Anno,Yoshiki Sakurai,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,,PG-13,"Kazuya Tsurumaki, Hideaki Anno, Masayuki","Animation, Action, Drama, Sci-Fi","$107,797,",7.8,,14187,"JPY 280,143,625 (Japan),",0,0,1,2,2007-09-01,98.0,Evangerion shin gekij�ban: Jo,http://www.imdb.com/title/tt0923811/,2007
5645,Robert Clouse,Bruce Lee,Robert Clouse,Bruce Lee,Gig Young,Colleen Camp,Bruce Lee,Colleen Camp,Dean Jagger,Gig Young,"$850,000",R,"Bruce Lee, Robert Clouse","Action, Crime, Drama, Thriller",,6.1,,13787,,0,0,0,0,1978-03-23,100.0,Game of Death,http://www.imdb.com/title/tt0077594/,1978
5646,Ole Bornedal,Ole Bornedal,Nikolaj Coster-Waldau,Sofie Gråbøl,Kim Bodnia,Nikolaj Coster-Waldau,Sofie Gråbøl,Kim Bodnia,Lotte Andersen,Ulf Pilgaard,,R,Ole Bornedal,Thriller,,7.3,,13331,,0,0,2,10,1994-02-25,107.0,Nattevagten,http://www.imdb.com/title/tt0110631/,1994
5647,Brian Gilbert,Julian Mitchell,Richard Ellmann,Stephen Fry,Jude Law,Vanessa Redgrave,Stephen Fry,Jude Law,Vanessa Redgrave,Jennifer Ehle,"$10,000,000",R,Brian Gilbert,"Biography, Drama, Romance","$2,157,701,",6.9,,13149,,0,0,7,4,1997-09-01,118.0,Wilde,http://www.imdb.com/title/tt0120514/,1997
5648,Mert Baykal,Ferhan Sensoy,Ferhan Sensoy,Rasim Öztekin,Ali Çatalbas,Ferhan Sensoy,Rasim Öztekin,Ali Çatalbas,Zeki Alasya,Sermiyan Midyat,,NR,Mert Baykal,"Comedy, Drama",,8.2,,14413,,0,0,0,0,2005-03-04,94.0,Pardon,http://www.imdb.com/title/tt0425333/,2005
5649,Fred Savage,Geoff Rodkey,J. David Stem,Cuba Gooding Jr.,Lochlyn Munro,Richard Gant,Cuba Gooding Jr.,Lochlyn Munro,Richard Gant,Tamala Jones,"$6,000,000",PG,Fred Savage,"Comedy, Family","$13,235,267,",3.0,13.0,13224,,0,0,5,1,2007-08-08,89.0,Daddy Day Camp,http://www.imdb.com/title/tt0462244/,2007
5650,Ingmar Bergman,Ingmar Bergman,Max von Sydow,Liv Ullmann,Gertrud Fridh,Max von Sydow,Liv Ullmann,Gertrud Fridh,Georg Rydeberg,Erland Josephson,,NOT RATED,Ingmar Bergman,"Drama, Horror",,7.7,,13981,,0,0,0,2,1968-02-19,90.0,Vargtimmen,http://www.imdb.com/title/tt0063759/,1968
5651,Ramón Menéndez,Ramón Menéndez,Tom Musca,Edward James Olmos,Estelle Harris,Mark Phelan,Edward James Olmos,Estelle Harris,Mark Phelan,Virginia Paris,,PG,Ram�n Men�ndez,Drama,"$13,994,920",7.3,,13481,,1,0,6,11,1988-02-13,103.0,Stand and Deliver,http://www.imdb.com/title/tt0094027/,1988
5652,Shari Springer Berman,Robert Pulcini,Michelle Morgan,Kristen Wiig,Annette Bening,Matt Dillon,Kristen Wiig,Annette Bening,Matt Dillon,Darren Criss,,PG-13,"Shari Springer Berman, Robert Pulcini",Comedy,"$1,378,426,",5.8,38.0,13330,,0,0,0,0,2012-09-07,103.0,Girl Most Likely,http://www.imdb.com/title/tt1698648/,2012
5653,Kris Isacsson,Kris Isacsson,Freddie Prinze Jr.,Julia Stiles,Selma Blair,Freddie Prinze Jr.,Julia Stiles,Selma Blair,Shawn Hatosy,Zak Orth,"$35,000,000",PG-13,Kris Isacsson,"Comedy, Drama, Romance","$20,035,310,",4.9,13.0,12994,,0,0,3,1,2000-01-21,91.0,Down to You,http://www.imdb.com/title/tt0186975/,2000
5654,Lawrence Kasdan,Anne Tyler,Frank Galati,William Hurt,Kathleen Turner,Geena Davis,William Hurt,Kathleen Turner,Geena Davis,Amy Wright,,PG,Lawrence Kasdan,"Drama, Romance","$32,632,093",6.8,53.0,13200,,0,1,10,3,1988-12-23,121.0,The Accidental Tourist,http://www.imdb.com/title/tt0094606/,1988
5655,Karen Moncrieff,Karen Moncrieff,Toni Collette,Brittany Murphy,Marcia Gay Harden,Toni Collette,Piper Laurie,Donnie Smith,Michael Raysses,Earl Carroll,,R,Karen Moncrieff,"Crime, Drama, Mystery","$17,311,",6.7,65.0,13146,,0,0,4,2,2006-11-07,85.0,The Dead Girl,http://www.imdb.com/title/tt0783238/,2006
5656,Michael Chapman,Pat Jordan,Michael Kane,Tom Cruise,Lea Thompson,Craig T. Nelson,Tom Cruise,Craig T. Nelson,Lea Thompson,Charles Cioffi,,R,Michael Chapman,"Drama, Romance, Sport","$17,233,166",5.9,62.0,13370,,0,0,0,0,1983-09-23,91.0,All the Right Moves,http://www.imdb.com/title/tt0085154/,1983
5657,Mukunda Michael Dewil,Mukunda Michael Dewil,Paul Walker,Naima McLean,Gys de Villiers,Paul Walker,Naima McLean,Gys de Villiers,Leyla Haidarian,Tshepo Maseko,"$10,000,000",R,Mukunda Michael Dewil,"Action, Crime, Thriller",,4.9,29.0,13243,,0,0,0,0,2013-02-07,85.0,Vehicle 19,http://www.imdb.com/title/tt1911662/,2013
5658,Sebastián Borensztein,Sebastián Borensztein,Ricardo Darín,Muriel Santa Ana,Ignacio Huang,Ricardo Darín,Muriel Santa Ana,Ignacio Huang,Enric Cambray,Iván Romanelli,"$5,000,000",NOT RATED,Sebasti�n Borensztein,"Comedy, Drama",,7.3,,14141,,0,0,18,11,2011-03-24,93.0,Un cuento chino,http://www.imdb.com/title/tt1705786/,2011
5659,Timothy Linh Bui,Timothy Linh Bui,Timothy Linh Bui,Jessica Biel,Eddie Redmayne,Forest Whitaker,Jessica Biel,Eddie Redmayne,Forest Whitaker,Ray Liotta,,R,Timothy Linh Bui,Drama,,6.3,,12984,,0,0,0,0,2009-05-08,106.0,Powder Blue,http://www.imdb.com/title/tt1032819/,2009
5660,Rupert Julian,Lon Chaney,Gaston Leroux,Lon Chaney,Mary Philbin,Norman Kerry,Lon Chaney,Mary Philbin,Norman Kerry,Arthur Edmund Carewe,,NOT RATED,"Rupert Julian, Ernst Laemmle, Lon Chaney, Edward Sedgwick",Horror,"$720,861,",7.7,,13734,,0,0,1,1,1925-04-26,93.0,The Phantom of the Opera,http://www.imdb.com/title/tt0016220/,1925
5661,Dario Argento,Dario Argento,Leigh McCloskey,Irene Miracle,Eleonora Giorgi,Leigh McCloskey,Irene Miracle,Eleonora Giorgi,Daria Nicolodi,Sacha Pitoëff,"$3,000,000",R,Dario Argento,Horror,,6.7,,13951,,0,0,0,0,1980-02-07,107.0,Inferno,http://www.imdb.com/title/tt0080923/,1980
5662,Peter Segal,E. Jack Kaplan,Richard Chapman,Jack Lemmon,James Garner,Dan Aykroyd,Jack Lemmon,James Garner,Dan Aykroyd,John Heard,"$21,500,000",PG-13,Peter Segal,"Adventure, Comedy","$22,294,341,",6.5,49.0,12968,,0,0,0,0,1996-12-20,101.0,My Fellow Americans,http://www.imdb.com/title/tt0117119/,1996
5663,Geoff Murphy,Robert Sheckley,Steven Pressfield,Emilio Estevez,Mick Jagger,Rene Russo,Emilio Estevez,Mick Jagger,Rene Russo,Anthony Hopkins,"$30,000,000",R,Geoff Murphy,"Action, Crime, Sci-Fi, Thriller","$17,129,000",5.3,,13065,,0,0,3,0,1992-01-17,110.0,Freejack,http://www.imdb.com/title/tt0104299/,1992
5664,Arthur Penn,William Gibson,William Gibson,Anne Bancroft,Patty Duke,Victor Jory,Anne Bancroft,Victor Jory,Inga Swenson,Andrew Prine,"$500,000",NOT RATED,Arthur Penn,"Biography, Drama",,8.1,,13536,,0,2,11,9,1962-05-23,106.0,The Miracle Worker,http://www.imdb.com/title/tt0056241/,1962
5665,Bryan Forbes,Ira Levin,William Goldman,Katharine Ross,Paula Prentiss,Peter Masterson,Katharine Ross,Paula Prentiss,Peter Masterson,Nanette Newman,,PG,Bryan Forbes,"Horror, Mystery, Sci-Fi, Thriller",,6.9,,13433,,0,0,1,1,1975-02-12,115.0,The Stepford Wives,http://www.imdb.com/title/tt0073747/,1975
5666,Jan Sverák,Pavel Taussig,Zdenek Sverák,Zdenek Sverák,Andrey Khalimon,Libuse Safránková,Zdenek Sverák,Andrey Khalimon,Libuse Safránková,Ondrej Vetchý,,PG-13,Jan Sver�k,"Comedy, Drama, Music","$5,730,711,",7.8,,12982,,0,1,13,20,1996-05-15,105.0,Kolja,http://www.imdb.com/title/tt0116790/,1996
5667,Blake Edwards,Blake Edwards,Dudley Moore,Bo Derek,Julie Andrews,Dudley Moore,Julie Andrews,Bo Derek,Robert Webber,Dee Wallace,,R,Blake Edwards,"Comedy, Romance","$74,865,517",6.0,,13222,,2,0,9,0,1979-10-05,122.0,10,http://www.imdb.com/title/tt0078721/,1979
5668,Don Michael Paul,Don Michael Paul,Morris Chestnut,Steven Seagal,Matt Battaglia,Steven Seagal,Morris Chestnut,Ja Rule,Nia Peeples,Tony Plana,"$13,000,000",PG-13,Don Michael Paul,"Action, Crime, Thriller","$15,361,537,",4.6,23.0,12981,,0,0,4,0,2002-11-15,98.0,Half Past Dead,http://www.imdb.com/title/tt0297162/,2002
5669,Ömer Faruk Sorak,Nuran Evren Sit,Mehmet Günsür,Belçim Bilgin,Altan Erkekli,Mehmet Günsür,Belçim Bilgin,Altan Erkekli,Ayda Aksel,Sebnem Sönmez,,NR,�mer Faruk Sorak,"Drama, Romance",,7.4,,14051,"$1,878,000 (Turkey),",0,0,0,0,2011-02-03,118.0,Ask Tesad�fleri Sever,http://www.imdb.com/title/tt1807950/,2011
5670,Aharon Keshales,Navot Papushado,Aharon Keshales,Navot Papushado,Lior Ashkenazi,Rotem Keinan,Tzahi Grad,Tzahi Grad,Lior Ashkenazi,Rotem Keinan,,NOT RATED,"Navot Papushado, Aharon Keshales","Comedy, Thriller","$33,232,",6.8,64.0,13476,,0,0,14,16,2013-04-21,110.0,Big Bad Wolves,http://www.imdb.com/title/tt2309224/,2013
5671,Howard Hawks,Abem Finkel,Harry Chandlee,Gary Cooper,Walter Brennan,Joan Leslie,Gary Cooper,Walter Brennan,Joan Leslie,George Tobias,"$1,400,000",NOT RATED,Howard Hawks,"Biography, Drama, History, Romance, War","$16,400,000",7.8,,13265,,0,2,10,3,1941-07-02,134.0,Sergeant York,http://www.imdb.com/title/tt0034167/,1941
5672,Kelly Reichardt,Jonathan Raymond,Kelly Reichardt,Michelle Williams,Lucy,David Koppell,Michelle Williams,Lucy,David Koppell,Max Clement,"$200,000",R,Kelly Reichardt,Drama,"$856,942,",7.1,80.0,13626,,0,0,16,9,2008-05-22,80.0,Wendy and Lucy,http://www.imdb.com/title/tt1152850/,2008
5673,Jonathan Lynn,Marty Kaplan,Jonathan Reynolds,Eddie Murphy,Lane Smith,Sheryl Lee Ralph,Eddie Murphy,Lane Smith,Sheryl Lee Ralph,Joe Don Baker,"$50,000,000",R,Jonathan Lynn,"Comedy, Crime","$46,666,502",5.9,45.0,13350,,0,0,0,4,1992-12-04,112.0,The Distinguished Gentleman,http://www.imdb.com/title/tt0104114/,1992
5674,Kundan Shah,Pankaj Advani,Pankaj Advani,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,Rita Bhaduri,,NR,Kundan Shah,"Comedy, Drama, Music, Musical",,8.0,,14439,,0,0,1,2,1994-02-25,158.0,Kabhi Haan Kabhi Naa,http://www.imdb.com/title/tt0110222/,1994
5675,Petter Næss,Ingvar Ambjørnsen,Axel Hellstenius,Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen,Per Christian Ellefsen,Sven Nordin,Marit Pia Jacobsen,Jørgen Langhelle,"NOK 15,500,000",R,Petter N�ss,"Comedy, Drama","$313,436,",7.6,70.0,12983,,1,0,4,14,2001-03-16,89.0,Elling,http://www.imdb.com/title/tt0279064/,2001
5676,Randall Miller,Jody Savin,Randall Miller,Chris Pine,Alan Rickman,Bill Pullman,Chris Pine,Hal B. Klein,Alan Rickman,Jean-Michel Richaud,"$5,000,000",PG-13,Randall Miller,"Comedy, Drama","$4,040,588,",6.8,56.0,13213,,0,0,0,1,2008-01-18,110.0,Bottle Shock,http://www.imdb.com/title/tt0914797/,2008
5677,Richard Lester,George MacDonald Fraser,Alexandre Dumas,Oliver Reed,Raquel Welch,Richard Chamberlain,Oliver Reed,Raquel Welch,Richard Chamberlain,Michael York,,PG,Richard Lester,"Action, Adventure","$22,018,000",7.3,,13312,,0,0,7,3,1973-12-11,106.0,The Three Musketeers,http://www.imdb.com/title/tt0072281/,1973
5678,Shane Abbess,Matt Hylton Todd,Shane Abbess,Andy Whitfield,Dwaine Stevenson,Samantha Noble,Andy Whitfield,Dwaine Stevenson,Samantha Noble,Michael Piccirilli,"AUD 200,000",R,Shane Abbess,"Action, Fantasy, Horror, Thriller",,5.7,,12894,,0,0,1,2,2007-11-15,114.0,Gabriel,http://www.imdb.com/title/tt0857376/,2007
5679,Stanley Donen,Gene Kelly,Adolph Green,Betty Comden,Gene Kelly,Frank Sinatra,Betty Garrett,Gene Kelly,Frank Sinatra,Betty Garrett,"$2,111,250",NOT RATED,"Gene Kelly, Stanley Donen","Comedy, Musical, Romance",,7.6,,13413,,0,1,2,1,1949-12-08,98.0,On the Town,http://www.imdb.com/title/tt0041716/,1949
5680,Gabriele Salvatores,Niccolò Ammaniti,Niccolò Ammaniti,Aitana Sánchez-Gijón,Dino Abbrescia,Giorgio Careccia,Aitana Sánchez-Gijón,Dino Abbrescia,Giorgio Careccia,Riccardo Zinna,,R,Gabriele Salvatores,"Crime, Drama, Mystery, Thriller","$1,615,118,",7.5,73.0,12974,"€792,578 (Italy),",0,0,18,14,2003-02-08,108.0,Io non ho paura,http://www.imdb.com/title/tt0326977/,2003
5681,Cathy Malkasian,Jeff McGrath,Arlene Klasky,Gabor Csupo,Tim Curry,Rupert Everett,Flea,Lacey Chabert,Tom Kane,Cree Summer,"$25,000,000",PG,"Jeff McGrath, Cathy Malkasian","Animation, Adventure, Comedy, Family, Fantasy","$20,586,040",5.3,69.0,12846,,1,0,12,0,2002-09-08,85.0,The Wild Thornberrys Movie,http://www.imdb.com/title/tt0282120/,2002
5682,Sydney Pollack,Horace McCoy,James Poe,Jane Fonda,Michael Sarrazin,Susannah York,Jane Fonda,Michael Sarrazin,Susannah York,Gig Young,,M/PG,Sydney Pollack,Drama,,7.9,,13491,,0,1,24,9,1969-12-10,129.0,"They Shoot Horses, Don't They?",http://www.imdb.com/title/tt0065088/,1969
5683,Bruce Robinson,Bruce Robinson,Andy Garcia,Uma Thurman,Lance Henriksen,Andy Garcia,Lance Henriksen,Uma Thurman,Graham Beckel,Kathy Baker,"$20,000,000",R,Bruce Robinson,"Crime, Drama, Mystery, Thriller","$11,390,479",6.2,,13239,,0,0,0,5,1992-11-06,124.0,Jennifer Eight,http://www.imdb.com/title/tt0104549/,1992
5684,David Cronenberg,David Cronenberg,Paul Hampton,Joe Silver,Lynn Lowry,Paul Hampton,Joe Silver,Lynn Lowry,Allan Kolman,Susan Petrie,"CAD 179,000",R,David Cronenberg,"Horror, Sci-Fi",,6.6,,13963,,0,0,0,1,1975-10-10,87.0,Shivers,http://www.imdb.com/title/tt0073705/,1975
5685,Christopher Guest,Christopher Guest,Eugene Levy,Catherine O'Hara,Harry Shearer,Parker Posey,Catherine O'Hara,Stephen Rannazzisi,Ed Begley Jr.,Eugene Levy,"$12,000,000",PG-13,Christopher Guest,Comedy,"$5,542,025,",6.3,68.0,12747,,0,0,14,3,2006-09-10,86.0,For Your Consideration,http://www.imdb.com/title/tt0470765/,2006
5686,Gordon Parks,Ernest Tidyman,John D.F. Black,Richard Roundtree,Moses Gunn,Charles Cioffi,Richard Roundtree,Moses Gunn,Charles Cioffi,Christopher St. John,"$1,125,000",R,Gordon Parks,"Action, Crime, Thriller","$12,121,618,",6.6,,13301,,0,1,6,4,1971-06-25,100.0,Shaft,http://www.imdb.com/title/tt0067741/,1971
5687,Hirokazu Koreeda,Hirokazu Koreeda,Masaharu Fukuyama,Machiko Ono,Yôko Maki,Masaharu Fukuyama,Machiko Ono,Yôko Maki,Lily Franky,Keita Ninomiya,,NOT RATED,Hirokazu Koreeda,Drama,"$278,442,",7.8,73.0,15056,,0,0,44,21,2013-05-18,121.0,Soshite chichi ni naru,http://www.imdb.com/title/tt2331143/,2013
5688,Angela Robinson,Angela Robinson,Sara Foster,Jordana Brewster,Devon Aoki,Sara Foster,Jordana Brewster,Meagan Good,Devon Aoki,Jill Ritchie,"$3,500,000",PG-13,Angela Robinson,"Action, Comedy, Romance","$96,793,",5.3,42.0,13056,,0,0,2,1,2004-01-22,91.0,D.E.B.S.,http://www.imdb.com/title/tt0367631/,2004
5689,Louis Malle,David Hare,Josephine Hart,Jeremy Irons,Juliette Binoche,Miranda Richardson,Jeremy Irons,Juliette Binoche,Miranda Richardson,Rupert Graves,,R,Louis Malle,"Drama, Romance","$7,532,911",6.9,,13541,,1,0,4,6,1992-12-09,111.0,Damage,http://www.imdb.com/title/tt0104237/,1992
5690,John Frankenheimer,Charles Crichton,Guy Trosper,Thomas E. Gaddis,Burt Lancaster,Karl Malden,Thelma Ritter,Burt Lancaster,Karl Malden,Thelma Ritter,"$2,650,000",NOT RATED,"Charles Crichton, John Frankenheimer","Biography, Crime, Drama",,7.8,,13463,,4,0,8,4,1962-07-03,147.0,Birdman of Alcatraz,http://www.imdb.com/title/tt0055798/,1962
5691,Ingmar Bergman,Ingmar Bergman,Ingrid Thulin,Gunnel Lindblom,Birger Malmsten,Ingrid Thulin,Gunnel Lindblom,Birger Malmsten,Håkan Jahnberg,Jörgen Lindström,,R,Ingmar Bergman,Drama,,8.0,,13716,,0,0,1,3,1963-09-23,96.0,Tystnaden,http://www.imdb.com/title/tt0057611/,1963
5692,Dario Argento,Dario Argento,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Tony Musante,Suzy Kendall,Enrico Maria Salerno,Eva Renzi,Umberto Raho,"$500,000",GP,Dario Argento,"Horror, Mystery, Thriller",,7.2,,13753,,0,0,1,2,1970-02-27,98.0,L'uccello dalle piume di cristallo,http://www.imdb.com/title/tt0065143/,1970
5693,Charles Stone III,Eric Champnella,Keith Mitchell,Bernie Mac,Angela Bassett,Michael Rispoli,Bernie Mac,Angela Bassett,Michael Rispoli,Brian White,"$30,000,000",PG-13,Charles Stone III,"Comedy, Drama, Romance, Sport","$21,800,302,",5.5,57.0,12868,,0,0,5,1,2004-09-08,104.0,Mr 3000,http://www.imdb.com/title/tt0339412/,2004
