,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
406,Bob Fosse,Robert Alan Aurthur,Bob Fosse,Roy Scheider,Jessica Lange,Leland Palmer,Roy Scheider,Jessica Lange,Leland Palmer,Ann Reinking,,Bob Fosse,37823676.0,7.8,nan,21785,,0,4,14,6,1979-12-16,123.0,All That Jazz,1979-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,128555678.06054425,,
407,Orson Welles,Sherwood King,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,Rita Hayworth,Orson Welles,Everett Sloane,Glenn Anders,2300000.0,Orson Welles,7927.0,7.7,nan,21400,,0,0,0,0,1947-12-24,87.0,The Lady from Shanghai,1947-01-01,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,-2292073.0,25412707.726763718,87585.44963045913,,-25325122.27713326
408,Anthony Waller,John Landis,Tim Burns,Tom Everett Scott,Julie Delpy,Vince Vieluf,Tom Everett Scott,Julie Delpy,Vince Vieluf,Phil Buckman,22000000.0,Anthony Waller,26570463.0,5.1,31.0,20514,,0,0,1,3,1997-10-18,105.0,An American Werewolf in Paris,1997-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,4570463.0,33807816.41910335,40831333.42157173,,7023517.002468379
409,Rod Daniel,John Hughes,Amy Holden Jones,Charles Grodin,Bonnie Hunt,Nicholle Tom,Charles Grodin,Bonnie Hunt,Nicholle Tom,Christopher Castile,15000000.0,Rod Daniel,118154166.0,4.8,nan,21476,,1,0,4,0,1993-12-15,89.0,Beethoven's 2nd,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,103154166.0,25613164.124744885,201753469.71869013,,176140305.59394524
410,Adam Kassen,Mark Kassen,Paul Danziger,Chris Lopata,Chris Evans,Mark Kassen,Vinessa Shaw,Chris Evans,Mark Kassen,Marshall Bell,,Mark Kassen Adam Kassen,68945.0,6.9,54.0,20509,,0,0,0,2,2011-04-21,100.0,Puncture,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,75605.30455632742,,
411,Billy Wilder,Billy Wilder,Lesser Samuels,Kirk Douglas,Jan Sterling,Robert Arthur,Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,1800000.0,Billy Wilder,3969893.0,8.2,72.0,22025,,1,0,2,4,1951-06-14,111.0,Ace in the Hole,1951-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,2169893.0,17104495.668328024,37723898.67901431,,20619403.010686282
412,Ted Demme,Marie Weiss,Richard LaGravenese,Denis Leary,Judy Davis,Kevin Spacey,Denis Leary,Judy Davis,Kevin Spacey,Robert J. Steinmiller Jr.,11000000.0,Ted Demme,11439193.0,6.9,nan,21057,,0,0,1,1,1994-03-09,96.0,The Ref,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,439193.0,18305677.179962896,19036561.29611739,,730884.1161544949
413,Brian Gibson,Mark Victor,Michael Grais,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,Oliver Robins,19000000.0,Brian Gibson,40996665.0,5.7,nan,21105,,1,0,4,1,1986-05-23,91.0,Poltergeist II: The Other Side,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,21996665.0,42758710.57333194,92261291.22141302,,49502580.64808108
414,Jack Clayton,Henry James,John Mortimer,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,,Jack Clayton,,7.9,nan,21694,,0,0,3,3,1961-11-24,100.0,The Innocents,1961-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,,,
415,Justin Kerrigan,Justin Kerrigan,John Simm,Lorraine Pilkington,Shaun Parkes,John Simm,Lorraine Pilkington,Shaun Parkes,Nicola Reynolds,Danny Dyer,1368669.9017046161,Justin Kerrigan,104257.0,7.1,53.0,20597,270163.61826552195,0,0,7,9,1999-06-04,99.0,Human Traffic,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-1264412.9017046161,2026765.3368367164,154386.73230076543,400065.97360911325,-1872378.6045359508
416,Peter Hyams,Douglas Preston,Lincoln Child,Penelope Ann Miller,Tom Sizemore,Linda Hunt,Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,40000000.0,Peter Hyams,33956608.0,5.7,55.0,20881,,0,0,4,0,1997-01-10,110.0,The Relic,1997-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-6043392.0,61468757.125642456,52181762.2490662,,-9286994.876576265
417,Martha Coolidge,John Quaintance,Jessica O'Toole,Hilary Duff,Haylie Duff,Anjelica Huston,Hilary Duff,Haylie Duff,Maria Conchita Alonso,Anjelica Huston,,Martha Coolidge,11441751.0,3.9,17.0,20058,,0,0,4,1,2006-08-18,98.0,Material Girls,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,14000208.062266098,,
418,Walter Lang,Ernest Lehman,Oscar Hammerstein II,Yul Brynner,Deborah Kerr,Rita Moreno,Deborah Kerr,Yul Brynner,Rita Moreno,Martin Benson,4550000.0,Walter Lang,21300000.0,7.5,nan,20765,,0,5,11,5,1956-06-28,133.0,The King and I,1956-01-01,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,16750000.0,41287944.211071484,193282024.54853243,,151994080.33746096
419,Joe Dante,Mark L. Smith,Chris Massoglia,Haley Bennett,Nathan Gamble,Chris Massoglia,Haley Bennett,Nathan Gamble,Teri Polo,Bruce Dern,12000000.0,Joe Dante,,5.7,57.0,20560,,0,0,0,1,2009-09-11,92.0,The Hole,2009-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,13797284.384511761,,,
420,John Woo,John Woo,Khan Chan,Tony Chiu-Wai Leung,Takeshi Kaneshiro,Fengyi Zhang,Tony Chiu-Wai Leung,Takeshi Kaneshiro,Fengyi Zhang,Chen Chang,80000000.0,John Woo,121059225.0,7.6,nan,20590,,0,0,14,7,2009-01-04,142.0,Chi bi: Jue zhan tian xia,2009-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,41059225.0,91981895.89674509,139190712.891133,,47208816.99438791
421,George Huang,George Huang,Kevin Spacey,Frank Whaley,Michelle Forbes,Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio Del Toro,T.E. Russell,700000.0,George Huang,376928.0,7.1,66.0,20198,,0,0,4,4,1994-09-10,93.0,Swimming with Sharks,1994-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-323072.0,1164906.7296340023,627265.6625535504,,-537641.067080452
422,Mort Nathan,David Drew Gallagher,Brent Goldberg,Kal Penn,Lauren Cohan,Daniel Percival,Kal Penn,Lauren Cohan,Daniel Percival,Glen Barry,,Mort Nathan,5821159.0,4.8,21.0,20407,,0,0,1,0,2006-12-01,97.0,Van Wilder 2: The Rise of Taj,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,7122811.636394889,,
423,Aaron Schneider,Chris Provenzano,C. Gaby Mitchell,Robert Duvall,Bill Murray,Sissy Spacek,Robert Duvall,Sissy Spacek,Bill Murray,Lucas Black,7500000.0,Aaron Schneider,9176553.0,7.1,77.0,20168,,0,0,27,5,2009-09-12,103.0,Get Low,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,1676553.0,8623302.740319852,10550959.28421205,,1927656.5438921957
424,Ali Taner Baltaci,Cem Yilmaz,Cem Yilmaz,Cem Yilmaz,Mazhar Alanson,Özlem Tekin,Cem Yilmaz,Mazhar Alanson,Özlem Tekin,Tuna Orhan,,Cem Yilmaz Ali Taner Baltaci,,7.5,nan,23114,,0,0,1,2,2006-10-20,122.0,Hokkabaz,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,,,,,
425,Clint Eastwood,Jo Heims,Dean Riesner,Clint Eastwood,Jessica Walter,Donna Mills,Clint Eastwood,Jessica Walter,Donna Mills,John Larch,725000.0,Clint Eastwood,10600000.0,7.0,78.0,21195,,0,0,0,0,1971-10-20,102.0,Play Misty for Me,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,9875000.0,4416588.392309809,64573568.2185986,,60156979.82628878
426,Dennis Hopper,Michael Schiffer,Michael Schiffer,Sean Penn,Robert Duvall,Maria Conchita Alonso,Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,6000000.0,Dennis Hopper,46616067.0,6.7,66.0,20818,,0,0,1,1,1988-04-15,120.0,Colors,1988-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,40616067.0,12515092.667892354,97234066.38627978,,84718973.71838742
427,Gregory Nava,Gregory Nava,Jennifer Lopez,Edward James Olmos,Jon Seda,Jennifer Lopez,Jackie Guerra,Constance Marie,Alex Meneses,Jon Seda,20000000.0,Gregory Nava,35422828.0,6.7,67.0,20964,,0,0,5,8,1997-03-21,127.0,Selena,1997-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,15422828.0,30734378.562821228,54434930.27588518,,23700551.71306395
428,Mike Newell,Ronald Harwood,Gabriel García Márquez,Javier Bardem,Giovanna Mezzogiorno,Benjamin Bratt,Benjamin Bratt,Gina Bernard Forbes,Giovanna Mezzogiorno,Javier Bardem,45000000.0,Mike Newell,31336389.0,6.4,43.0,20373,,0,0,3,0,2007-10-04,139.0,Love in the Time of Cholera,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-13663611.0,53535332.17257581,37280088.760090016,,-16255243.412485795
429,Marwan Hamed,Ahmed Mourad,Karim Abdel Aziz,Khaled El-Sawi,Nelly Karim,Karim Abdel Aziz,Khaled El-Sawi,Nelly Karim,Mohamed Mamdouh,Dareen Haddad,3500000.0,Marwan Hamed,,8.2,nan,20660,,0,0,0,2,2014-07-28,170.0,The Blue Elephant,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,,3646850.889049223,,,
430,Benny Chan,Alan Yuen,Jackie Chan,Nicholas Tse,Mak Bau,Jackie Chan,Nicholas Tse,Mak Bau,Tak-Bun Wong,Winnie Leung,10256673.248032,Benny Chan,11017558.0,7.0,nan,21190,715319.0,0,0,21,7,2004-09-23,123.0,San ging chaat goo si,2004-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,760884.7519680001,13394529.253676644,14388193.848662877,934158.7705398675,993664.5949862355
431,John Irvin,James Carabatsos,Anthony Barrile,Michael Boatman,Don Cheadle,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,Don James,,John Irvin,13839404.0,6.7,nan,20416,,0,0,0,0,1987-08-28,110.0,Hamburger Hill,1987-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,30044021.520580858,,
432,Jules Bass,Arthur Rankin Jr.,Peter S. Beagle,Peter S. Beagle,Jeff Bridges,Mia Farrow,Angela Lansbury,Alan Arkin,Jeff Bridges,Mia Farrow,,Jules Bass Arthur Rankin Jr.,6455530.0,7.5,nan,20913,,0,0,1,0,1982-11-19,92.0,The Last Unicorn,1982-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1980,,,16501338.130259069,,
433,Chris Weitz,Paul Weitz,Elaine May,Warren Beatty,Chris Rock,Regina King,Chazz Palminteri,Chris Rock,Regina King,Chazz Palminteri,49000000.0,Paul Weitz Chris Weitz,71186502.0,5.4,32.0,19907,,0,0,3,0,2001-02-12,87.0,Down to Earth,2001-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,22186502.0,68261187.86365566,99168881.35466325,,30907693.491007593
434,Gorô Miyazaki,Tetsurô Sayama,Hayao Miyazaki,Sarah Bolger,Chris Noth,Anton Yelchin,Masami Nagasawa,Jun'ichi Okada,Keiko Takeshita,Yuriko Ishida,22000000.0,Gor� Miyazaki,61037844.0,7.5,71.0,23053,,0,0,11,6,2011-07-16,91.0,Kokuriko-zaka kara,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,39037844.0,24125269.42112123,66934292.33565309,,42809022.91453185
435,Robert Lieberman,Steven Brill,Kenneth Johnson,Emilio Estevez,Jeffrey Nordling,David Selby,Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,,Robert Lieberman,22936273.0,5.4,nan,20863,,0,0,0,0,1996-10-04,104.0,D3: The Mighty Ducks,1996-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,36070561.20265859,,
436,Bryan Spicer,John Kamps,Arne Olsen,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Jason David Frank,15000000.0,Bryan Spicer,66050379.0,5.1,nan,21979,,0,0,1,0,1995-06-30,95.0,Mighty Morphin Power Rangers: The Movie,1995-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,51050379.0,24281100.300619293,106918391.82619455,,82637291.52557527
437,John Curran,Marion Nelson,Robyn Davidson,Mia Wasikowska,Adam Driver,Lily Pearl,Lily Pearl,Mia Wasikowska,Philip Dodd,Fiona Press,,John Curran,508806.0,7.2,78.0,23224,,0,0,18,2,2013-08-29,112.0,Tracks,2013-01-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,,,538754.4582723576,,
438,George Dunning,Lee Minoff,John Lennon,Paul McCartney,George Harrison,Ringo Starr,The Beatles,Paul Angelis,John Clive,Dick Emery,,George Dunning,,7.4,nan,20520,,0,0,2,2,1968-07-17,90.0,Yellow Submarine,1968-01-01,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1960,,,,,
439,Richard Brooks,Truman Capote,Richard Brooks,Robert Blake,Scott Wilson,John Forsythe,Robert Blake,Scott Wilson,John Forsythe,Paul Stewart,3500000.0,Richard Brooks,,8.0,89.0,20738,,4,0,5,4,1967-12-14,134.0,In Cold Blood,1967-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960,,25880834.37680548,,,
440,Ernst Lubitsch,Melchior Lengyel,Edwin Justus Mayer,Carole Lombard,Jack Benny,Robert Stack,Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,,Ernst Lubitsch,,8.2,86.0,21295,,1,0,1,2,1942-02-19,99.0,To Be or Not to Be,1942-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,,,,,
441,Griffin Dunne,Mimi Hare,Clare Naylor,Uma Thurman,Jeffrey Dean Morgan,Justina Machado,Uma Thurman,Jeffrey Dean Morgan,Colin Firth,Sam Shepard,,Griffin Dunne,,5.6,nan,20878,,0,0,0,0,2008-02-13,90.0,The Accidental Husband,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,,,
442,Mike Binder,Mike Binder,Joan Allen,Kevin Costner,Erika Christensen,Joan Allen,Kevin Costner,Erika Christensen,Keri Russell,Alicia Witt,9000000.0,Mike Binder,18761993.0,6.9,63.0,19849,,0,0,13,5,2005-01-23,118.0,The Upside of Anger,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,9761993.0,11367720.074867897,23697898.274514552,,12330178.199646654
443,Phil Morrison,Angus MacLachlan,Embeth Davidtz,Alessandro Nivola,David Kuhn,Embeth Davidtz,David Kuhn,Alessandro Nivola,Alicia Van Couvering,Jerry Minor,1000000.0,Phil Morrison,3399228.0,7.0,80.0,19982,,1,0,27,21,2005-01-24,106.0,Junebug,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,2399228.0,1263080.0083186552,4293496.930517006,,3030416.9221983505
444,Boaz Yakin,Boaz Yakin,Sheldon Lettich,Thomas Haden Church,Josh Wiggins,Luke Kleintank,Thomas Haden Church,Josh Wiggins,Luke Kleintank,Lauren Graham,20000000.0,Boaz Yakin,42652003.0,6.8,47.0,22653,,0,0,1,1,2015-06-25,111.0,Max,2015-01-01,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010,22652003.0,20814456.347013082,44388912.72780856,,23574456.38079547
445,Michael Apted,Harold T.P. Hayes,Dian Fossey,Sigourney Weaver,Bryan Brown,Julie Harris,Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi,22000000.0,Michael Apted,61149479.0,7.0,nan,20726,,5,0,4,6,1988-10-07,129.0,Gorillas in the Mist: The Story of Dian Fossey,1988-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,39149479.0,45888673.115605295,127548566.04638958,,81659892.93078429
446,Forest Whitaker,Steven Rogers,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Mae Whitman,Michael Paré,30000000.0,Forest Whitaker,81471882.0,5.9,42.0,21071,,0,0,9,3,1998-05-29,114.0,Hope Floats,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,51471882.0,45396881.559306145,123285645.91892555,,77888764.3596194
447,Oliver Parker,Oscar Wilde,Oliver Parker,Rupert Everett,Colin Firth,Frances O'Connor,Rupert Everett,Colin Firth,Frances O'Connor,Reese Witherspoon,15000000.0,Oliver Parker,8378141.0,6.9,60.0,20165,,0,0,2,2,2002-06-21,97.0,The Importance of Being Earnest,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,-6621859.0,20570034.746351633,11489243.431988882,,-9080791.314362751
448,Jean Cocteau,René Clément,Jean Cocteau,Jean Cocteau,Jean Marais,Josette Day,Mila Parély,Jean Marais,Josette Day,Mila Parély,,Jean Cocteau Ren� Cl�ment,298718.0,8.0,92.0,20806,,0,0,2,1,1946-09-01,96.0,La belle et la b�te,1946-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,,,3775463.8939068383,,
449,Stanley Donen,Leonard Gershe,Audrey Hepburn,Fred Astaire,Kay Thompson,Audrey Hepburn,Fred Astaire,Kay Thompson,Michel Auclair,Robert Flemyng,3000000.0,Stanley Donen,,7.1,nan,21616,,4,0,6,2,1957-02-13,103.0,Funny Face,1957-01-01,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,26342580.83342123,,,
450,Ingmar Bergman,Ulla Isaksson,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Max von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,Axel Düberg,,Ingmar Bergman,,8.1,nan,21049,,0,1,2,4,1960-02-08,89.0,Jungfruk�llan,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,,,
451,Atom Egoyan,Atom Egoyan,David Fraser,Ryan Reynolds,Scott Speedman,Rosario Dawson,Kevin Durand,Alexia Fast,Mireille Enos,Rosario Dawson,,Atom Egoyan,,5.9,36.0,22876,,0,0,7,1,2014-05-16,112.0,The Captive,2014-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
