,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG
581,Ted Kotcheff,David Morrell,Michael Kozoll,Sylvester Stallone,Brian Dennehy,Richard Crenna,Sylvester Stallone,Richard Crenna,Brian Dennehy,Bill McKinney,15000000.0,Ted Kotcheff,125212904.0,7.7,62.0,188565,,0,0,2,1,1982-10-22,93.0,First Blood,1982-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
582,Michael Bay,George Gallo,Michael Barrie,Will Smith,Martin Lawrence,Lisa Boyle,Lisa Boyle,Will Smith,Martin Lawrence,Michael Taliferro,19000000.0,Michael Bay,141407024.0,6.8,41.0,190389,,0,0,3,1,1995-04-07,119.0,Bad Boys,1995-01-01,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
583,Tim Burton,Len Brown,Woody Gelman,Jack Nicholson,Pierce Brosnan,Sarah Jessica Parker,Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,70000000.0,Tim Burton,101371017.0,6.3,52.0,186217,,0,0,19,3,1996-12-12,106.0,Mars Attacks!,1996-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
584,Jon Favreau,Roberto Orci,Alex Kurtzman,Daniel Craig,Harrison Ford,Olivia Wilde,Daniel Craig,Abigail Spencer,Buck Taylor,Matthew Taylor,163000000.0,Jon Favreau,174822325.0,6.0,50.0,185774,,0,0,16,1,2011-07-29,119.0,Cowboys & Aliens,2011-01-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
585,Jon Hurwitz,Hayden Schlossberg,Jon Hurwitz,Hayden Schlossberg,Jason Biggs,Alyson Hannigan,Seann William Scott,Jason Biggs,Alyson Hannigan,Chris Klein,50000000.0,Jon Hurwitz Hayden Schlossberg,234989584.0,6.7,49.0,183081,,0,0,4,1,2012-04-04,113.0,American Reunion,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,Rob Marshall,Bill Condon,Bob Fosse,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Taye Diggs,Cliff Saunders,Catherine Zeta-Jones,Renée Zellweger,45000000.0,Rob Marshall,306776732.0,7.2,82.0,188373,,0,6,128,51,2002-12-10,113.0,Chicago,2002-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
587,Tony Bancroft,Barry Cook,Robert D. San Souci,Rita Hsiao,Ming-Na Wen,Eddie Murphy,BD Wong,Miguel Ferrer,Harvey Fierstein,Freda Foh Shen,90000000.0,Tony Bancroft Barry Cook,304320254.0,7.6,71.0,198654,,1,0,20,17,1998-06-05,88.0,Mulan,1998-01-01,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
588,Lasse Hallström,Peter Hedges,Peter Hedges,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Mary Steenburgen,11000000.0,Lasse Hallstr?m,9170214.0,7.8,73.0,186143,,1,0,6,7,1993-10-01,118.0,What's Eating Gilbert Grape,1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
589,Richard Attenborough,John Briley,Ben Kingsley,John Gielgud,Candice Bergen,Ben Kingsley,Candice Bergen,Edward Fox,John Gielgud,Trevor Howard,22000000.0,Richard Attenborough,127767889.0,8.1,79.0,191037,,0,8,20,27,1982-11-30,191.0,Gandhi,1982-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,Sharon Maguire,Helen Fielding,Helen Fielding,Renée Zellweger,Colin Firth,Hugh Grant,Renée Zellweger,Gemma Jones,Celia Imrie,James Faulkner,25000000.0,Sharon Maguire,281929795.0,6.7,66.0,192511,3986266.202090592,1,0,29,8,2001-04-04,97.0,Bridget Jones's Diary,2001-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
591,Nimród Antal,Alex Litvak,Michael Finch,Adrien Brody,Laurence Fishburne,Topher Grace,Adrien Brody,Topher Grace,Alice Braga,Walton Goggins,40000000.0,Nimr?d Antal,127233108.0,6.4,51.0,185210,,0,0,4,2,2010-07-07,107.0,Predators,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
592,Luke Greenfield,David Wagner,Brent Goldberg,Emile Hirsch,Nicholas Downs,Elisha Cuthbert,Emile Hirsch,Elisha Cuthbert,Timothy Olyphant,James Remar,25000000.0,Luke Greenfield,14589444.0,6.8,47.0,182198,,0,0,4,2,2004-02-18,108.0,The Girl Next Door,2004-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
593,Peter Segal,David Dorfman,Jack Nicholson,Adam Sandler,Marisa Tomei,Adam Sandler,Jack Nicholson,Marisa Tomei,Luis Guzmán,Allen Covert,75000000.0,Peter Segal,195745823.0,6.2,52.0,182484,,0,0,5,2,2003-03-05,106.0,Anger Management,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,Steven Soderbergh,Simon Moore,Stephen Gaghan,Michael Douglas,Benicio Del Toro,Catherine Zeta-Jones,Benicio Del Toro,Jacob Vargas,Andrew Chavez,Michael Saucedo,48000000.0,Steven Soderbergh,83400000.0,7.6,86.0,179296,,0,4,83,69,2000-12-06,147.0,Traffic,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
595,Ron Clements,John Musker,John Musker,Ron Clements,Jodi Benson,Samuel E. Wright,Rene Auberjonois,Rene Auberjonois,Christopher Daniel Barnes,Jodi Benson,40000000.0,Ron Clements John Musker,211343479.0,7.6,nan,192737,,0,2,8,10,1989-11-13,83.0,The Little Mermaid,1989-01-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
596,Jean-Pierre Jeunet,Dan O'Bannon,Ronald Shusett,Sigourney Weaver,Winona Ryder,Dominique Pinon,Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,75000000.0,Jean-Pierre Jeunet,161376068.0,6.2,63.0,194804,,0,0,18,6,1997-11-06,109.0,Alien: Resurrection,1997-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
597,Randal Kleiser,Jim Jacobs,Warren Casey,John Travolta,Olivia Newton-John,Stockard Channing,John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,6000000.0,Randal Kleiser,394955690.0,7.2,70.0,189439,,1,0,7,3,1978-06-13,110.0,Grease,1978-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
598,Lee Tamahori,Ian Fleming,Neal Purvis,Pierce Brosnan,Halle Berry,Rosamund Pike,Pierce Brosnan,Halle Berry,Toby Stephens,Rosamund Pike,142000000.0,Lee Tamahori,431971116.0,6.1,56.0,181765,5777291.956934769,0,0,34,6,2002-11-18,133.0,Die Another Day,2002-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
599,Paul Feig,Paul Feig,Melissa McCarthy,Rose Byrne,Jude Law,Jude Law,Raad Rawi,Melissa McCarthy,Jessica Chaffin,Miranda Hart,65000000.0,Paul Feig,236400000.0,7.0,75.0,198293,,0,0,27,6,2015-03-15,119.0,Spy,2015-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
600,Martin Brest,Ron Osborn,Jeff Reno,Brad Pitt,Anthony Hopkins,Claire Forlani,Brad Pitt,Anthony Hopkins,Claire Forlani,Jake Weber,90000000.0,Martin Brest,142940100.0,7.2,43.0,183382,,0,0,6,3,1998-11-02,178.0,Meet Joe Black,1998-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,Ivan Reitman,Elizabeth Meriwether,Michael Samonek,Natalie Portman,Ashton Kutcher,Kevin Kline,Natalie Portman,Ashton Kutcher,Kevin Kline,Cary Elwes,25000000.0,Ivan Reitman,149228077.0,6.2,50.0,185033,,0,0,6,2,2011-01-11,108.0,No Strings Attached,2011-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,Wilson Yip,Edmond Wong,Tai-lee Chan,Donnie Yen,Simon Yam,Siu-Wong Fan,Donnie Yen,Simon Yam,Lynn Hung,Hiroyuki Ikeuchi,11715578.0,Wilson Yip,22114423.0,8.1,59.0,186962,,0,0,16,12,2008-12-12,106.0,Yip Man,2008-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
603,Richard Linklater,Richard Linklater,Julie Delpy,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,2700000.0,Richard Linklater,5792822.0,8.1,90.0,186474,,1,0,30,9,2004-02-10,80.0,Before Sunset,2004-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
604,Wolfgang Petersen,Wolfgang Petersen,Lothar G. Buchheim,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,14000000.0,Wolfgang Petersen,73482661.0,8.4,86.0,188811,,6,0,5,13,1981-09-17,149.0,Das Boot,1981-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
605,Mike Nichols,Patrick Marber,Patrick Marber,Natalie Portman,Jude Law,Clive Owen,Julia Roberts,Jude Law,Natalie Portman,Clive Owen,27000000.0,Mike Nichols,115505027.0,7.3,65.0,180246,,2,0,47,21,2004-11-22,104.0,Closer,2004-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
606,Peter Weir,Patrick O'Brian,Peter Weir,Russell Crowe,Paul Bettany,Billy Boyd,Russell Crowe,Paul Bettany,James D'Arcy,Edward Woodall,150000000.0,Peter Weir,212011111.0,7.4,81.0,180670,,0,2,90,21,2003-11-14,138.0,Master and Commander: The Far Side of the World,2003-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
607,Peter Segal,Tom J. Astle,Matt Ember,Steve Carell,Anne Hathaway,Alan Arkin,Steve Carell,Anne Hathaway,Dwayne Johnson,Alan Arkin,80000000.0,Peter Segal,230685453.0,6.5,54.0,178890,,0,0,6,2,2008-06-19,110.0,Get Smart,2008-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
608,Richard LaGravenese,Richard LaGravenese,Steven Rogers,Hilary Swank,Gerard Butler,Harry Connick Jr.,Hilary Swank,Gerard Butler,Lisa Kudrow,Gina Gershon,30000000.0,Richard LaGravenese,156835339.0,7.1,39.0,182483,,0,0,4,2,2007-12-20,126.0,P.S. I Love You,2007-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
609,Robert Rodriguez,Robert Rodriguez,Rose McGowan,Freddy Rodríguez,Josh Brolin,Rose McGowan,Freddy Rodríguez,Josh Brolin,Marley Shelton,Jeff Fahey,,Robert Rodriguez,,7.1,nan,179711,,0,0,2,0,2007-06-21,105.0,Planet Terror,2007-01-01,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
610,Baz Luhrmann,William Shakespeare,Craig Pearce,Leonardo DiCaprio,Claire Danes,John Leguizamo,Leonardo DiCaprio,Claire Danes,John Leguizamo,Harold Perrineau,14500000.0,Baz Luhrmann,147554998.0,6.8,60.0,183347,,1,0,27,15,1996-10-27,120.0,Romeo + Juliet,1996-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
611,Jonathan Liebesman,Josh Appelbaum,André Nemec,Megan Fox,Will Arnett,William Fichtner,Megan Fox,Will Arnett,William Fichtner,Alan Ritchson,125000000.0,Jonathan Liebesman,493333584.0,5.8,31.0,183730,,0,0,10,1,2014-08-03,101.0,Teenage Mutant Ninja Turtles,2014-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
612,Carlos Saldanha,Mike Thurmeier,Peter Ackerman,Michael Berg,Ray Romano,John Leguizamo,Denis Leary,Eunice Cho,Karen Disher,Harrison Fahn,90000000.0,Mike Thurmeier Carlos Saldanha,886686817.0,7.0,50.0,186186,,0,0,13,3,2009-06-26,94.0,Ice Age: Dawn of the Dinosaurs,2009-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
613,Daniel Espinosa,David Guggenheim,Denzel Washington,Ryan Reynolds,Robert Patrick,Denzel Washington,Ryan Reynolds,Vera Farmiga,Brendan Gleeson,Sam Shepard,85000000.0,Daniel Espinosa,208076205.0,6.8,52.0,180125,,0,0,7,1,2012-02-07,115.0,Safe House,2012-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
614,Paul W.S. Anderson,Paul W.S. Anderson,Paul W.S. Anderson,Jason Statham,Joan Allen,Tyrese Gibson,Jason Statham,Joan Allen,Ian McShane,Tyrese Gibson,45000000.0,Paul W.S. Anderson,75677515.0,6.4,43.0,178693,,0,0,5,1,2008-08-21,105.0,Death Race,2008-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
615,Michael Spierig,Peter Spierig,Michael Spierig,Peter Spierig,Ethan Hawke,Sarah Snook,Noah Taylor,Ethan Hawke,Sarah Snook,Christopher Kirby,,Michael Spierig Peter Spierig,4824499.0,7.5,69.0,203458,,0,0,18,11,2014-03-08,97.0,Predestination,2014-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
616,Woody Allen,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Jonathan Rhys Meyers,Alexander Armstrong,Paul Kaye,Matthew Goode,Brian Cox,15000000.0,Woody Allen,87989926.0,7.7,72.0,181747,403212.8686327078,1,0,30,11,2005-05-12,124.0,Match Point,2005-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
617,John Hamburg,John Hamburg,Larry Levin,Paul Rudd,Jason Segel,Rashida Jones,Paul Rudd,Rashida Jones,Sarah Burns,Greg Levine,40000000.0,John Hamburg,91636986.0,7.0,70.0,177198,,0,0,8,1,2009-03-13,105.0,I Love You Man,2009-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
618,Ethan Maniquis,Robert Rodriguez,Robert Rodriguez,Álvaro Rodríguez,Danny Trejo,Michelle Rodriguez,Robert De Niro,Danny Trejo,Robert De Niro,Jessica Alba,10500000.0,Ethan Maniquis Robert Rodriguez,44093316.0,6.6,60.0,175133,,0,0,6,2,2010-09-01,105.0,Machete,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
619,John Sturges,Paul Brickhill,James Clavell,Steve McQueen,James Garner,Richard Attenborough,Steve McQueen,James Garner,Richard Attenborough,James Donald,4000000.0,John Sturges,11744471.0,8.2,87.0,185718,,1,0,9,2,1963-06-20,172.0,The Great Escape,1963-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
620,John Moore,Skip Woods,Roderick Thorp,Bruce Willis,Jai Courtney,Sebastian Koch,Bruce Willis,Jai Courtney,Sebastian Koch,Mary Elizabeth Winstead,92000000.0,John Moore,304654182.0,5.3,28.0,178328,,0,0,7,4,2013-02-06,98.0,A Good Day to Die Hard,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
621,Carlos Saldanha,Carlos Saldanha,Earl Richey Jones,Jesse Eisenberg,Anne Hathaway,George Lopez,Karen Disher,Jason Fricchione,Sofia Scarpa Saldanha,Leslie Mann,90000000.0,Carlos Saldanha,487519809.0,6.9,63.0,179727,,1,0,29,3,2011-03-22,96.0,Rio,2011-01-01,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
622,Joel Schumacher,Fernley Phillips,Jim Carrey,Virginia Madsen,Logan Lerman,Jim Carrey,Virginia Madsen,Logan Lerman,Danny Huston,Lynn Collins,32000000.0,Joel Schumacher,77566815.0,6.4,nan,176462,,0,0,5,0,2007-02-13,98.0,The Number 23,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
623,Genndy Tartakovsky,Peter Baynham,Robert Smigel,Adam Sandler,Kevin James,Andy Samberg,Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,85000000.0,Genndy Tartakovsky,358375603.0,7.1,47.0,184761,,0,0,14,2,2012-09-08,91.0,Hotel Transylvania,2012-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
624,Roland Emmerich,James Vanderbilt,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,Richard Jenkins,150000000.0,Roland Emmerich,205366737.0,6.4,52.0,179815,,0,0,9,3,2013-06-21,131.0,White House Down,2013-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
625,Robert Luketic,Nicole Eastman,Karen McCullah,Katherine Heigl,Gerard Butler,Bree Turner,Katherine Heigl,Gerard Butler,Bree Turner,Eric Winter,38000000.0,Robert Luketic,205298907.0,6.5,28.0,178883,,0,0,5,3,2009-07-16,96.0,The Ugly Truth,2009-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
626,Tony Scott,Quentin Tarantino,Christian Slater,Patricia Arquette,Dennis Hopper,Christian Slater,Patricia Arquette,Dennis Hopper,Val Kilmer,Gary Oldman,13000000.0,Tony Scott,12281500.0,7.9,57.0,177356,,0,0,10,1,1993-09-08,120.0,True Romance,1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
627,M. Night Shyamalan,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,John Leguizamo,Mark Wahlberg,Zooey Deschanel,John Leguizamo,Ashlyn Sanchez,Betty Buckley,48000000.0,M. Night Shyamalan,163403799.0,5.0,34.0,176108,,0,0,10,3,2008-06-10,91.0,The Happening,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
628,Brian De Palma,Edwin Torres,David Koepp,Al Pacino,Sean Penn,Penelope Ann Miller,Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,30000000.0,Brian De Palma,63848322.0,7.9,nan,175699,,0,0,5,1,1993-11-07,144.0,Carlito's Way,1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
629,Jay Roach,Mike Myers,Michael McCullers,Mike Myers,Beyoncé,Seth Green,Mike Myers,Beyoncé,Seth Green,Michael York,63000000.0,Jay Roach,296655431.0,6.2,62.0,174284,,0,0,21,5,2002-07-22,94.0,Austin Powers in Goldmember,2002-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
630,Adam Shankman,Nicholas Sparks,Karen Janszen,Mandy Moore,Shane West,Peter Coyote,Shane West,Mandy Moore,Peter Coyote,Daryl Hannah,11000000.0,Adam Shankman,41227069.0,7.4,35.0,177478,,0,0,2,4,2002-01-23,101.0,A Walk to Remember,2002-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
631,Jesse Dylan,Adam Herz,Adam Herz,Jason Biggs,Alyson Hannigan,Seann William Scott,Jason Biggs,Seann William Scott,Alyson Hannigan,Eddie Kaye Thomas,55000000.0,Jesse Dylan,231449203.0,6.3,43.0,173702,,0,0,6,3,2003-07-24,96.0,American Wedding,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
632,Trey Parker,Trey Parker,Matt Stone,Trey Parker,Matt Stone,Mary Kay Bergman,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,21000000.0,Trey Parker,6000000.0,7.8,73.0,173882,,1,0,10,7,1999-06-30,81.0,South Park: Bigger Longer & Uncut,1999-01-01,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
633,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,Antonio Tarver,Milo Ventimiglia,Sylvester Stallone,Burt Young,Antonio Tarver,Geraldine Hughes,24000000.0,Sylvester Stallone,155721132.0,7.2,63.0,177128,,0,0,3,0,2006-12-13,102.0,Rocky Balboa,2006-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
