,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG
1116,Wes Craven,Kevin Williamson,Neve Campbell,Courteney Cox,David Arquette,Lucy Hale,Roger Jackson,Shenae Grimes-Beech,Dane Farwell,Anna Paquin,40000000.0,Wes Craven,97138686.0,6.2,52.0,111922,,0,0,6,1,2011-04-11,111.0,Scream 4,2011-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1117,John Erick Dowdle,Brian Nelson,M. Night Shyamalan,Chris Messina,Caroline Dhavernas,Bokeem Woodbine,Chris Messina,Logan Marshall-Green,Jenny O'Hara,Bojana Novakovic,10000000.0,John Erick Dowdle,62695489.0,6.2,44.0,114588,,0,0,2,0,2010-09-16,80.0,Devil,2010-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,Akiva Schaffer,Jared Stern,Seth Rogen,Ben Stiller,Vince Vaughn,Jonah Hill,Ben Stiller,Vince Vaughn,Jonah Hill,Richard Ayoade,68000000.0,Akiva Schaffer,68267862.0,5.7,36.0,110809,,0,0,2,0,2012-07-27,102.0,The Watch,2012-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1119,Judd Apatow,Judd Apatow,Judd Apatow,Paul Rudd,Leslie Mann,Maude Apatow,Paul Rudd,Leslie Mann,Maude Apatow,Iris Apatow,35000000.0,Judd Apatow,88058786.0,6.2,59.0,111102,,0,0,11,2,2012-12-20,134.0,This Is 40,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1120,Kenneth Branagh,Chris Weitz,Charles Perrault,Lily James,Cate Blanchett,Richard Madden,Cate Blanchett,Lily James,Richard Madden,Helena Bonham Carter,95000000.0,Kenneth Branagh,543514353.0,6.9,67.0,125904,,1,0,35,8,2015-02-13,105.0,Cinderella,2015-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1121,Joel Coen,Ethan Coen,Joel Coen,Ethan Coen,Gabriel Byrne,Albert Finney,John Turturro,Gabriel Byrne,Marcia Gay Harden,John Turturro,14000000.0,Joel Coen Ethan Coen,5080409.0,7.8,66.0,111771,,0,0,15,4,1990-09-21,115.0,Miller's Crossing,1990-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1122,Angelina Jolie,Joel Coen,Ethan Coen,Jack O'Connell,Miyavi,Domhnall Gleeson,Jack O'Connell,Domhnall Gleeson,Garrett Hedlund,Miyavi,65000000.0,Angelina Jolie,161459297.0,7.2,59.0,120454,,3,0,29,14,2014-11-17,137.0,Unbroken,2014-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1123,Simon Wells,H.G. Wells,David Duncan,Guy Pearce,Yancey Arias,Mark Addy,Guy Pearce,Mark Addy,Phyllida Law,Sienna Guillory,80000000.0,Simon Wells,123729176.0,5.9,42.0,108960,,1,0,3,2,2002-03-04,96.0,The Time Machine,2002-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1124,Sidney Lumet,Paddy Chayefsky,Faye Dunaway,William Holden,Peter Finch,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Wesley Addy,,Sidney Lumet,,8.1,88.0,117239,,0,4,25,15,1976-11-14,121.0,Network,1976-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1125,Gary Ross,Gary Ross,Tobey Maguire,Jeff Daniels,Joan Allen,Tobey Maguire,Reese Witherspoon,William H. Macy,Joan Allen,Jeff Daniels,40000000.0,Gary Ross,49789066.0,7.5,71.0,109641,,3,0,41,18,1998-09-17,124.0,Pleasantville,1998-01-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1126,Mathieu Kassovitz,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,Solo,,Mathieu Kassovitz,309811.0,8.1,nan,118350,,0,0,13,8,1995-05-27,98.0,La haine,1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1127,Randall Wallace,Harold G. Moore,Joseph L. Galloway,Mel Gibson,Madeleine Stowe,Greg Kinnear,Mel Gibson,Madeleine Stowe,Greg Kinnear,Sam Elliott,75000000.0,Randall Wallace,114660784.0,7.2,65.0,113706,,0,0,5,3,2002-02-25,138.0,We Were Soldiers,2002-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1128,Bobby Farrelly,Peter Farrelly,Pete Jones,Peter Farrelly,Owen Wilson,Jason Sudeikis,Christina Applegate,Owen Wilson,Jason Sudeikis,Jenna Fischer,36000000.0,Bobby Farrelly Peter Farrelly,83160734.0,5.9,45.0,109223,,0,0,0,0,2011-02-23,105.0,Hall Pass,2011-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1129,Chris Wedge,Carlos Saldanha,Ron Mita,Jim McClain,Ewan McGregor,Halle Berry,Mel Brooks,Paula Abdul,Halle Berry,Lucille Bliss,75000000.0,Chris Wedge Carlos Saldanha,260718330.0,6.3,64.0,113683,,0,0,22,2,2005-03-10,91.0,Robots,2005-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1130,Gary Trousdale,Kirk Wise,Tab Murphy,Victor Hugo,Demi Moore,Jason Alexander,Mary Kay Bergman,Jason Alexander,Mary Kay Bergman,Corey Burton,100000000.0,Gary Trousdale Kirk Wise,325338851.0,6.9,nan,116254,,1,0,21,8,1996-06-19,91.0,The Hunchback of Notre Dame,1996-01-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1131,James Wong,Glen Morgan,James Wong,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,25000000.0,James Wong,117719158.0,5.8,41.0,112515,,0,0,6,0,2006-02-09,93.0,Final Destination 3,2006-01-01,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1132,John Landis,Timothy Harris,Herschel Weingrod,Eddie Murphy,Dan Aykroyd,Ralph Bellamy,Denholm Elliott,Dan Aykroyd,Maurice Woods,Richard D. Fisher Jr.,15000000.0,John Landis,90404800.0,7.5,69.0,114516,,1,0,4,3,1983-06-08,116.0,Trading Places,1983-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1133,Jan de Bont,Dean Georgaris,Steven E. de Souza,Angelina Jolie,Gerard Butler,Chris Barrie,Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,95000000.0,Jan de Bont,156505388.0,5.5,43.0,112030,,0,0,3,1,2003-07-21,117.0,Lara Croft Tomb Raider: The Cradle of Life,2003-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1134,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio,Armie Hammer,Naomi Watts,Leonardo DiCaprio,Josh Hamilton,Geoff Pierson,Cheryl Lawson,Kaitlyn Dever,35000000.0,Clint Eastwood,84606030.0,6.6,59.0,110446,,0,0,16,5,2011-11-03,137.0,J. Edgar,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1135,Akira Kurosawa,Ryûnosuke Akutagawa,Akira Kurosawa,Toshirô Mifune,Machiko Kyô,Masayuki Mori,Toshirô Mifune,Machiko Kyô,Masayuki Mori,Takashi Shimura,250000.0,Akira Kurosawa,,8.3,nan,117575,,1,0,4,9,1950-08-26,88.0,Rash?mon,1950-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,Jim Sharman,Richard O'Brien,Jim Sharman,Tim Curry,Susan Sarandon,Barry Bostwick,Tim Curry,Susan Sarandon,Barry Bostwick,Richard O'Brien,1200000.0,Jim Sharman,139876417.0,7.4,58.0,114554,,0,0,4,3,1975-08-14,100.0,The Rocky Horror Picture Show,1975-01-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1137,Ivan Reitman,Don Jakoby,David Diamond,David Duchovny,Orlando Jones,Julianne Moore,David Duchovny,Julianne Moore,Orlando Jones,Seann William Scott,80000000.0,Ivan Reitman,98376292.0,6.1,40.0,107955,,0,0,2,0,2001-06-08,101.0,Evolution,2001-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1138,George Clooney,George Clooney,Grant Heslov,George Clooney,Matt Damon,Bill Murray,George Clooney,Matt Damon,Bill Murray,Cate Blanchett,70000000.0,George Clooney,159231620.0,6.1,52.0,111554,,0,0,3,3,2014-02-04,118.0,The Monuments Men,2014-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1139,Baz Luhrmann,Stuart Beattie,Baz Luhrmann,Nicole Kidman,Hugh Jackman,Shea Adams,Shea Adams,Eddie Baroo,Ray Barrett,Tony Barry,130000000.0,Baz Luhrmann,211342221.0,6.6,53.0,109031,,1,0,35,11,2008-11-18,165.0,Australia,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1140,Ethan Coen,Joel Coen,Joel Coen,Ethan Coen,Michael Stuhlbarg,Richard Kind,Sari Lennick,Michael Stuhlbarg,Richard Kind,Fred Melamed,7000000.0,Joel Coen Ethan Coen,9190525.0,7.0,79.0,112018,,2,0,72,17,2009-09-12,106.0,A Serious Man,2009-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1141,Chuck Russell,Stephen Sommers,Jonathan Hales,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,60000000.0,Chuck Russell,165333180.0,5.5,45.0,112713,,0,0,3,2,2002-04-15,92.0,The Scorpion King,2002-01-01,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1142,Peyton Reed,Jeremy Garelick,Jay Lavender,Jennifer Aniston,Vince Vaughn,Jon Favreau,Vince Vaughn,Jennifer Aniston,Joey Lauren Adams,Cole Hauser,52000000.0,Peyton Reed,204999686.0,5.8,45.0,110013,,0,0,5,2,2006-05-22,106.0,The Break-Up,2006-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1143,Joel Zwick,Nia Vardalos,Nia Vardalos,John Corbett,Michael Constantine,Nia Vardalos,Michael Constantine,Christina Eleusiniotis,Kaylee Vieira,John Kalangis,5000000.0,Joel Zwick,368744044.0,6.6,62.0,109027,,1,0,28,20,2002-02-22,95.0,My Big Fat Greek Wedding,2002-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1144,Stephen Daldry,Michael Cunningham,David Hare,Meryl Streep,Nicole Kidman,Julianne Moore,Nicole Kidman,Julianne Moore,Meryl Streep,Stephen Dillane,25000000.0,Stephen Daldry,108846072.0,7.6,80.0,110107,,0,1,125,41,2002-12-15,110.0,The Hours,2002-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1145,Baltasar Kormákur,Aaron Guzikowski,Arnaldur Indriðason,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg,Caleb Landry Jones,Jason Mitchell,Paul LeBlanc,25000000.0,Baltasar Korm?kur,96262212.0,6.5,51.0,107140,,0,0,0,1,2012-01-12,109.0,Contraband,2012-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1146,George Miller,George Ogilvie,Terry Hayes,George Miller,Mel Gibson,Tina Turner,Bruce Spence,Mel Gibson,Bruce Spence,Adam Cockburn,10000000.0,George Ogilvie George Miller,36200000.0,6.3,80.0,111063,,0,0,7,1,1985-06-29,107.0,Mad Max Beyond Thunderdome,1985-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1147,Frank Oz,Daniel E. Taylor,Kario Salem,Robert De Niro,Edward Norton,Marlon Brando,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,68000000.0,Frank Oz,113579918.0,6.8,71.0,108233,,0,0,1,1,2001-07-09,124.0,The Score,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1148,Edward Zwick,Kevin Jarre,Lincoln Kirstein,Matthew Broderick,Denzel Washington,Cary Elwes,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,18000000.0,Edward Zwick,26830000.0,7.9,nan,108455,,0,3,18,11,1989-12-15,122.0,Glory,1989-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1149,Paul Verhoeven,Gary Scott Thompson,Andrew W. Marlowe,Kevin Bacon,Elisabeth Shue,Josh Brolin,Elisabeth Shue,Kevin Bacon,Josh Brolin,Kim Dickens,95000000.0,Paul Verhoeven,118000000.0,5.7,24.0,109035,,1,0,11,7,2000-08-02,112.0,Hollow Man,2000-01-01,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1150,Stanley Kubrick,Stanley Kubrick,William Makepeace Thackeray,Ryan O'Neal,Marisa Berenson,Patrick Magee,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,11000000.0,Stanley Kubrick,31500000.0,8.1,nan,115781,,0,4,14,13,1975-12-11,185.0,Barry Lyndon,1975-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1151,Jim Field Smith,Sean Anders,John Morris,Jay Baruchel,Alice Eve,T.J. Miller,Jay Baruchel,Alice Eve,T.J. Miller,Mike Vogel,20000000.0,Jim Field Smith,31584722.0,6.4,46.0,108940,,0,0,1,0,2010-03-11,104.0,She's Out of My League,2010-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1152,Pedro Almodóvar,Thierry Jonquet,Pedro Almodóvar,Antonio Banderas,Elena Anaya,Jan Cornet,Antonio Banderas,Elena Anaya,Marisa Paredes,Jan Cornet,13000000.0,Pedro Almod?var,30842353.0,7.6,70.0,114606,,0,0,65,27,2011-05-19,120.0,La piel que habito,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1153,John McTiernan,Michael Crichton,Michael Crichton,William Wisher,Antonio Banderas,Diane Venora,Dennis Storhøi,Antonio Banderas,Diane Venora,Dennis Storhøi,160000000.0,Michael Crichton John McTiernan,29000000.0,6.6,42.0,106518,,0,0,2,2,1999-06-25,102.0,The 13th Warrior,1999-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1154,Rob Marshall,James Lapine,Stephen Sondheim,Anna Kendrick,Meryl Streep,Chris Pine,Anna Kendrick,Daniel Huttlestone,James Corden,Emily Blunt,50000000.0,Rob Marshall,212902372.0,6.0,69.0,114808,,3,0,71,11,2014-12-08,125.0,Into the Woods,2014-01-01,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1155,Peter Berg,Matthew Michael Carnahan,Jamie Foxx,Chris Cooper,Jennifer Garner,Jamie Foxx,Chris Cooper,Jennifer Garner,Jason Bateman,Ashraf Barhom,70000000.0,Peter Berg,86658558.0,7.1,56.0,107627,,0,0,5,0,2007-08-22,110.0,The Kingdom,2007-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1156,Colin Trevorrow,Derek Connolly,Aubrey Plaza,Mark Duplass,Jake Johnson,Aubrey Plaza,Lauren Carlos,Basil Harris,Mary Lynn Rajskub,Jake Johnson,750000.0,Colin Trevorrow,4010957.0,7.0,72.0,107602,,0,0,18,7,2012-01-22,86.0,Safety Not Guaranteed,2012-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1157,John Lasseter,Brad Lewis,John Lasseter,Brad Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Larry the Cable Guy,Owen Wilson,Michael Caine,200000000.0,John Lasseter Brad Lewis,559852396.0,6.2,57.0,120897,,0,0,18,1,2011-06-18,106.0,Cars 2,2011-01-01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1158,Ridley Scott,Callie Khouri,Susan Sarandon,Geena Davis,Harvey Keitel,Susan Sarandon,Geena Davis,Harvey Keitel,Michael Madsen,Christopher McDonald,16500000.0,Ridley Scott,45361000.0,7.4,88.0,112095,,0,1,40,20,1991-05-20,130.0,Thelma & Louise,1991-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1159,Clint Eastwood,William Broyles Jr.,Paul Haggis,Ryan Phillippe,Barry Pepper,Joseph Cross,Ryan Phillippe,Jesse Bradford,Adam Beach,John Benjamin Hickey,90000000.0,Clint Eastwood,65900249.0,7.1,79.0,107411,,2,0,24,15,2006-10-09,135.0,Flags of Our Fathers,2006-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1160,Elia Kazan,Budd Schulberg,Budd Schulberg,Marlon Brando,Karl Malden,Lee J. Cobb,Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,910000.0,Elia Kazan,9600000.0,8.2,88.0,114283,,0,8,9,21,1954-06-22,108.0,On the Waterfront,1954-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1161,William Wyler,Ian McLellan Hunter,John Dighton,Gregory Peck,Audrey Hepburn,Eddie Albert,Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,1500000.0,William Wyler,12000000.0,8.1,76.0,110869,,0,3,15,7,1953-08-20,118.0,Roman Holiday,1953-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1162,Judd Apatow,Judd Apatow,Adam Sandler,Seth Rogen,Leslie Mann,Adam Sandler,Seth Rogen,Leslie Mann,Eric Bana,Jonah Hill,75000000.0,Judd Apatow,71585235.0,6.3,60.0,105100,,0,0,3,0,2009-07-20,146.0,Funny People,2009-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,McG,Ivan Goff,Ben Roberts,Drew Barrymore,Lucy Liu,Cameron Diaz,Cameron Diaz,Drew Barrymore,Lucy Liu,Bernie Mac,120000000.0,McG,158345677.0,4.8,48.0,107232,,0,0,20,9,2003-06-18,106.0,Charlie's Angels: Full Throttle,2003-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1164,Joel Coen,Ethan Coen,Ethan Coen,Joel Coen,Nicolas Cage,Holly Hunter,Trey Wilson,Nicolas Cage,Holly Hunter,Trey Wilson,6000000.0,Joel Coen Ethan Coen,29180280.0,7.4,57.0,109192,,0,0,4,0,1987-03-06,94.0,Raising Arizona,1987-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1165,Milos Forman,Scott Alexander,Larry Karaszewski,Jim Carrey,Danny DeVito,Gerry Becker,Jim Carrey,Gerry Becker,Greyson Erik Pendry,Brittany Colonna,82000000.0,Milos Forman,34580635.0,7.4,58.0,109487,,0,0,22,4,1999-12-07,118.0,Man on the Moon,1999-01-01,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1166,Bennett Miller,Dan Futterman,Gerald Clarke,Philip Seymour Hoffman,Clifton Collins Jr.,Catherine Keener,Allie Mickelson,Kelci Stephenson,Philip Seymour Hoffman,Craig Archibald,7000000.0,Bennett Miller,28747570.0,7.4,88.0,110057,,0,1,86,58,2005-09-02,114.0,Capote,2005-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1167,Clyde Geronimi,Erdman Penner,Charles Perrault,Mary Costa,Bill Shirley,Eleanor Audley,Mary Costa,Bill Shirley,Eleanor Audley,Verna Felton,6000000.0,Clyde Geronimi,51600000.0,7.3,nan,112411,,1,0,4,1,1959-01-29,75.0,Sleeping Beauty,1959-01-01,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1168,Roger Spottiswoode,Cormac Wibberley,Marianne Wibberley,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Arnold Schwarzenegger,Michael Rapaport,Tony Goldwyn,Michael Rooker,82000000.0,Roger Spottiswoode,61481197.0,5.9,49.0,105948,,0,0,8,0,2000-10-28,123.0,The 6th Day,2000-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
